N	2gram	Bakhtin_Pr_3	Russkaja
1	не может	19	22
2	и не	29	19
3	в том	3	17
4	в этом	16	17
5	и в	34	14
6	с другом	2	14
7	друг с	2	14
8	то что	11	13
9	самим собой	6	12
10	таким образом	5	11
11	то же	14	11
12	точки зрения	8	11
13	же время	12	10
14	но и	12	10
15	в то	12	10
16	том что	3	9
17	не только	10	9
18	в себе	6	9
19	с точки	4	9
20	может быть	19	9
21	во всяком	5	9
22	прежде всего	15	8
23	как на	2	8
24	отнюдь не	2	7
25	к тому	5	7
26	и если	2	7
27	самом деле	13	7
28	самого себя	2	7
29	мы должны	5	7
30	о том	2	7
31	и с	15	7
32	признать что	2	6
33	если бы	4	6
34	на самом	11	6
35	что он	23	6
36	и к	12	6
37	с тем	5	6
38	для него	13	6
39	всяком случае	5	6
40	все это	16	6
41	в своем	2	6
42	и для	8	6
43	себя и	8	5
44	хотя бы	5	5
45	он должен	2	5
46	вопрос о	2	5
47	и на	6	5
48	или иной	2	5
49	при этом	4	5
50	было бы	2	5
51	конечно не	2	5
52	в своей	3	5
53	он не	15	5
54	никогда не	8	5
55	в нем	19	5
56	во всех	2	5
57	а между	3	5
58	и только	2	5
59	а в	5	5
60	потому что	12	5
61	только в	6	5
62	между тем	3	5
63	но не	4	4
64	что в	7	4
65	то ни	4	4
66	в мире	4	4
67	как и	18	4
68	ли это	2	4
69	как бы	27	4
70	себе и	5	4
71	все же	7	4
72	бы то	4	4
73	жизни и	3	4
74	вместе с	4	4
75	что же	8	4
76	тому чтобы	2	4
77	не в	9	4
78	отказаться от	2	4
79	и то	3	4
80	во всем	3	4
81	в его	22	4
82	которой он	2	4
83	его в	4	4
84	так как	4	4
85	он сам	5	3
86	что это	5	3
87	в большинстве	2	3
88	в конце	5	3
89	что все	4	3
90	этом случае	2	3
91	всех этих	2	3
92	да и	4	3
93	и как	3	3
94	в другом	8	3
95	то в	2	3
96	лишь в	5	3
97	что они	6	3
98	так чтобы	3	3
99	собой и	2	3
100	должно быть	3	3
101	ибо в	2	3
102	еще не	4	3
103	в самом	8	3
104	той или	2	3
105	и потому	2	3
106	и этот	2	3
107	для этого	3	3
108	что и	5	3
109	и т	8	3
110	из них	5	3
111	не было	2	3
112	что оно	2	3
113	сводится к	3	3
114	того что	5	3
115	друг друга	2	3
116	тем что	4	3
117	и во	3	3
118	в виде	4	3
119	говорить о	3	3
120	конце концов	3	3
121	а с	3	2
122	этого не	3	2
123	сама по	2	2
124	нисколько не	2	2
125	у него	4	2
126	друг другу	4	2
127	от этой	2	2
128	были бы	2	2
129	его и	3	2
130	бы его	4	2
131	и от	5	2
132	с этим	2	2
133	к себе	17	2
134	это в	2	2
135	по себе	3	2
136	ни в	4	2
137	уже не	2	2
138	так что	5	2
139	но это	4	2
140	от него	6	2
141	отличается от	2	2
142	что с	3	2
143	но для	3	2
144	в ней	3	2
145	к чему	2	2
146	в котором	3	2
147	отношении к	7	2
148	для себя	6	2
149	благодаря этому	2	2
150	быть и	2	2
151	тому что	2	2
152	всем этим	2	2
153	по отношению	5	2
154	если не	3	2
155	все эти	4	2
156	и вот	5	2
157	только на	4	2
158	и что	5	2
159	а не	9	2
160	что такое	2	2
161	и наконец	5	2
162	и даже	7	2
163	к нему	14	2
164	зависимость от	2	2
165	так же	8	2
166	их в	3	2
167	остается в	2	2
168	не о	4	2
169	даже и	4	2
170	с самим	14	2
171	мы уже	6	2
172	в начале	4	2
173	во время	2	2
174	того или	2	2
175	как будто	7	2
176	большинстве случаев	3	2
177	только с	3	2
178	с ним	8	2
179	и должно	2	2
180	себя как	2	2
181	но в	16	2
