N	2gram	Voloshinov_1	Mirosoze
1	может быть	13	30
2	не только	27	29
3	и в	38	28
4	не может	12	28
5	но и	13	25
6	а не	6	25
7	он не	2	24
8	в этом	10	20
9	не было	2	18
10	не в	6	16
11	потому что	5	16
12	в ней	8	15
13	в своей	2	15
14	никогда не	7	14
15	в нем	4	13
16	человека в	2	13
17	и он	2	12
18	и это	7	12
19	для него	3	11
20	в самом	4	11
21	и не	14	11
22	в мире	2	10
23	прежде всего	21	10
24	и все	4	10
25	человек не	2	10
26	что он	2	10
27	было бы	7	10
28	и потому	2	10
29	с тем	8	9
30	в его	6	9
31	и его	7	9
32	но не	2	8
33	в котором	3	8
34	быть может	3	7
35	того что	4	7
36	в конце	6	7
37	но в	5	7
38	нет ничего	2	7
39	к нему	2	7
40	в себе	9	7
41	в том	2	6
42	в этой	6	6
43	все это	4	6
44	лишь в	4	6
45	и на	6	6
46	вместе с	5	6
47	только в	6	6
48	в которой	7	6
49	это не	3	5
50	если он	3	5
51	у нас	4	5
52	как и	10	5
53	то что	8	5
54	нет и	3	5
55	у человека	2	5
56	уже в	5	4
57	в этих	2	4
58	не знает	3	4
59	человека не	4	4
60	не к	3	4
61	отношение к	2	4
62	в середине	2	4
63	отношения к	3	4
64	а в	5	4
65	увидим что	2	4
66	в которых	2	4
67	точки зрения	10	4
68	один из	4	4
69	что и	3	4
70	есть не	2	4
71	уже не	4	4
72	тем что	2	4
73	вращается вокруг	2	3
74	и вот	3	3
75	к тому	4	3
76	для нас	3	3
77	не мог	3	3
78	и их	5	3
79	этот процесс	2	3
80	заключает в	4	3
81	не так	3	3
82	должно быть	2	3
83	его не	2	3
84	с этим	2	3
85	его в	4	3
86	так как	7	3
87	то есть	4	3
88	и с	5	3
89	с его	7	3
90	для них	2	3
91	он должен	3	3
92	в жизни	2	3
93	с собой	2	3
94	в ее	3	3
95	том что	3	3
96	ничего не	8	3
97	мы увидим	5	3
98	конечно не	3	3
99	себя в	4	3
100	бы и	2	3
101	вряд ли	3	3
102	в движении	2	3
103	хотя бы	18	3
104	место в	2	2
105	по своему	3	2
106	прежде чем	2	2
107	почувствовал что	2	2
108	и от	7	2
109	вопрос о	2	2
110	с самим	2	2
111	о своей	4	2
112	и нет	2	2
113	в свою	6	2
114	для того	9	2
115	в виду	3	2
116	себе и	2	2
117	жизни и	3	2
118	долгое время	3	2
119	всего в	3	2
120	все эти	2	2
121	также и	2	2
122	сказать что	3	2
123	даже и	2	2
124	в начале	3	2
125	по своей	2	2
126	как бы	28	2
127	о том	4	2
128	человека с	2	2
129	когда мы	6	2
130	бы в	5	2
131	с ним	2	2
132	не существует	4	2
133	в основе	2	2
134	если бы	4	2
135	чего же	2	2
136	природы он	3	2
137	к этому	2	2
138	и жизнь	2	2
139	мы видим	3	2
140	к миру	2	2
141	в то	9	2
142	связано с	2	2
143	и к	4	2
144	и когда	2	2
145	относится к	2	2
146	должен быть	2	2
147	все же	7	2
148	с ней	2	2
149	сих пор	2	2
150	как в	2	2
151	бы не	2	2
152	в той	5	2
153	того чтобы	7	2
154	к чему	2	2
155	и как	9	2
156	и для	3	2
157	конце концов	3	2
158	эти слова	8	2
159	в каком	2	2
