N	2gram	Losev_Vlad_1	Istorich
1	и в	31	25
2	что он	12	22
3	вместе с	3	22
4	и т	2	20
5	т д	2	18
6	может быть	6	17
7	не только	24	13
8	но и	19	13
9	в его	12	12
10	и не	17	11
11	уже не	3	11
12	так как	8	11
13	все же	3	10
14	в этом	14	10
15	тем что	2	10
16	с другой	3	9
17	и его	7	9
18	таким образом	3	9
19	в виде	3	9
20	в египте	3	9
21	с тем	2	8
22	что в	14	8
23	мы знаем	2	8
24	том что	14	8
25	еще не	2	8
26	на него	3	8
27	другой стороны	3	8
28	все эти	3	8
29	и что	6	8
30	и на	3	8
31	в частности	2	7
32	в качестве	6	7
33	во время	3	7
34	как и	4	7
35	но это	3	7
36	то что	18	7
37	в нем	4	7
38	потому что	11	7
39	и здесь	3	7
40	только в	9	7
41	о том	11	7
42	знаем что	2	6
43	что и	5	6
44	себя в	4	6
45	как в	3	6
46	не может	6	6
47	и он	3	6
48	не в	5	6
49	в том	11	6
50	ясно что	2	5
51	как мы	9	5
52	для нас	4	5
53	здесь мы	3	5
54	но не	3	5
55	мы увидим	3	5
56	не будем	2	5
57	и действительно	3	5
58	не менее	2	4
59	если не	3	4
60	что у	4	4
61	что все	2	4
62	тем не	2	4
63	в дальнейшем	8	4
64	мы уже	7	4
65	а именно	2	4
66	все это	5	4
67	в связи	3	4
68	то же	6	4
69	в истории	4	4
70	его на	2	4
71	он не	10	4
72	мы должны	2	4
73	и это	2	4
74	в которой	4	4
75	с ним	5	4
76	после смерти	4	3
77	никогда не	9	3
78	и как	4	3
79	и все	4	3
80	в целом	3	3
81	ему в	2	3
82	увидим ниже	3	3
83	что его	4	3
84	в этой	4	3
85	в то	8	3
86	того чтобы	2	3
87	и из	3	3
88	о нем	7	3
89	на себя	3	3
90	но мы	2	3
91	на этом	2	3
92	в особенности	4	3
93	для того	2	3
94	к нему	4	3
95	а в	9	3
96	его к	2	3
97	и с	14	3
98	и вообще	4	3
99	е в	7	3
100	уже в	7	2
101	уже и	2	2
102	под влиянием	3	2
103	у него	15	2
104	и затем	2	2
105	со своими	3	2
106	к этому	6	2
107	вовсе не	5	2
108	на то	5	2
109	можно сказать	6	2
110	так что	10	2
111	об этом	7	2
112	по существу	2	2
113	мы и	4	2
114	того же	6	2
115	в это	2	2
116	и сам	6	2
117	жизни и	5	2
118	несмотря на	4	2
119	и мы	2	2
120	выше мы	2	2
121	одним из	2	2
122	некоторое время	2	2
123	мы приведем	2	2
124	и потому	6	2
125	это время	3	2
126	еще в	4	2
127	даже в	2	2
128	один из	4	2
129	в своей	4	2
130	когда он	5	2
131	том чтобы	2	2
132	со стороны	2	2
133	так например	2	2
134	совершенно не	2	2
135	с которым	2	2
136	и стал	3	2
137	и для	2	2
138	в течение	9	2
139	и других	2	2
140	того что	2	2
141	чтобы он	2	2
142	и по	8	2
143	что этот	3	2
144	сказать что	7	2
145	образом в	2	2
146	и начал	2	2
147	но он	5	2
148	точки зрения	2	2
149	к его	3	2
150	во всем	4	2
151	что мы	2	2
152	которой он	5	2
153	из них	2	2
154	в которую	2	2
155	в свое	5	2
156	тех же	2	2
157	своих детей	2	2
158	ничего не	3	2
159	это было	6	2
