N	2gram	Potebnia_M_1	Narrotol
1	не только	21	26
2	а не	21	17
3	но и	20	15
4	тогда как	2	15
5	в том	26	14
6	при этом	6	14
7	и не	18	14
8	том что	16	13
9	и в	39	13
10	в этом	15	13
11	только в	25	11
12	может быть	27	10
13	к тому	4	9
14	так и	13	9
15	а в	5	9
16	то есть	42	9
17	то что	10	8
18	в себе	13	8
19	не может	22	8
20	не в	15	8
21	никогда не	4	6
22	в своем	3	6
23	в жизни	3	6
24	прежде всего	4	6
25	того что	8	6
26	в его	5	6
27	со стороны	8	6
28	все же	6	6
29	как бы	6	6
30	но в	9	6
31	точки зрения	8	5
32	тем не	6	5
33	одной стороны	3	5
34	хотя и	3	5
35	он не	3	5
36	и тем	3	5
37	в нем	20	5
38	отношению к	13	5
39	на него	3	5
40	как в	10	5
41	по отношению	13	5
42	таким образом	13	5
43	с одной	3	5
44	тем самым	4	5
45	с другой	7	5
46	в то	4	5
47	о том	2	5
48	что это	3	4
49	не менее	6	4
50	если бы	14	4
51	в глазах	3	4
52	же в	2	4
53	как и	9	4
54	времени и	2	4
55	все что	2	4
56	что в	22	4
57	для него	4	4
58	жизни и	2	4
59	в своей	3	4
60	то же	6	4
61	уже не	2	4
62	в мире	3	4
63	в этой	3	4
64	и все	3	4
65	с ним	3	4
66	но при	3	4
67	а как	2	3
68	тому что	3	3
69	или даже	3	3
70	это не	7	3
71	представить себе	3	3
72	и того	2	3
73	в слове	8	3
74	о котором	3	3
75	но не	8	3
76	же время	4	3
77	к ней	2	3
78	для себя	3	3
79	в целом	2	3
80	то и	7	3
81	того чтобы	2	3
82	и даже	4	3
83	и по	6	3
84	и для	5	3
85	и его	5	3
86	в таком	5	3
87	с этой	2	3
88	не следует	5	3
89	никак не	2	3
90	сказать что	3	3
91	между тем	5	3
92	так сказать	2	3
93	зависит от	5	2
94	в душе	11	2
95	только не	2	2
96	одно из	3	2
97	однако в	4	2
98	хотя бы	2	2
99	столь же	3	2
100	из этих	4	2
101	точно так	11	2
102	с нею	4	2
103	вовсе не	5	2
104	в свою	4	2
105	на то	2	2
106	для нас	9	2
107	только по	2	2
108	и т	6	2
109	в начале	2	2
110	тем более	2	2
111	с другим	3	2
112	и более	2	2
113	должна быть	3	2
114	еще не	6	2
115	было бы	12	2
116	по поводу	3	2
117	мысль о	2	2
118	в самом	3	2
119	несмотря на	5	2
120	имеет место	2	2
121	все то	2	2
122	оно не	3	2
123	не могло	3	2
124	не все	2	2
125	что и	6	2
126	не будет	2	2
127	только на	3	2
128	в других	2	2
129	если не	2	2
130	у нас	2	2
131	в течение	2	2
132	и что	10	2
133	только что	2	2
134	с точки	3	2
135	не имеет	5	2
136	по его	7	2
137	так же	5	2
138	как на	3	2
139	той же	3	2
140	мы не	10	2
141	тому как	4	2
142	но это	5	2
143	в ней	7	2
144	но он	2	2
145	подобно тому	3	2
146	в своих	4	2
147	т п	4	2
148	видно что	2	2
149	могли бы	2	2
150	бы в	4	2
151	потому что	52	2
152	могло бы	3	2
153	в сознании	3	2
154	к которому	3	2
155	том как	3	2
156	стало быть	2	2
