N	3gram	Losev_Prob_2	Istorich
1	и т д	6	22
2	не может быть	3	7
3	тем не менее	12	6
4	с другой стороны	5	5
5	до сих пор	4	5
6	более или менее	4	5
7	в том что	4	4
8	на то что	4	4
9	с одной стороны	5	4
10	в связи с	5	3
11	о том что	14	3
12	то же самое	5	3
13	точно так же	3	3
14	можно было бы	2	3
15	как будто бы	5	2
16	само по себе	2	2
17	с самого начала	2	2
18	вопрос о том	2	2
19	должны были бы	2	2
20	в чистом виде	3	2
21	бы то ни	2	2
22	по этому поводу	2	2
23	один и тот	2	2
24	но и в	3	2
25	и тот же	2	2
