N	2gram	Losev_Prob_5	Formalny
1	и в	30	38
2	в этом	17	27
3	может быть	7	23
4	и его	6	21
5	таким образом	13	20
6	и не	12	20
7	в самом	5	16
8	прежде всего	6	15
9	не в	7	15
10	не может	5	14
11	в нем	6	13
12	но и	13	13
13	связи с	7	13
14	с тем	5	11
15	в том	12	11
16	вовсе не	8	11
17	в его	12	10
18	в связи	7	10
19	с помощью	2	10
20	и с	5	9
21	как и	7	9
22	при этом	4	9
23	не только	18	9
24	отнюдь не	4	8
25	что и	6	8
26	все же	9	8
27	так и	7	8
28	самом деле	2	8
29	тем что	2	8
30	точки зрения	10	8
31	что в	5	7
32	не могут	2	7
33	по себе	2	7
34	по существу	2	7
35	во втором	2	7
36	в своей	22	7
37	в других	3	7
38	как мы	2	7
39	уже не	6	7
40	с точки	8	7
41	все время	3	6
42	в результате	7	6
43	то что	18	6
44	в ней	3	6
45	в этой	10	6
46	было бы	4	6
47	вместе с	7	6
48	то же	2	6
49	все эти	2	6
50	а не	5	6
51	как раз	5	6
52	он не	3	6
53	только в	9	6
54	а в	6	6
55	хотя бы	2	6
56	что он	7	5
57	именно в	3	5
58	и речи	2	5
59	и только	2	5
60	и для	6	5
61	еще более	3	5
62	в то	4	5
63	во всяком	2	5
64	всяком случае	2	5
65	как о	4	4
66	раз и	2	4
67	к этому	2	4
68	к тому	2	4
69	в дальнейшем	7	4
70	что они	3	4
71	как бы	6	4
72	и к	4	4
73	из них	2	4
74	как в	2	4
75	другой стороны	6	4
76	что не	2	4
77	и даже	14	4
78	даже и	4	4
79	здесь не	7	4
80	они не	2	4
81	ничего не	2	4
82	так как	6	4
83	но в	9	4
84	для них	3	3
85	была бы	2	3
86	в какой	2	3
87	с другой	6	3
88	и как	6	3
89	но все	4	3
90	жизни и	2	3
91	и их	5	3
92	и до	2	3
93	значение и	2	3
94	то и	2	3
95	только и	3	3
96	к нему	3	3
97	именно на	2	3
98	в значительной	2	3
99	того что	3	3
100	того чтобы	2	3
101	для того	3	3
102	тем же	3	3
103	мы не	2	3
104	не входит	2	3
105	или в	4	3
106	и на	6	3
107	хотя и	8	3
108	он и	5	3
109	и все	9	3
110	его в	6	3
111	в области	2	3
112	не то	2	3
113	от этого	3	3
114	борьбы с	2	2
115	уже в	2	2
116	и более	2	2
117	и другие	3	2
118	никогда не	7	2
119	по этому	2	2
120	в качестве	4	2
121	это не	2	2
122	в одной	2	2
123	в конце	8	2
124	представление о	2	2
125	не просто	5	2
126	что именно	2	2
127	это время	2	2
128	в ее	3	2
129	себе а	2	2
130	том что	17	2
131	но не	7	2
132	совсем не	3	2
133	или же	2	2
134	и другое	3	2
135	кроме того	2	2
136	в целях	2	2
137	едва ли	4	2
138	и о	5	2
139	конце концов	6	2
140	в котором	2	2
141	не так	4	2
142	он был	2	2
143	один из	2	2
144	и тем	3	2
145	есть только	3	2
146	этом смысле	3	2
147	не будет	2	2
148	не к	2	2
149	отношение к	2	2
150	ни в	4	2
151	ее в	2	2
152	он пишет	2	2
153	а именно	12	2
154	его не	2	2
155	равно как	2	2
156	то ни	2	2
157	точке зрения	2	2
158	в эпоху	3	2
159	в таком	2	2
160	и то	5	2
161	сказать что	9	2
162	между тем	2	2
163	он в	3	2
164	при помощи	6	2
165	из этого	4	2
166	в чем	2	2
167	потому что	13	2
168	в которой	5	2
169	с ним	3	2
170	в виду	3	2
