N	2gram	Losev_Vesc_1	Istorich
1	и т	19	27
2	и в	21	26
3	т д	19	24
4	т е	55	18
5	то что	27	16
6	не только	36	15
7	что в	9	14
8	может быть	16	14
9	но и	18	12
10	и пр	6	11
11	так и	3	10
12	таким образом	8	10
13	и его	2	10
14	при помощи	2	10
15	что и	3	9
16	все же	4	9
17	и не	29	9
18	его в	2	9
19	так как	7	9
20	то же	6	8
21	а в	4	8
22	об этом	3	7
23	как и	8	7
24	их в	3	7
25	в этом	4	7
26	мы имеем	7	7
27	мы видим	2	6
28	что они	6	6
29	еще не	8	6
30	не может	17	6
31	а не	19	6
32	и то	10	6
33	потому что	16	6
34	мы можем	4	6
35	у него	2	5
36	и как	8	5
37	это не	5	5
38	в одном	2	5
39	это и	6	5
40	в силу	3	5
41	но не	5	5
42	и только	3	5
43	ничего не	3	5
44	в его	2	5
45	и у	3	5
46	мы уже	3	5
47	то это	3	5
48	как мы	4	5
49	и что	15	5
50	уже не	9	5
51	не в	5	5
52	с ними	3	5
53	и с	8	5
54	тем что	2	5
55	и здесь	4	5
56	в другом	2	5
57	мы должны	2	5
58	но в	5	5
59	с собой	2	5
60	с другой	6	4
61	вовсе не	10	4
62	в своей	5	4
63	другой стороны	2	4
64	не просто	19	4
65	и даже	6	4
66	но он	2	4
67	о том	6	4
68	только что	2	3
69	перед нами	2	3
70	сравнению с	6	3
71	что у	5	3
72	по сравнению	7	3
73	к себе	4	3
74	все еще	3	3
75	меня не	2	3
76	для нас	2	3
77	в том	8	3
78	а затем	2	3
79	по существу	2	3
80	том что	8	3
81	но это	10	3
82	не что	7	3
83	она не	4	3
84	и если	2	3
85	относится к	5	3
86	как бы	12	3
87	все эти	3	3
88	на то	4	3
89	данном случае	2	3
90	что она	15	3
91	только тогда	3	3
92	как это	2	3
93	в свете	7	3
94	между ними	3	3
95	есть только	7	3
96	как нечто	2	3
97	или в	2	3
98	в данном	5	3
99	в руки	2	3
100	что иное	7	3
101	что мы	14	3
102	только в	14	3
103	иное как	7	3
104	е в	7	3
105	содержит в	4	2
106	с тем	5	2
107	что образ	2	2
108	должна быть	4	2
109	не менее	3	2
110	и есть	26	2
111	никогда не	2	2
112	его и	2	2
113	или другие	4	2
114	в своем	6	2
115	содержится в	3	2
116	и во	3	2
117	с этим	3	2
118	и все	5	2
119	по себе	13	2
120	не говорит	2	2
121	и тем	3	2
122	же это	4	2
123	тем не	3	2
124	так что	5	2
125	что я	24	2
126	одна из	5	2
127	на этом	2	2
128	есть и	4	2
129	было бы	14	2
130	если бы	5	2
131	знает и	2	2
132	между прочим	3	2
133	у нас	7	2
134	но для	2	2
135	хотя и	4	2
136	что на	2	2
137	по своей	2	2
138	хотя бы	6	2
139	только это	3	2
140	в нем	2	2
141	не есть	49	2
142	в отдельности	4	2
143	себя в	10	2
144	в свой	2	2
145	другими словами	5	2
146	из них	4	2
147	дело не	2	2
148	от того	3	2
149	и их	7	2
150	все это	5	2
151	что это	13	2
152	что есть	5	2
153	и вот	2	2
154	совершенно ясно	2	2
155	того что	8	2
156	только с	3	2
157	тут же	2	2
158	с этой	4	2
159	не случайно	2	2
160	сказать что	17	2
161	даже и	4	2
162	в себе	14	2
163	в этой	3	2
164	на это	4	2
165	то мы	2	2
