N	2gram	Bakhtin_Fr_2	Marksizm
1	точки зрения	6	34
2	может быть	5	26
3	и не	15	26
4	не может	7	24
5	с точки	5	20
6	и в	49	19
7	и его	17	19
8	таким образом	7	17
9	в этом	15	16
10	как бы	11	15
11	прежде всего	19	13
12	как мы	7	13
13	как и	11	12
14	так и	6	11
15	связи с	2	11
16	в самом	3	10
17	в нем	9	10
18	и т.п	11	10
19	для него	9	9
20	лишь в	4	9
21	только в	13	9
22	на материале	2	8
23	при этом	5	8
24	но и	13	8
25	до сих	4	8
26	не только	17	8
27	все же	7	8
28	то что	6	8
29	сих пор	4	8
30	точка зрения	3	7
31	в связи	2	7
32	все эти	7	7
33	так же	2	7
34	но в	4	7
35	в ее	3	7
36	во всех	6	7
37	то же	7	7
38	в смысле	2	6
39	в том	3	6
40	в пределах	2	6
41	другой стороны	3	6
42	в основном	5	6
43	в его	18	6
44	и идеологии	2	6
45	ничего не	2	6
46	с другой	4	5
47	в конце	2	5
48	именно в	6	5
49	до конца	2	5
50	рядом с	6	5
51	в начале	5	5
52	и потому	5	5
53	и все	3	5
54	вовсе не	10	5
55	за пределы	2	5
56	по преимуществу	2	5
57	того чтобы	2	5
58	во всяком	2	5
59	что в	2	4
60	в отношении	2	4
61	в ней	2	4
62	форм и	2	4
63	а в	4	4
64	и на	17	4
65	тот же	5	4
66	сказать что	6	4
67	жизни в	3	4
68	что слово	2	4
69	в условиях	2	4
70	еще не	2	4
71	было бы	3	4
72	и эта	2	4
73	выражение в	5	4
74	далеко не	3	4
75	место в	3	3
76	этом отношении	3	3
77	понятно что	2	3
78	одного из	2	3
79	здесь в	6	3
80	можно сказать	2	3
81	в целях	2	3
82	в дальнейшем	2	3
83	но именно	3	3
84	же время	6	3
85	не дает	3	3
86	из них	3	3
87	этот процесс	4	3
88	все это	9	3
89	всех других	2	3
90	не было	4	3
91	нуждается в	2	3
92	xix века	2	3
93	в то	6	3
94	сознания и	2	3
95	и к	4	3
96	том что	4	3
97	мы должны	2	3
98	одной из	2	3
99	совершенно не	2	3
100	в сущности	8	3
101	в своей	5	3
102	в истории	6	3
103	целый ряд	2	3
104	это и	2	3
105	на самом	2	3
106	и следовательно	2	3
107	к этим	3	3
108	но все	4	3
109	вполне понятно	2	3
110	и это	3	3
111	в области	4	3
112	никогда не	5	2
113	в своем	5	2
114	точку зрения	2	2
115	ни в	3	2
116	связаны с	2	2
117	понять и	2	2
118	одним из	2	2
119	в новое	2	2
120	в виду	3	2
121	всяком случае	2	2
122	себе и	2	2
123	и др	9	2
124	эти формы	2	2
125	в нашем	2	2
126	с ее	3	2
127	на этой	2	2
128	жизни и	7	2
129	в понимании	2	2
130	как к	2	2
131	и других	3	2
132	именно на	2	2
133	и даже	2	2
134	речь и	2	2
135	можно было	3	2
136	в своих	4	2
137	одну из	2	2
138	из этих	5	2
139	о том	3	2
140	так как	6	2
141	и с	6	2
142	и более	4	2
143	для них	2	2
144	в какой-то	2	2
145	нового времени	4	2
146	и во	4	2
147	в литературе	6	2
148	что он	3	2
149	вот в	2	2
150	в себе	4	2
151	в романе	9	2
152	этот момент	4	2
153	одна из	4	2
154	громадное значение	2	2
155	во все	2	2
156	в качестве	2	2
157	другими словами	3	2
158	мы уже	6	2
159	благодаря этому	4	2
160	и прежде	2	2
161	культуры и	3	2
162	менее всего	3	2
163	связана с	3	2
164	мы можем	2	2
165	тем что	4	2
166	могут быть	2	2
167	в другом	2	2
168	и вообще	3	2
169	и т.д	2	2
170	там где	4	2
