N	2gram	Tiupa_Hudo_1	Formalny
1	т е	4	34
2	и в	14	24
3	в его	8	23
4	прежде всего	11	22
5	и не	2	20
6	так и	13	18
7	не может	7	16
8	точки зрения	5	16
9	в этом	11	15
10	в нем	3	14
11	может быть	5	14
12	с точки	3	13
13	и т	11	12
14	в своем	4	11
15	не менее	5	11
16	как и	9	11
17	должно быть	2	11
18	в своей	10	11
19	в их	2	11
20	то же	9	10
21	в ней	4	10
22	а не	12	10
23	и его	5	10
24	и потому	2	9
25	все это	2	9
26	в то	8	9
27	в ее	3	8
28	же время	8	8
29	именно в	7	8
30	то что	8	8
31	как в	8	8
32	т д	3	8
33	лишь в	3	8
34	и на	3	8
35	не в	7	8
36	и с	4	8
37	и от	4	7
38	до конца	2	7
39	не только	12	7
40	с ее	2	7
41	жизни и	5	7
42	но и	5	7
43	на самом	2	7
44	отнюдь не	3	6
45	и все	4	6
46	было бы	6	6
47	в том	12	6
48	в этой	8	6
49	самом деле	5	6
50	до сих	2	6
51	в пределах	3	6
52	она не	4	6
53	еще не	7	6
54	как бы	7	6
55	сих пор	2	6
56	в целом	2	6
57	а в	7	6
58	все эти	3	6
59	на основе	2	6
60	по себе	2	5
61	в литературе	3	5
62	при этом	12	5
63	только на	2	5
64	в самом	4	5
65	со стороны	3	5
66	как мы	3	5
67	того что	4	5
68	но в	5	5
69	с его	5	4
70	в частности	5	4
71	никогда не	6	4
72	и к	4	4
73	в мире	3	4
74	если бы	3	4
75	отношению к	8	4
76	по отношению	8	4
77	т п	8	4
78	в связи	3	4
79	что в	6	4
80	друг друга	5	4
81	с этой	2	4
82	к этой	3	4
83	но не	3	3
84	связи с	4	3
85	ясно что	2	3
86	или иного	2	3
87	что он	9	3
88	к тому	7	3
89	для него	10	3
90	не о	2	3
91	он не	4	3
92	один из	4	3
93	все же	3	3
94	же в	3	3
95	на фоне	2	3
96	влияние на	2	3
97	особенно в	2	3
98	не было	4	3
99	мы не	2	3
100	и даже	3	3
101	его в	3	3
102	ничем не	3	3
103	они не	2	3
104	как она	2	3
105	в себе	11	3
106	как к	3	3
107	в художественном	2	3
108	здесь не	2	3
109	так сказать	2	3
110	того или	2	2
111	же как	2	2
112	жизни в	6	2
113	в лице	3	2
114	это не	7	2
115	с этим	3	2
116	в системе	2	2
117	художественного восприятия	2	2
118	вопрос о	2	2
119	идет о	3	2
120	а только	4	2
121	ни в	5	2
122	уже не	7	2
123	каждого из	2	2
124	в предыдущей	3	2
125	в противовес	2	2
126	одна из	2	2
127	в литературном	2	2
128	только в	5	2
129	в действительности	4	2
130	одной из	2	2
131	как раз	4	2
132	в него	2	2
133	еще в	3	2
134	на него	2	2
135	художественного целого	4	2
136	может и	3	2
137	и что	2	2
138	приводит к	3	2
139	или иначе	2	2
140	для других	2	2
141	в результате	2	2
142	между тем	8	2
143	в своих	3	2
144	на его	2	2
145	ничего не	8	2
146	и это	4	2
147	с ним	4	2
148	оно было	2	2
