N	2gram	Voloshinov_1	KulturaY
1	и в	19	23
2	точки зрения	34	23
3	в том	6	22
4	не только	8	17
5	было бы	4	16
6	в этом	16	16
7	с точки	20	16
8	в области	3	14
9	может быть	26	14
10	самом деле	10	14
11	что в	4	13
12	в самом	10	13
13	не менее	4	12
14	для того	4	12
15	вопрос о	4	11
16	том что	3	11
17	а не	7	11
18	того что	3	11
19	в его	6	11
20	того чтобы	5	11
21	можно было	2	11
22	у нас	2	10
23	и не	26	10
24	прежде всего	13	9
25	тем не	2	9
26	еще не	4	9
27	хотя бы	5	9
28	таким образом	17	9
29	так как	2	9
30	если бы	2	8
31	лишь в	9	8
32	зависимости от	2	8
33	иными словами	2	8
34	до сих	8	8
35	сих пор	8	8
36	в виду	2	8
37	в нашем	2	7
38	с другой	5	7
39	или иной	3	7
40	если мы	11	7
41	слова и	3	7
42	в языке	4	7
43	те же	5	7
44	речи в	3	7
45	должно быть	2	7
46	в данном	4	7
47	сказать что	4	7
48	все эти	7	7
49	языка в	14	6
50	по себе	4	6
51	что и	2	6
52	что он	2	6
53	тот же	4	6
54	при этом	8	6
55	так и	11	6
56	не может	24	6
57	то же	7	6
58	с помощью	6	6
59	о языке	8	6
60	могут быть	2	6
61	связи с	11	6
62	только в	9	6
63	о том	2	6
64	ничего не	6	6
65	что же	4	5
66	не могут	3	5
67	независимо от	2	5
68	и есть	3	5
69	вовсе не	5	5
70	как и	12	5
71	не в	5	5
72	совершенно не	3	5
73	как бы	15	5
74	все же	8	5
75	не будем	4	5
76	от того	4	5
77	в связи	7	5
78	как мы	13	5
79	а в	4	5
80	тем что	2	5
81	из этих	2	5
82	далеко не	4	5
83	в первом	3	5
84	в чем	2	5
85	тому что	2	4
86	ясно что	5	4
87	этого слова	2	4
88	языка как	17	4
89	этом случае	3	4
90	для нашей	2	4
91	того же	6	4
92	тех пор	2	4
93	в сущности	3	4
94	в своей	3	4
95	в ее	7	4
96	язык есть	4	4
97	пор пока	2	4
98	точка зрения	7	4
99	лишь с	4	4
100	то что	8	4
101	до тех	2	4
102	как в	4	4
103	целый ряд	3	4
104	как раз	2	4
105	в своем	2	4
106	не было	3	4
107	что не	2	4
108	что такое	2	4
109	в таком	2	4
110	к языку	2	4
111	в слове	10	4
112	не столько	4	4
113	между тем	3	4
114	и более	2	3
115	то мы	2	3
116	отнюдь не	6	3
117	что слово	4	3
118	формы и	3	3
119	на самом	3	3
120	должна быть	2	3
121	именно в	5	3
122	xix века	3	3
123	к тому	2	3
124	и к	3	3
125	в отношении	4	3
126	как же	4	3
127	ни в	2	3
128	с этой	2	3
129	это и	3	3
130	то в	2	3
131	в данной	2	3
132	по преимуществу	5	3
133	в какой	3	3
134	но для	2	3
135	он не	3	3
136	но если	2	3
137	не есть	3	3
138	в процессе	14	3
139	но и	8	3
140	по отношению	3	3
141	другой стороны	6	3
142	мы не	6	3
143	речи как	2	3
144	в ней	4	3
145	и пр	12	3
146	не имеет	3	3
147	и с	2	3
148	бы и	2	3
149	той же	2	3
150	этот вопрос	5	3
151	в результате	9	3
152	слово в	3	3
153	в каком	3	3
154	в то	3	3
155	и только	2	3
156	она не	2	3
157	мы должны	3	3
158	там где	2	3
159	и действительно	3	3
160	так сказать	6	2
161	том числе	2	2
162	все это	3	2
163	самое это	2	2
164	но все	3	2
165	в частности	2	2
166	смысле этого	3	2
167	дано в	2	2
168	этих форм	3	2
169	точку зрения	2	2
170	различие в	2	2
171	первом случае	3	2
172	не как	2	2
173	содержания в	2	2
174	одного и	5	2
175	на материале	8	2
176	что все	2	2
177	этой системы	2	2
178	в условиях	4	2
179	быть в	2	2
180	не дает	3	2
181	сама по	2	2
182	можно сказать	3	2
183	материале и	2	2
184	к его	2	2
185	и здесь	6	2
186	и того	6	2
187	и как	3	2
188	в дальнейшем	3	2
189	и при	3	2
190	систему языка	7	2
191	язык и	2	2
192	кроме того	6	2
193	и тот	4	2
194	в качестве	2	2
195	конечно не	5	2
196	мог бы	2	2
197	за пределы	5	2
198	к другому	3	2
199	слова как	7	2
200	в котором	3	2
201	его в	3	2
202	не все	2	2
203	отношению к	2	2
204	в пределах	6	2
205	мысли и	4	2
206	языка и	13	2
207	в отличие	5	2
208	как к	2	2
209	в двух	2	2
210	не просто	2	2
211	это так	2	2
212	именно на	2	2
213	к другой	3	2
214	на этот	3	2
215	в корне	3	2
216	так же	7	2
217	с другими	3	2
218	не знает	2	2
219	во всяком	5	2
220	чем же	4	2
221	один и	3	2
222	как он	2	2
223	таком случае	2	2
224	она может	3	2
225	отличие от	5	2
226	но в	7	2
