N	2gram	Vinokur_Ku_2	Problema
1	и в	23	30
2	в своей	2	22
3	то что	9	18
4	не только	20	18
5	том что	11	17
6	в этом	18	17
7	и даже	2	14
8	но и	7	13
9	таким образом	5	13
10	потому что	25	13
11	в том	19	12
12	в его	5	12
13	и не	16	12
14	а именно	2	12
15	также и	5	12
16	в своем	2	11
17	у него	3	11
18	для нас	4	10
19	точки зрения	14	10
20	в этой	6	10
21	все же	7	9
22	сказать что	4	9
23	но в	11	9
24	и вообще	2	9
25	только в	5	9
26	и все	2	9
27	в конце	4	8
28	вовсе не	9	8
29	никак не	3	8
30	хотя и	4	8
31	с точки	8	8
32	никогда не	2	7
33	что он	5	7
34	подобного рода	5	7
35	у нас	12	7
36	как и	2	7
37	связи с	3	7
38	но не	6	7
39	может быть	15	7
40	вместе с	5	7
41	так и	4	7
42	в связи	4	7
43	не в	8	7
44	здесь не	3	7
45	в результате	4	7
46	с другой	8	6
47	прежде всего	8	6
48	можно сказать	4	6
49	уже не	8	6
50	несмотря на	5	6
51	и для	2	6
52	как бы	4	6
53	конце концов	3	6
54	в нем	4	6
55	что и	3	6
56	другой стороны	7	6
57	и что	8	6
58	а в	3	6
59	и его	3	6
60	и на	6	6
61	так как	15	6
62	не менее	7	5
63	нисколько не	3	5
64	с тем	2	5
65	что в	10	5
66	что у	2	5
67	будто бы	2	5
68	тем не	6	5
69	в силу	7	5
70	так же	4	5
71	в самом	12	5
72	и о	4	5
73	не может	9	5
74	не просто	2	5
75	в году	2	5
76	а не	10	5
77	и у	2	5
78	и то	5	5
79	он и	2	5
80	как раз	3	5
81	того как	2	5
82	и с	7	5
83	еще и	2	4
84	в частности	2	4
85	отнюдь не	4	4
86	но даже	2	4
87	некоторой степени	2	4
88	по крайней	6	4
89	ни в	4	4
90	ясно что	5	4
91	об этом	5	4
92	но все	4	4
93	при этом	2	4
94	того же	3	4
95	было бы	15	4
96	в качестве	8	4
97	до некоторой	2	4
98	крайней мере	6	4
99	гораздо более	3	4
100	или в	4	4
101	даже и	2	4
102	в то	4	4
103	в самой	2	3
104	именно в	3	3
105	в отношении	2	3
106	точно так	3	3
107	не всегда	2	3
108	о котором	2	3
109	но только	4	3
110	же в	3	3
111	что они	2	3
112	тот же	5	3
113	знает что	3	3
114	смысле слова	2	3
115	как будто	2	3
116	после того	2	3
117	еще не	5	3
118	для того	9	3
119	обратить внимание	2	3
120	он не	3	3
121	а также	3	3
122	и тем	5	3
123	с одной	2	3
124	того что	3	3
125	тем же	2	3
126	к нему	2	3
127	от этого	2	3
128	быть только	2	3
129	в ней	3	3
130	что касается	2	3
131	в другом	2	3
132	этом смысле	5	3
133	в виду	3	3
134	только для	2	2
135	я не	5	2
136	не могут	5	2
137	мы будем	2	2
138	и более	2	2
139	по словам	2	2
140	в них	4	2
141	хотя бы	9	2
142	как в	3	2
143	это не	6	2
144	с этой	2	2
145	уже в	3	2
146	не все	3	2
147	один из	5	2
148	была бы	4	2
149	к этому	4	2
150	по себе	10	2
151	на то	4	2
152	к тому	4	2
153	то же	6	2
154	как мы	3	2
155	да и	6	2
156	ли не	2	2
157	по существу	5	2
158	в свою	2	2
159	в нашей	4	2
160	в большей	3	2
161	по поводу	2	2
162	в данном	4	2
163	что не	6	2
164	в целях	2	2
165	мы имеем	5	2
166	конечно не	2	2
167	за ними	2	2
168	но для	3	2
169	всяком случае	5	2
170	характерное для	2	2
171	но уже	2	2
172	и до	2	2
173	данном случае	2	2
174	и прочие	2	2
175	и свое	2	2
176	вообще и	2	2
177	то и	3	2
178	или же	2	2
179	в атмосфере	2	2
180	все эти	12	2
181	с помощью	7	2
182	всякого рода	2	2
183	самом деле	9	2
184	того чтобы	11	2
185	бы на	2	2
186	доказать что	2	2
187	можно было	9	2
188	во всяком	5	2
189	между тем	6	2
190	тем что	3	2
191	и сейчас	2	2
192	обстоятельство что	7	2
193	в таких	3	2
194	есть в	3	2
195	в области	11	2
196	ничего не	4	2
197	это конечно	2	2
198	не то	2	2
