N	2gram	Potebnia_M_4	Vladivir
1	и в	23	31
2	не только	10	24
3	но и	11	19
4	то что	29	18
5	и не	18	17
6	и даже	2	15
7	том что	12	14
8	что в	17	14
9	в этом	23	14
10	и с	4	14
11	там же	3	13
12	что он	4	12
13	по поводу	4	12
14	в его	5	12
15	но в	8	12
16	в том	23	11
17	между прочим	3	11
18	потому что	33	11
19	о том	8	11
20	же с	2	11
21	так что	5	10
22	и то	5	10
23	он не	2	10
24	никогда не	3	9
25	как мы	2	9
26	а в	5	9
27	в течение	2	9
28	даже и	3	9
29	только в	15	9
30	и по	3	8
31	в то	4	8
32	так как	14	8
33	уже в	5	7
34	для него	5	7
35	кроме того	3	7
36	об этом	2	7
37	и его	2	7
38	сказать что	8	7
39	мы уже	3	7
40	и к	6	6
41	можно сказать	4	6
42	у нас	2	6
43	и потому	10	6
44	может быть	26	6
45	в котором	4	6
46	так и	6	6
47	не может	11	6
48	то же	14	6
49	и что	7	6
50	на этот	2	6
51	то он	2	6
52	это было	2	6
53	все это	5	5
54	вовсе не	7	5
55	на то	7	5
56	не в	11	5
57	и если	3	5
58	со своим	4	5
59	видно что	4	5
60	что и	7	5
61	что же	5	5
62	не было	12	5
63	в своих	2	5
64	с ним	5	5
65	я не	2	4
66	же время	3	4
67	в своем	8	4
68	что у	3	4
69	и все	4	4
70	в нем	7	4
71	для нас	14	4
72	к ней	2	4
73	в себе	14	4
74	да и	4	4
75	что его	2	4
76	и вообще	2	4
77	как и	14	4
78	и как	2	4
79	мы и	2	4
80	хотя и	5	4
81	один из	2	4
82	в нашем	2	4
83	в истории	4	4
84	мысли и	7	4
85	в нас	3	4
86	и у	2	4
87	к нему	5	4
88	в которой	6	4
89	для меня	10	4
90	к тому	3	3
91	в виде	2	3
92	с другой	2	3
93	и так	3	3
94	как в	7	3
95	но это	3	3
96	по своему	2	3
97	но что	2	3
98	тот же	2	3
99	и из	3	3
100	нам представляется	2	3
101	на его	3	3
102	отношение к	2	3
103	вместе с	6	3
104	только на	4	3
105	таким образом	24	3
106	все эти	3	3
107	здесь мы	2	3
108	уже не	3	3
109	в науке	3	3
110	и притом	2	3
111	и на	3	3
112	это можно	2	3
113	то мы	3	3
114	к его	2	3
115	и здесь	2	3
116	во время	2	3
117	то есть	34	3
118	можно считать	2	2
119	тем что	10	2
120	с и	2	2
121	с тем	7	2
122	уже и	2	2
123	не менее	5	2
124	но даже	2	2
125	в них	3	2
126	хотя бы	4	2
127	указывает на	2	2
128	что все	4	2
129	образом в	5	2
130	и я	2	2
131	его к	2	2
132	этого последнего	2	2
133	тем не	4	2
134	судить по	2	2
135	несколько слов	2	2
136	тем более	5	2
137	что я	11	2
138	от него	2	2
139	не были	2	2
140	все что	2	2
141	не имели	2	2
142	и тот	3	2
143	еще не	3	2
144	при этом	15	2
145	того что	14	2
146	было бы	8	2
147	в это	2	2
148	и мы	5	2
149	что на	2	2
150	в самом	3	2
151	конечно не	2	2
152	обратить внимание	2	2
153	и о	4	2
154	всяком случае	3	2
155	виде в	2	2
156	с которым	2	2
157	даже в	2	2
158	и до	3	2
159	и т	7	2
160	выше мы	2	2
161	дело не	2	2
162	из этого	2	2
163	со стороны	3	2
164	что она	2	2
165	а именно	4	2
166	даже не	2	2
167	только что	3	2
168	но мы	2	2
169	то и	4	2
170	т д	3	2
171	и для	2	2
172	и других	3	2
173	на основании	4	2
174	лишь в	3	2
175	тем самым	4	2
176	того чтобы	4	2
177	для того	6	2
178	что мы	10	2
179	что такое	7	2
180	той же	3	2
181	не из	5	2
182	с ними	3	2
183	во всяком	5	2
184	дальше в	2	2
185	известно что	6	2
186	точки зрения	4	2
187	в каком	4	2
188	из этих	2	2
189	мы должны	2	2
190	один и	5	2
191	и это	2	2
