N	2gram	Bakhtin_Pr_3	Problemy
1	и в	34	45
2	и не	29	42
3	не может	19	24
4	в его	22	22
5	в нем	19	20
6	в этом	16	20
7	точки зрения	8	19
8	может быть	19	18
9	никогда не	8	17
10	не только	10	16
11	как бы	27	15
12	но и	12	15
13	жизни и	3	15
14	у достоевского	13	14
15	как и	18	14
16	в самом	8	13
17	прежде всего	15	11
18	к нему	14	11
19	таким образом	5	11
20	в человеке	2	10
21	а не	9	10
22	для него	13	9
23	из них	5	9
24	еще не	4	9
25	он не	15	9
26	входит в	2	9
27	с точки	4	9
28	только в	6	9
29	в том	3	8
30	по отношению	5	8
31	потому что	12	8
32	с ним	8	8
33	в романах	3	8
34	с его	6	8
35	по себе	3	8
36	отношение к	6	8
37	отношению к	6	8
38	как мы	7	8
39	не в	9	8
40	и его	16	8
41	том что	3	7
42	до конца	3	7
43	в котором	3	7
44	друг друга	2	7
45	и на	6	7
46	их в	3	7
47	и с	15	7
48	в ней	3	7
49	вовсе не	11	7
50	что он	23	7
51	в сущности	11	7
52	с другими	4	7
53	и ее	2	7
54	героя и	9	7
55	так сказать	2	7
56	я не	7	6
57	он сам	5	6
58	что в	7	6
59	романах достоевского	3	6
60	мире достоевского	3	6
61	слово о	7	6
62	дело идет	5	6
63	в одном	5	6
64	сознания и	3	6
65	у него	4	6
66	не как	3	6
67	но не	4	6
68	конечно не	2	6
69	как раз	4	6
70	и потому	2	6
71	о нем	2	6
72	даже в	5	6
73	в своей	3	6
74	уже не	2	6
75	и слово	8	6
76	но в	16	6
77	там где	7	6
78	сама по	2	5
79	и мир	2	5
80	в своем	2	5
81	в целом	5	5
82	все это	16	5
83	в одной	3	5
84	о мире	8	5
85	как слово	2	5
86	так же	8	5
87	на его	4	5
88	в то	12	5
89	так как	4	5
90	бы в	3	5
91	этом смысле	4	5
92	более того	2	5
93	то что	11	5
94	сказать что	2	5
95	за пределы	2	5
96	что и	5	5
97	то же	14	5
98	героя в	5	5
99	что не	7	5
100	хотя бы	5	5
101	в себе	6	5
102	к герою	7	5
103	слова в	7	4
104	уже в	3	4
105	что у	6	4
106	в конце	5	4
107	в каждом	3	4
108	сливается с	3	4
109	но все	5	4
110	самом деле	13	4
111	в пределах	6	4
112	из подполья	36	4
113	все эти	4	4
114	есть только	3	4
115	должно быть	3	4
116	с ними	6	4
117	он и	5	4
118	для достоевского	4	4
119	мы должны	5	4
120	как он	3	4
121	а как	2	4
122	в них	2	4
123	во всех	2	4
124	было бы	2	4
125	ивана карамазова	3	4
126	ли вы	6	4
127	достоевского в	3	4
128	все же	7	4
129	героев достоевского	4	4
130	как в	4	4
131	что же	8	4
132	вступает в	2	4
133	понимаете ли	4	4
134	не знает	6	4
135	далеко не	3	4
136	произведениях достоевского	2	4
137	все время	5	3
138	его и	3	3
139	это не	5	3
140	и от	5	3
141	о себе	18	3
142	что все	4	3
143	себе самом	5	3
144	или иной	2	3
145	в мире	4	3
146	человек в	2	3
147	мы и	2	3
148	что они	6	3
149	же время	12	3
150	и сам	5	3
151	той или	2	3
152	у меня	6	3
153	не является	2	3
154	с ее	3	3
155	мы видели	3	3
156	для этого	3	3
157	того что	5	3
158	и даже	7	3
159	а в	5	3
160	всего этого	2	3
161	рядом с	4	3
162	жизнь и	2	3
163	в диалоге	5	3
164	о том	2	3
165	его в	4	3
166	так и	6	3
167	слово в	2	3
168	нет ни	2	3
169	я и	2	3
170	а может	2	3
171	для себя	6	3
172	обращено к	2	3
173	он как	4	3
174	его целом	2	3
175	в жизни	2	3
176	точек зрения	2	3
177	в ее	3	3
178	него нет	2	3
179	мы уже	6	3
180	же вы	2	3
181	в произведениях	2	3
182	чужое слово	2	3
183	нет и	3	3
184	ни одного	5	3
185	бы и	4	3
186	бы не	2	3
187	а с	3	3
188	но с	2	3
189	в той	2	3
190	и он	2	3
191	про себя	3	3
192	конце концов	3	3
193	не бывать	3	3
194	на протяжении	5	3
195	ничего не	4	3
196	от него	6	3
197	все его	2	3
198	за собой	3	2
199	не менее	3	2
200	если не	3	2
201	но на	4	2
202	да ведь	2	2
203	в сторону	2	2
204	себя и	8	2
205	о них	2	2
206	ведь тут	2	2
207	в диалогах	4	2
208	переходит в	2	2
209	в кругозор	2	2
210	переходим к	4	2
211	крайней мере	3	2
212	протяжении всего	4	2
213	в братьях	3	2
214	так что	5	2
215	и как	3	2
216	но это	4	2
217	с самим	14	2
218	в большинстве	2	2
219	тут не	3	2
220	в диалог	2	2
221	при этом	4	2
222	друг с	2	2
223	если бы	4	2
224	например в	2	2
225	увидеть и	2	2
226	словом о	2	2
227	хотя и	3	2
228	не о	4	2
229	смысле этого	2	2
230	в виду	3	2
231	все те	2	2
232	один из	2	2
233	уже говорили	3	2
234	этого диалога	2	2
235	в форме	2	2
236	как к	4	2
237	не было	2	2
238	человека как	4	2
239	на них	5	2
240	те же	2	2
241	достоевского и	3	2
242	и вот	5	2
243	это как	3	2
244	но только	2	2
245	лишь в	5	2
246	под силу	2	2
247	братьях карамазовых	3	2
248	не входит	2	2
249	диалог в	2	2
250	быть даже	3	2
251	как на	2	2
252	человек из	7	2
253	а что	3	2
254	даже и	4	2
255	но как	4	2
256	в начале	4	2
257	в чужих	3	2
258	человека с	3	2
259	герой не	2	2
260	с которыми	2	2
261	большинстве случаев	3	2
262	с порфирием	2	2
263	ну как	2	2
264	он может	2	2
265	были бы	2	2
266	и со	2	2
267	здесь и	2	2
268	по крайней	3	2
269	он есть	2	2
270	лежит в	2	2
271	и голос	4	2
272	конечно в	2	2
273	у вас	2	2
274	в преступлении	2	2
275	и к	12	2
276	вы что	2	2
277	как его	2	2
278	мы остановимся	4	2
279	достоевского это	2	2
280	и что	5	2
281	тот же	2	2
282	кажется что	2	2
283	бы он	4	2
284	среди других	2	2
285	самого героя	3	2
286	он уже	3	2
287	завершенный образ	2	2
288	которые в	2	2
289	лишь на	2	2
290	всего романа	2	2
291	ни в	4	2
292	на него	7	2
293	находится в	2	2
294	и внутренне	2	2
295	всем этим	2	2
296	показать что	2	2
297	и у	5	2
298	только что	3	2
299	в чем	5	2
300	и для	8	2
301	что значит	2	2
302	и прежде	4	2
303	образа героя	3	2
304	тому как	2	2
305	связан с	2	2
306	тем что	4	2
307	подобно тому	2	2
308	его с	4	2
309	и вы	4	2
310	не хочу	6	2
311	с другом	2	2
312	этого слова	7	2
313	так чтобы	3	2
314	бывать не	2	2
315	в которой	2	2
316	диалога и	2	2
317	тотчас же	4	2
318	это было	3	2
