N	2gram	Bakhtin_KF_1	Problema
1	то что	7	38
2	и не	26	37
3	вовсе не	7	37
4	и в	24	35
5	не есть	20	33
6	не только	5	24
7	том что	4	19
8	о том	3	18
9	может быть	45	18
10	в этом	14	17
11	но и	9	16
12	только в	16	14
13	не менее	3	13
14	потому что	2	13
15	не может	27	13
16	тем не	2	12
17	в том	6	12
18	того что	3	12
19	хотя бы	4	12
20	что в	4	11
21	прежде всего	2	11
22	не будет	2	11
23	говорить о	2	10
24	еще не	4	10
25	а не	17	10
26	в данном	2	10
27	и то	2	10
28	ничего не	3	10
29	для нас	4	9
30	в этой	2	9
31	едва ли	2	9
32	для себя	5	9
33	уже не	7	8
34	было бы	8	8
35	в виду	3	8
36	ясно что	3	8
37	по себе	2	8
38	все же	5	8
39	совсем не	2	7
40	все эти	10	7
41	не имеет	5	7
42	того или	3	7
43	в его	40	7
44	так и	2	7
45	бы и	3	7
46	тем самым	4	7
47	мы не	3	7
48	ни в	12	6
49	но это	6	6
50	не о	2	6
51	был бы	3	6
52	но как	5	6
53	в то	3	6
54	при условии	2	6
55	и для	9	6
56	в виде	2	6
57	но в	5	6
58	в области	2	6
59	или иной	2	5
60	той или	3	5
61	отнюдь не	6	5
62	или иного	3	5
63	содержания и	2	5
64	и на	3	5
65	и все	7	5
66	раз и	2	5
67	этом смысле	3	5
68	как и	5	5
69	по своему	3	5
70	есть именно	2	5
71	то же	5	5
72	что не	3	5
73	в себе	21	5
74	и это	12	5
75	для меня	20	5
76	и есть	9	4
77	в своем	16	4
78	и как	2	4
79	как бы	9	4
80	и тем	3	4
81	все это	10	4
82	и только	6	4
83	а в	4	4
84	и здесь	7	4
85	тем что	3	4
86	всех этих	3	4
87	если бы	8	4
88	что он	2	4
89	но не	12	4
90	если не	2	4
91	на самом	3	4
92	самом деле	3	4
93	в каком	4	4
94	которой он	2	4
95	тому что	2	3
96	вопрос о	2	3
97	теории и	3	3
98	но эта	5	3
99	один из	2	3
100	в целом	10	3
101	и их	6	3
102	в их	8	3
103	для этого	2	3
104	то ни	2	3
105	не было	8	3
106	при этом	4	3
107	здесь мы	4	3
108	лишь в	8	3
109	не знает	5	3
110	в своих	3	3
111	в основе	5	3
112	но ведь	5	3
113	его в	5	3
114	и ни	3	3
115	а это	2	3
116	с тем	2	3
117	тогда когда	3	3
118	и того	2	3
119	это и	2	3
120	не нужно	2	3
121	только как	4	3
122	и этот	3	3
123	нет и	3	3
124	оно не	2	3
125	бы не	3	3
126	мы здесь	2	3
127	для того	3	3
128	то или	2	3
129	быть только	8	3
130	это только	2	3
131	я могу	5	3
132	ничего общего	2	3
133	смысла и	2	2
134	или иное	2	2
135	время и	5	2
136	войти в	2	2
137	и конечно	2	2
138	не в	12	2
139	только по	2	2
140	но все	5	2
141	на нем	2	2
142	независимо от	3	2
143	и мы	2	2
144	из которых	2	2
145	себе и	3	2
146	в него	2	2
147	к нему	12	2
148	бы то	2	2
149	сводится к	2	2
150	мышления и	2	2
151	должно быть	6	2
152	или как	2	2
153	может иметь	2	2
154	в ней	3	2
155	точки зрения	12	2
156	имеем в	2	2
157	только с	3	2
158	и действительно	6	2
159	сознания и	3	2
160	были бы	2	2
161	человек не	2	2
162	в качестве	2	2
163	если я	2	2
164	ли это	2	2
165	в корне	2	2
166	конечно не	7	2
167	он не	6	2
168	не значит	6	2
169	о нем	4	2
170	что и	7	2
171	во всех	11	2
172	быть и	3	2
173	но можно	4	2
174	совершенно не	6	2
175	входит в	3	2
176	еще более	2	2
177	чтобы не	2	2
178	того чтобы	2	2
179	области и	3	2
180	предмета в	2	2
181	и ее	2	2
182	от его	5	2
183	здесь не	3	2
184	это было	2	2
