N	2gram	Bakhtin_Pr_1	Literetu
1	а не	22	20
2	и в	29	19
3	может быть	24	17
4	то же	14	12
5	и не	31	11
6	в том	8	10
7	как и	12	10
8	но и	14	10
9	же время	9	9
10	не может	12	9
11	в мире	6	9
12	в этом	22	9
13	в то	10	9
14	с другой	3	8
15	не только	15	8
16	и даже	2	8
17	том что	7	7
18	то что	15	7
19	так и	7	7
20	однако в	2	6
21	в себе	7	6
22	при этом	2	6
23	и на	7	6
24	я не	3	5
25	одна из	3	5
26	но не	9	5
27	он не	5	5
28	что в	8	4
29	прежде всего	7	4
30	не в	7	4
31	для него	18	4
32	в ней	2	4
33	в его	24	4
34	даже в	4	4
35	один из	2	4
36	жизни и	2	4
37	человека в	4	4
38	так что	2	4
39	другой стороны	3	4
40	по отношению	8	4
41	тем что	4	4
42	точки зрения	19	4
43	перестает быть	4	3
44	никогда не	3	3
45	в кругозоре	2	3
46	о себе	12	3
47	личности в	4	3
48	в себя	3	3
49	что он	8	3
50	идет о	4	3
51	в нем	19	3
52	по существу	3	3
53	и как	7	3
54	одним из	6	3
55	но это	4	3
56	в этой	4	3
57	в сущности	5	3
58	и др	5	3
59	отношению к	8	3
60	данном случае	2	3
61	себе и	3	3
62	в их	3	3
63	то и	2	3
64	и для	4	3
65	этом отношении	3	3
66	так как	6	3
67	но с	3	3
68	с точки	13	3
69	как на	3	3
70	а в	7	3
71	и его	14	3
72	в художественной	2	3
73	и с	4	3
74	в данном	2	3
75	как к	3	3
76	ничего не	5	3
77	уже в	3	2
78	не было	4	2
79	ни было	2	2
80	у него	5	2
81	себя и	2	2
82	в них	3	2
83	в противоположность	2	2
84	него не	2	2
85	с этой	2	2
86	в конце	6	2
87	в одном	10	2
88	в жизни	2	2
89	в каждом	8	2
90	вовсе не	7	2
91	что было	4	2
92	и к	2	2
93	с идеей	4	2
94	художественного творчества	3	2
95	все что	3	2
96	и нет	2	2
97	ведь это	2	2
98	до конца	8	2
99	тот же	2	2
100	еще не	5	2
101	было бы	5	2
102	и сам	2	2
103	жизни а	2	2
104	наконец в	2	2
105	как бы	19	2
106	был бы	6	2
107	для себя	2	2
108	что и	4	2
109	все же	9	2
110	и т	4	2
111	же в	2	2
112	в целом	6	2
113	могут быть	6	2
114	по преимуществу	2	2
115	в истории	2	2
116	и до	3	2
117	мысли и	5	2
118	как раз	6	2
119	и одновременно	3	2
120	т п	3	2
121	той же	5	2
122	художественного видения	7	2
123	а потому	2	2
124	уже не	13	2
125	и что	2	2
126	героя в	4	2
127	из которых	2	2
128	и наконец	4	2
129	хотя бы	2	2
130	друг друга	3	2
131	художественного мира	5	2
132	художественном мире	3	2
133	не знает	3	2
134	в своих	3	2
135	в результате	4	2
136	потому что	8	2
137	в основе	4	2
138	одно из	2	2
139	подобно тому	3	2
140	на себя	2	2
141	он и	5	2
142	но как	3	2
143	из тех	2	2
144	в художественном	3	2
145	в россии	2	2
146	тому как	3	2
147	с ним	5	2
148	себя как	2	2
149	но в	7	2
150	мира в	5	2
