N	2gram	Ircho_Kome_1	formyVre
1	и в	22	46
2	в этом	3	22
3	прежде всего	5	14
4	и т	9	14
5	вовсе не	2	13
6	и его	8	12
7	только в	3	11
8	не только	10	11
9	т п	5	11
10	во время	5	10
11	в том	11	10
12	точки зрения	4	10
13	но в	4	10
14	у него	3	9
15	не в	6	9
16	вместе с	2	9
17	но и	11	9
18	и не	8	9
19	как и	9	8
20	в его	5	8
21	то же	6	8
22	потому что	5	8
23	из них	10	8
24	в них	3	7
25	в одном	8	7
26	может быть	9	7
27	то что	2	7
28	так и	5	7
29	и на	3	7
30	и во	2	6
31	и все	3	6
32	при этом	5	6
33	как мы	4	6
34	здесь в	3	6
35	еще не	2	6
36	его в	3	6
37	все же	3	6
38	все это	5	6
39	так как	4	6
40	и с	3	6
41	в частности	3	5
42	связанные с	2	5
43	в то	10	5
44	но не	2	5
45	он не	3	5
46	в нем	4	5
47	что в	6	5
48	и у	3	5
49	место в	3	4
50	уже в	5	4
51	в образе	3	4
52	же время	4	4
53	же в	4	4
54	том что	12	4
55	что они	4	4
56	в котором	4	4
57	как в	5	4
58	в себе	2	4
59	в истории	5	4
60	о том	8	4
61	того же	2	3
62	к этому	4	3
63	к тому	6	3
64	затем в	2	3
65	что он	6	3
66	и как	3	3
67	в качестве	4	3
68	тот же	3	3
69	хотя и	3	3
70	а также	4	3
71	что и	4	3
72	ее в	2	3
73	отношение к	3	3
74	всего в	3	3
75	в форме	2	3
76	т д	4	3
77	за счет	3	3
78	таким образом	8	3
79	в их	4	3
80	здесь мы	3	3
81	и даже	5	3
82	и по	6	3
83	а в	6	3
84	тем что	4	3
85	в другом	4	3
86	на протяжении	4	3
87	же самое	2	3
88	на этом	2	2
89	ссылаясь на	2	2
90	по своему	3	2
91	с другой	5	2
92	и других	7	2
93	одном из	4	2
94	и людей	2	2
95	в отношении	6	2
96	протяжении всего	2	2
97	он был	2	2
98	не мог	3	2
99	именно в	4	2
100	у нас	3	2
101	в этой	7	2
102	совсем не	2	2
103	все что	2	2
104	до конца	2	2
105	было бы	2	2
106	наряду с	2	2
107	в сущности	2	2
108	и о	3	2
109	только один	2	2
110	один из	5	2
111	сих пор	2	2
112	мы видели	2	2
113	принадлежит к	2	2
114	на землю	3	2
115	находится в	2	2
116	не может	2	2
117	этом отношении	3	2
118	с одной	3	2
119	в себя	2	2
120	и вот	4	2
121	так же	3	2
122	почти всегда	2	2
123	каждый из	3	2
124	но это	2	2
125	могут быть	3	2
126	но он	2	2
127	ту же	2	2
128	в конце	6	2
129	как это	3	2
130	во всяком	2	2
131	до сих	2	2
