N	2gram	Losev_Prob_5	Narrotol
1	не только	18	31
2	но и	13	27
3	и не	12	23
4	при этом	4	19
5	может быть	7	15
6	в частности	4	14
7	в качестве	4	14
8	как и	7	13
9	а не	5	13
10	а в	6	13
11	только в	9	12
12	в этом	17	12
13	и в	30	11
14	в данном	2	11
15	такого рода	2	10
16	и его	6	10
17	то что	18	9
18	то есть	21	9
19	то же	2	8
20	в том	12	8
21	данном случае	2	8
22	не может	5	8
23	уже не	6	8
24	у него	11	7
25	том что	17	7
26	но в	9	7
27	к тому	2	6
28	об этом	4	6
29	а также	3	6
30	не в	7	6
31	и он	4	6
32	в самом	5	6
33	не мог	4	6
34	как бы	6	6
35	один из	2	6
36	жизни и	2	6
37	как раз	5	6
38	во втором	2	6
39	или в	4	6
40	в себе	4	6
41	в его	12	6
42	в этой	10	6
43	можно сказать	6	5
44	в своей	22	5
45	так и	7	5
46	и на	6	5
47	потому что	13	5
48	точки зрения	10	5
49	никогда не	7	4
50	все же	9	4
51	но не	7	4
52	прежде всего	6	4
53	еще не	3	4
54	к нему	3	4
55	в ней	3	4
56	и тем	3	4
57	в нем	6	4
58	из них	2	4
59	по себе	2	4
60	как в	2	4
61	внимание на	3	4
62	того что	3	4
63	того чтобы	2	4
64	хотя и	8	4
65	в то	4	4
66	что у	5	4
67	о том	12	4
68	в одном	3	4
69	мира в	3	4
70	не менее	5	3
71	по мысли	2	3
72	он сам	3	3
73	что в	5	3
74	это уже	2	3
75	однако в	3	3
76	в своем	11	3
77	это не	2	3
78	не всегда	3	3
79	что он	7	3
80	тем не	5	3
81	у нас	7	3
82	и как	6	3
83	в начале	3	3
84	самом деле	2	3
85	для того	3	3
86	и о	5	3
87	за ними	2	3
88	но для	2	3
89	он не	3	3
90	еще в	5	3
91	отношению к	2	3
92	по отношению	2	3
93	именно в	3	3
94	едва ли	4	3
95	мы не	2	3
96	и то	5	3
97	также и	12	3
98	и с	5	3
99	как будто	3	3
100	в русской	3	3
101	и все	9	3
102	мы имеем	2	3
103	между тем	2	3
104	для них	3	2
105	отнюдь не	4	2
106	в конце	8	2
107	в свою	2	2
108	на то	2	2
109	как мы	2	2
110	же в	3	2
111	да и	2	2
112	не столь	3	2
113	все что	2	2
114	и после	3	2
115	до сих	2	2
116	а его	4	2
117	в первой	2	2
118	никак не	8	2
119	чем иным	2	2
120	и самого	3	2
121	в роли	2	2
122	и является	2	2
123	всяком случае	2	2
124	хотя бы	2	2
125	раз в	2	2
126	не будет	2	2
127	вместе с	7	2
128	сих пор	2	2
129	ли не	2	2
130	человеческой жизни	2	2
131	и тогда	2	2
132	другой стороны	6	2
133	жизни в	4	2
134	в связи	7	2
135	и только	2	2
136	если не	4	2
137	и сама	2	2
138	в году	5	2
139	что не	2	2
140	который в	9	2
141	тем же	3	2
142	и даже	14	2
143	и притом	5	2
144	с другой	6	2
145	и для	6	2
146	в таком	2	2
147	ничего не	2	2
148	нас в	4	2
149	в результате	7	2
150	сказать что	9	2
151	во всяком	2	2
152	мы можем	5	2
153	иным как	2	2
154	что касается	3	2
155	он и	5	2
156	связи с	7	2
157	дело в	2	2
158	здесь не	7	2
159	в чем	2	2
160	с ним	3	2
161	в области	2	2
