N	2gram	Tiupa_Narr_1	TeoriaLi
1	в мире	4	24
2	не только	31	18
3	в качестве	14	17
4	тогда как	10	16
5	и не	23	16
6	я в	2	16
7	а в	13	14
8	в частности	14	13
9	и в	11	13
10	состоит в	10	13
11	может быть	15	12
12	так и	5	12
13	то есть	9	12
14	представляет собой	8	11
15	при этом	19	11
16	в этом	12	11
17	в том	8	11
18	но не	4	10
19	в тексте	13	10
20	а не	13	10
21	и его	10	10
22	в его	6	9
23	внутреннего зрения	2	9
24	то же	8	9
25	сводится к	3	8
26	что в	3	8
27	своего рода	10	8
28	такого рода	10	8
29	отношению к	3	8
30	но и	27	8
31	по отношению	3	8
32	себя в	2	7
33	в себе	6	7
34	том что	7	7
35	в отличие	2	7
36	в данном	11	7
37	точки зрения	5	7
38	в то	4	7
39	только в	12	7
40	как это	3	7
41	отличие от	2	7
42	с его	4	6
43	же время	4	6
44	еще не	4	6
45	в первой	2	6
46	присутствия в	3	6
47	лишь в	3	6
48	как бы	6	6
49	в русской	3	6
50	но в	7	6
51	однако в	3	5
52	в своем	3	5
53	не сводится	2	5
54	или иной	4	5
55	а также	6	5
56	как и	13	5
57	не в	6	5
58	в пределах	2	5
59	между ними	2	5
60	в самом	6	5
61	в нем	4	5
62	данном случае	8	5
63	как в	4	5
64	он не	3	5
65	уже не	8	5
66	тем самым	5	5
67	в принципе	4	5
68	жизни как	2	5
69	с другой	2	5
70	между тем	3	5
71	мы имеем	3	5
72	героя и	2	5
73	не менее	3	4
74	в свою	2	4
75	можно сказать	5	4
76	в ходе	3	4
77	в конечном	3	4
78	за пределами	2	4
79	в своей	5	4
80	то что	9	4
81	в форме	2	4
82	и т.п	8	4
83	не может	8	4
84	высказывания в	2	4
85	в слове	3	4
86	сказать что	2	4
87	хотя и	4	4
88	и ее	3	4
89	как правило	5	4
90	всего лишь	3	4
91	текста как	2	4
92	слова в	4	3
93	перед нами	5	3
94	по мысли	3	3
95	никогда не	4	3
96	в нашем	3	3
97	в этих	2	3
98	прежде всего	4	3
99	тем не	3	3
100	кто говорит	2	3
101	в соответствии	5	3
102	свою очередь	2	3
103	по своему	2	3
104	для него	4	3
105	того что	4	3
106	той или	5	3
107	на две	2	3
108	с ее	2	3
109	картины мира	3	3
110	художественного письма	3	3
111	во времени	9	3
112	другой стороны	2	3
113	как раз	6	3
114	так в	4	3
115	входит в	2	3
116	именно в	3	3
117	мира в	4	3
118	и вот	2	3
119	или в	6	3
120	о ней	3	3
121	и то	3	3
122	потому что	5	3
123	являет собой	4	3
124	между двумя	5	3
125	в финале	3	3
126	в этой	6	3
127	и т.д	6	3
128	в эпизоде	4	3
129	в произведении	2	3
130	и составляет	2	2
131	о чем	4	2
132	если бы	7	2
133	в следующей	3	2
134	между собой	2	2
135	в конце	2	2
136	жизни в	2	2
137	в прозе	3	2
138	текста в	3	2
139	это не	3	2
140	в кадры	2	2
141	этих двух	2	2
142	по себе	4	2
143	в литературе	4	2
144	что он	3	2
145	к тому	6	2
146	что может	2	2
147	об этом	6	2
148	равной степени	2	2
149	но как	3	2
150	и того	2	2
151	и как	3	2
152	в присутствии	2	2
153	соответствии с	4	2
154	казалось бы	2	2
155	а на	2	2
156	во втором	6	2
157	имеем дело	2	2
158	одно и	2	2
159	в войне	2	2
160	или иным	2	2
161	имеет место	4	2
162	иначе говоря	8	2
163	к его	2	2
164	в роли	2	2
165	чем это	2	2
166	к жизни	2	2
167	времени в	2	2
168	не могло	2	2
169	и тем	4	2
170	к нему	4	2
171	в целом	3	2
172	вместе с	2	2
173	дело не	2	2
174	со стороны	8	2
175	человеческой жизни	2	2
176	здесь не	2	2
177	в романе	2	2
178	и для	2	2
179	и состоит	4	2
180	в году	2	2
181	в той	2	2
182	и о	3	2
183	и даже	2	2
184	и притом	2	2
185	и иных	2	2
186	войне и	2	2
187	и мире	2	2
188	роль в	2	2
189	в рассказе	8	2
190	их в	3	2
191	у него	7	2
192	на себя	4	2
193	с языком	2	2
194	как будто	3	2
195	в равной	2	2
196	о том	4	2
197	жизни но	2	2
198	в чем	2	2
199	в области	2	2
200	в состав	3	2
201	это было	2	2
