N	2gram	Voloshinov_1	FransuaR
1	и в	15	41
2	и т.п	2	19
3	мы уже	5	18
4	во всех	8	17
5	таким образом	21	17
6	в нем	4	16
7	и с	7	16
8	и его	15	13
9	но и	4	13
10	как мы	10	12
11	в этом	13	12
12	все это	5	11
13	все эти	9	11
14	прежде всего	11	10
15	в самом	6	10
16	не только	5	10
17	и др	8	10
18	так как	9	10
19	то что	10	10
20	во время	5	9
21	и на	3	9
22	и все	4	9
23	никогда не	7	8
24	в этой	5	8
25	но в	9	8
26	у него	3	7
27	вовсе не	2	7
28	том что	5	7
29	как бы	11	7
30	и до	3	7
31	как и	6	7
32	что в	6	7
33	в его	9	7
34	в следующей	5	6
35	что он	8	6
36	один из	4	6
37	вместе с	4	6
38	в эпоху	3	6
39	с помощью	9	6
40	следующей главе	3	6
41	сказать что	6	6
42	в то	6	6
43	то же	7	5
44	с его	8	5
45	в одном	3	5
46	в ее	4	5
47	же время	5	5
48	половые органы	2	5
49	так и	10	5
50	в своем	2	5
51	рядом с	2	5
52	большинстве случаев	5	5
53	и что	3	5
54	той же	2	5
55	рот и	2	5
56	в себе	4	5
57	все то	2	5
58	что это	3	5
59	все время	4	4
60	борьба с	3	4
61	роль в	6	4
62	он был	3	4
63	именно в	3	4
64	у нас	3	4
65	не в	4	4
66	все что	9	4
67	в большинстве	4	4
68	тот же	5	4
69	в ней	5	4
70	все же	5	4
71	не может	13	4
72	как в	3	4
73	самом деле	7	4
74	того чтобы	2	4
75	и наконец	10	4
76	и даже	2	4
77	одним из	3	4
78	а в	6	4
79	конечно и	3	4
80	более того	2	4
81	в основе	3	4
82	с ним	12	4
83	из этого	2	4
84	мы увидим	4	3
85	он сам	4	3
86	связанных с	4	3
87	во втором	3	3
88	в одной	2	3
89	с этим	6	3
90	на все	2	3
91	и смерти	2	3
92	но это	2	3
93	до сих	3	3
94	было бы	6	3
95	конечно не	3	3
96	в искусстве	3	3
97	в него	2	3
98	жизни и	5	3
99	к этим	2	3
100	сих пор	3	3
101	не остается	3	3
102	и для	2	3
103	этом отношении	2	3
104	при этом	7	3
105	и не	16	3
106	те же	4	3
107	они не	2	3
108	того что	2	3
109	между ними	2	3
110	к нему	7	3
111	с другими	5	3
112	в данном	3	3
113	только в	6	3
114	в первом	2	3
115	в чем	4	3
116	потому что	4	3
117	все основные	4	2
118	не могут	3	2
119	всех этих	5	2
120	в этих	2	2
121	все они	2	2
122	для этого	4	2
123	значение в	3	2
124	человека и	6	2
125	что все	5	2
126	и образы	3	2
127	себе самом	3	2
128	конечно в	2	2
129	если мы	5	2
130	человека с	2	2
131	внешнем мире	3	2
132	в том	4	2
133	и смерть	3	2
134	как его	2	2
135	половой жизни	3	2
136	в дальнейшем	2	2
137	ведь и	2	2
138	на этом	5	2
139	но не	5	2
140	есть и	2	2
141	до конца	5	2
142	и часто	2	2
143	и тот	2	2
144	со всеми	3	2
145	может быть	13	2
146	за пределы	2	2
147	в своей	9	2
148	он не	4	2
149	в ослабленной	2	2
150	и очень	2	2
151	но если	2	2
152	и потому	8	2
153	в таких	3	2
154	страх и	2	2
155	должен быть	2	2
156	в развитии	4	2
157	мы видели	5	2
158	себя в	2	2
159	не будем	2	2
160	данном случае	3	2
161	и прежде	5	2
162	как раз	2	2
163	в центре	3	2
164	и другие	2	2
165	еще более	2	2
166	из того	2	2
167	в истории	3	2
168	а не	2	2
169	и у	6	2
170	дает нам	2	2
171	с точки	10	2
172	мы не	4	2
173	к себе	3	2
174	характер и	2	2
175	и то	2	2
176	их в	2	2
177	между тем	2	2
178	точки зрения	13	2
179	из этих	4	2
180	страх перед	2	2
181	что мы	2	2
182	и этим	3	2
183	так сказать	3	2
184	бы в	2	2
185	отметить что	2	2
186	в области	3	2
187	в эту	2	2
