N	3gram	Vygotskiy__2	Problema
1	с точки зрения	10	11
2	тем не менее	4	10
3	в том что	17	8
4	это значит что	2	7
5	сам по себе	4	6
6	то же самое	6	6
7	с другой стороны	2	6
8	в данном случае	4	5
9	ни в каком	2	5
10	можно было бы	4	4
11	во всяком случае	2	4
12	о том что	4	3
13	и т д	2	3
14	точно так же	3	3
15	того или иного	2	3
16	только в том	4	3
17	на самом деле	5	3
18	том виде как	2	2
19	в том виде	3	2
20	в то время	3	2
21	потому что она	2	2
22	в то же	2	2
23	сами по себе	3	2
24	в том чтобы	3	2
25	то время как	2	2
26	заключается в том	10	2
27	для того чтобы	13	2
