N	2gram	Voloshinov_1	Dialekti
1	и не	14	27
2	а не	6	26
3	точки зрения	10	25
4	и в	38	24
5	не только	27	23
6	что такое	4	21
7	не может	12	19
8	не просто	2	18
9	ничего не	8	17
10	допустим что	2	16
11	то что	8	14
12	с точки	5	14
13	может быть	13	13
14	таким образом	7	13
15	и даже	3	13
16	что он	2	13
17	вовсе не	2	13
18	что это	4	12
19	того что	4	12
20	что же	8	11
21	отнюдь не	10	10
22	не существует	4	10
23	но и	13	9
24	нет ничего	2	9
25	есть не	2	9
26	прежде всего	21	8
27	и как	9	8
28	что мы	11	8
29	том что	3	8
30	в этом	10	8
31	никогда не	7	7
32	и нет	2	7
33	но что	3	7
34	в самом	4	7
35	другими словами	7	7
36	что оно	3	7
37	потому что	5	7
38	даже и	2	7
39	в виду	3	7
40	ясно что	2	7
41	как и	10	7
42	только на	3	7
43	иное как	2	6
44	кроме того	2	6
45	все это	4	6
46	и с	5	6
47	что иное	2	6
48	о том	4	6
49	так как	7	6
50	если бы	4	6
51	и все	4	6
52	не что	4	6
53	об этом	3	6
54	что и	3	6
55	то же	14	6
56	самом деле	4	6
57	и пр	4	6
58	в том	2	5
59	но это	2	5
60	хотя и	3	5
61	жизни и	3	5
62	и его	7	5
63	в то	9	5
64	как это	5	5
65	от чего	2	5
66	вопрос о	2	5
67	и к	4	5
68	одно и	4	5
69	было бы	7	5
70	он не	2	5
71	так и	6	5
72	и тогда	2	5
73	уже не	4	5
74	мы не	9	5
75	только в	6	5
76	тому что	5	4
77	это не	3	4
78	или иной	4	4
79	к тому	4	4
80	хотя бы	18	4
81	и больше	2	4
82	так же	4	4
83	сказать что	3	4
84	нет и	3	4
85	будет значить	2	4
86	у нас	4	4
87	конечно не	3	4
88	от того	3	4
89	при всем	2	4
90	и то	3	4
91	и это	7	4
92	для него	3	4
93	перед нами	3	3
94	быть может	3	3
95	не было	2	3
96	все же	7	3
97	все время	5	3
98	но даже	2	3
99	и без	4	3
100	и от	7	3
101	что именно	3	3
102	не в	6	3
103	же время	7	3
104	в основе	2	3
105	из двух	2	3
106	в нем	4	3
107	нельзя ни	2	3
108	из них	3	3
109	все эти	2	3
110	того или	5	3
111	должно быть	2	3
112	друг друга	2	3
113	и на	6	3
114	с этим	2	3
115	мы уже	10	3
116	ни на	3	3
117	и ни	2	3
118	ни к	2	3
119	тем что	2	3
120	он должен	3	3
121	и сознание	2	3
122	только тогда	2	3
123	зависимости от	5	3
124	как таковое	2	3
125	при условии	2	3
126	не будет	3	3
127	как бы	28	3
128	если не	3	3
129	тем самым	7	3
130	для того	9	3
131	из которых	3	3
132	к нему	2	3
133	той же	5	3
134	в слове	3	3
135	это же	2	3
136	в каком	2	3
137	только одна	2	3
138	не знает	3	3
139	зависит от	2	2
140	в частности	3	2
141	чаще всего	3	2
142	что у	3	2
143	его внутренней	4	2
144	как таковой	3	2
145	для нас	3	2
146	тому же	2	2
147	еще не	3	2
148	при этом	9	2
149	несмотря на	2	2
150	но для	3	2
151	и следовательно	5	2
152	той или	3	2
153	и является	5	2
154	не забудем	4	2
155	совершенно не	3	2
156	и тем	6	2
157	и уже	3	2
158	не говоря	2	2
159	целый ряд	3	2
160	как например	2	2
161	и кроме	2	2
162	еще и	2	2
163	и вот	3	2
164	его не	2	2
165	а в	5	2
166	достаточно было	2	2
167	в своих	2	2
168	также и	2	2
169	их в	3	2
170	в ней	8	2
171	и здесь	3	2
172	но вот	3	2
173	и потому	2	2
174	когда мы	6	2
175	бы в	5	2
176	слово в	2	2
177	но в	5	2
178	я и	2	2
179	же мы	5	2
180	с его	7	2
181	тех или	4	2
182	в зависимости	5	2
183	или иного	5	2
184	зрения в	2	2
185	мы как	2	2
186	но как	2	2
187	только потому	2	2
188	но не	2	2
189	только он	3	2
190	ни один	2	2
191	почему же	2	2
192	природы или	4	2
193	и когда	2	2
194	себя в	4	2
195	как не	2	2
196	природы и	2	2
197	говорить и	2	2
198	как мы	9	2
199	и он	2	2
200	и для	3	2
201	у человека	2	2
202	или в	2	2
203	которое не	2	2
204	как с	2	2
205	в себе	9	2
206	и вообще	2	2
207	же такое	2	2
208	в его	6	2
