N	2gram	Tiupa_Lite_3	Formalny
1	и в	16	38
2	в этом	14	27
3	может быть	12	23
4	и его	6	21
5	и не	22	20
6	в самом	3	16
7	прежде всего	3	15
8	не в	10	15
9	не может	8	14
10	в нем	2	13
11	но и	14	13
12	связи с	2	13
13	в поэзии	5	12
14	с его	6	11
15	в том	12	11
16	в его	6	10
17	и с	2	9
18	как и	5	9
19	при этом	15	9
20	не только	14	9
21	отнюдь не	3	8
22	что и	2	8
23	все же	2	8
24	так и	9	8
25	самом деле	3	8
26	тем что	2	8
27	точки зрения	7	8
28	что в	2	7
29	по себе	2	7
30	для него	2	7
31	по существу	4	7
32	во втором	2	7
33	в своей	7	7
34	этом отношении	5	7
35	как мы	2	7
36	лишь в	5	7
37	уже не	3	7
38	с точки	3	7
39	в первом	2	7
40	художественного произведения	2	6
41	все время	3	6
42	то что	12	6
43	и ее	2	6
44	в этой	8	6
45	было бы	2	6
46	вместе с	5	6
47	то же	9	6
48	а не	12	6
49	как раз	2	6
50	только в	7	6
51	а в	5	6
52	если бы	2	5
53	что он	5	5
54	именно в	5	5
55	же время	7	5
56	в слове	3	5
57	во всех	2	5
58	и только	2	5
59	и для	4	5
60	более того	3	5
61	в основе	5	5
62	в то	9	5
63	как о	2	4
64	оно не	2	4
65	не как	2	4
66	к этому	2	4
67	к тому	6	4
68	в сторону	3	4
69	совершенно не	3	4
70	как таковое	2	4
71	как бы	8	4
72	и к	3	4
73	из них	4	4
74	как в	5	4
75	другой стороны	2	4
76	входит в	4	4
77	что не	2	4
78	и наконец	3	4
79	и даже	2	4
80	там где	3	4
81	здесь не	2	4
82	но в	3	4
83	одного из	2	3
84	а лишь	2	3
85	место в	4	3
86	с другой	6	3
87	и как	3	3
88	например в	3	3
89	к предмету	2	3
90	однако не	3	3
91	то это	2	3
92	в целом	5	3
93	жизни и	3	3
94	того что	9	3
95	того чтобы	2	3
96	для того	2	3
97	и на	2	3
98	хотя и	4	3
99	он и	2	3
100	его в	2	3
101	в области	3	3
102	искусство как	2	3
103	произведения в	3	2
104	все более	2	2
105	никогда не	4	2
106	состоит в	6	2
107	в качестве	5	2
108	это не	5	2
109	произведение искусства	6	2
110	в конце	2	2
111	в ее	5	2
112	до конца	4	2
113	том что	8	2
114	то в	3	2
115	но не	4	2
116	едва ли	3	2
117	в единстве	3	2
118	даже в	4	2
119	один из	2	2
120	в самый	2	2
121	и тем	3	2
122	отношение к	2	2
123	во второй	2	2
124	ее в	2	2
125	со стороны	7	2
126	художественное произведение	2	2
127	а именно	5	2
128	во всей	2	2
129	по аналогии	2	2
130	то ни	2	2
131	тем самым	7	2
132	должно быть	4	2
133	отличие от	5	2
134	с ними	2	2
135	между тем	3	2
136	он в	2	2
137	в отличие	5	2
138	как например	2	2
139	установка на	2	2
140	потому что	3	2
141	как это	3	2
142	если это	2	2
