N	2gram	Vygotskiy__3	Vladivir
1	и в	25	30
2	то что	15	20
3	в этом	14	20
4	в том	23	18
5	и не	10	18
6	что он	6	13
7	том что	20	12
8	что в	17	12
9	не только	6	12
10	в его	15	11
11	а в	4	11
12	как мы	8	11
13	сказать что	4	11
14	а также	2	10
15	не в	6	9
16	для него	5	9
17	было бы	10	9
18	все же	6	9
19	потому что	6	9
20	не может	6	9
21	в то	4	9
22	связи с	9	8
23	в своем	4	8
24	вместе с	14	8
25	но и	4	8
26	в связи	6	8
27	не мог	4	8
28	не менее	6	7
29	никогда не	4	7
30	точки зрения	6	7
31	и все	4	7
32	ни в	9	7
33	может быть	13	7
34	для нас	2	7
35	как это	7	7
36	хотя и	2	6
37	к этому	3	6
38	прежде всего	4	6
39	и к	5	6
40	об этом	2	6
41	тем не	5	6
42	то время	4	6
43	только в	10	6
44	всяком случае	4	6
45	во всяком	4	6
46	в себе	2	6
47	и его	2	6
48	и то	2	5
49	по себе	7	5
50	как и	15	5
51	так что	2	5
52	то в	3	5
53	при этом	5	5
54	того же	6	5
55	тот же	2	5
56	в своей	2	5
57	в основном	6	5
58	как бы	10	5
59	в котором	3	5
60	так и	5	5
61	все это	6	5
62	с этим	4	5
63	это мы	2	5
64	в течение	2	5
65	и что	10	5
66	того что	10	5
67	в результате	3	5
68	все эти	7	5
69	так как	12	5
70	с ним	4	5
71	с его	2	4
72	именно в	5	4
73	с этой	3	4
74	эти последние	2	4
75	его в	3	4
76	мы знаем	4	4
77	в этой	5	4
78	в целом	13	4
79	что это	5	4
80	на его	2	4
81	он не	4	4
82	в нем	2	4
83	не есть	3	4
84	в этих	2	4
85	то же	2	4
86	на этот	2	4
87	так же	17	4
88	той же	4	4
89	и на	6	4
90	но это	5	4
91	в начале	2	4
92	мы должны	6	4
93	о том	5	4
94	с которыми	3	4
95	уже в	7	3
96	всех этих	2	3
97	мы будем	2	3
98	в них	2	3
99	в отношении	6	3
100	едва ли	2	3
101	из этих	4	3
102	в следующем	2	3
103	в свою	3	3
104	что и	10	3
105	и как	5	3
106	но не	6	3
107	и для	2	3
108	и особенно	2	3
109	или менее	3	3
110	как в	9	3
111	им в	3	3
112	в отличие	6	3
113	таким образом	17	3
114	здесь мы	2	3
115	уже не	2	3
116	должно быть	2	3
117	отличие от	6	3
118	в таком	2	3
119	или иначе	2	3
120	не столько	4	3
121	в виде	3	3
122	и это	4	3
123	в области	7	3
124	не могли	3	3
125	еще в	2	2
126	с тем	16	2
127	первый план	2	2
128	но по	2	2
129	однако в	2	2
130	и от	2	2
131	тогда когда	4	2
132	к той	2	2
133	только после	2	2
134	мы видели	6	2
135	к тому	4	2
136	на первый	2	2
137	на котором	2	2
138	же в	2	2
139	друг друга	4	2
140	свою очередь	2	2
141	на этом	3	2
142	по своему	11	2
143	в последнее	3	2
144	есть и	2	2
145	но тем	2	2
146	и может	2	2
147	само по	2	2
148	и сам	3	2
149	бы с	2	2
150	мы уже	5	2
151	такого рода	2	2
152	в самом	3	2
153	в частности	4	2
154	на то	4	2
155	и потому	2	2
156	для того	7	2
157	время как	4	2
158	наряду с	3	2
159	с ней	3	2
160	того как	3	2
161	но все	2	2
162	заключается в	9	2
163	того чтобы	8	2
164	в чем	2	2
165	и по	5	2
166	можно было	6	2
167	нет никаких	4	2
168	приходит к	6	2
169	в своих	2	2
170	это значит	4	2
171	их в	3	2
172	и во	2	2
173	того и	2	2
174	последнее время	3	2
175	что эти	3	2
176	как он	3	2
177	в чисто	2	2
178	мы не	9	2
179	вообще говоря	2	2
