N	2gram	Losev_Prob_2	Literetu
1	не только	24	24
2	при этом	3	19
3	в качестве	2	17
4	но и	16	17
5	а не	10	16
6	в том	12	16
7	в частности	5	15
8	том что	19	14
9	может быть	18	13
10	и не	37	12
11	в этом	17	12
12	прежде всего	11	11
13	в своем	4	11
14	такого рода	15	10
15	то что	38	10
16	или иначе	6	9
17	так или	6	8
18	не в	2	8
19	в целом	3	8
20	и в	35	8
21	только в	14	8
22	не менее	13	7
23	в его	7	7
24	как бы	4	7
25	уже не	8	7
26	в себе	5	7
27	как и	5	6
28	и сам	2	6
29	связи с	5	6
30	того что	12	6
31	точки зрения	2	6
32	то есть	39	6
33	казалось бы	7	5
34	что он	4	5
35	а также	2	5
36	для себя	9	5
37	не может	13	5
38	то же	5	5
39	уже в	3	5
40	тем самым	7	5
41	в данном	10	5
42	в то	6	5
43	перестает быть	3	4
44	для этого	3	4
45	в конце	7	4
46	в случае	3	4
47	представляет собой	2	4
48	но не	4	4
49	еще не	10	4
50	еще в	2	4
51	и тем	4	4
52	все же	8	4
53	по преимуществу	2	4
54	данном случае	5	4
55	так и	7	4
56	в связи	5	4
57	лишь в	3	4
58	как раз	8	4
59	в своих	3	4
60	в этой	9	4
61	в основе	3	3
62	не было	3	3
63	что в	11	3
64	и есть	4	3
65	с другой	6	3
66	самого себя	2	3
67	сводится к	2	3
68	да и	10	3
69	одна из	3	3
70	и прежде	2	3
71	в самом	5	3
72	несмотря на	3	3
73	же и	2	3
74	один из	3	3
75	и др	2	3
76	в их	3	3
77	бы не	3	3
78	а в	4	3
79	таким образом	4	3
80	еще и	5	3
81	и даже	11	3
82	той же	2	3
83	потому что	13	3
84	во всяком	13	3
85	но в	6	3
86	также и	12	3
87	далеко не	4	3
88	его в	3	3
89	в области	6	3
90	в виду	8	3
91	для них	3	2
92	по этому	3	2
93	отнюдь не	5	2
94	из этих	3	2
95	подобно тому	2	2
96	раз и	5	2
97	и весьма	2	2
98	но при	2	2
99	же это	5	2
100	к тому	3	2
101	а только	6	2
102	от всякой	2	2
103	тем не	12	2
104	и того	3	2
105	в нашей	3	2
106	или иной	5	2
107	и само	2	2
108	одной стороны	5	2
109	было бы	8	2
110	по поводу	2	2
111	о своем	2	2
112	мы в	3	2
113	общего с	2	2
114	относится к	6	2
115	и самого	4	2
116	и является	3	2
117	всяком случае	10	2
118	даже в	2	2
119	не является	7	2
120	говоря уже	4	2
121	то это	3	2
122	не есть	33	2
123	если оно	3	2
124	только то	3	2
125	при всех	3	2
126	общения людей	3	2
127	на том	3	2
128	только на	9	2
129	не говоря	4	2
130	то и	4	2
131	и только	4	2
132	мышления и	2	2
133	с одной	5	2
134	все эти	7	2
135	имеется в	3	2
136	чтобы не	2	2
137	самом деле	4	2
138	что не	5	2
139	что такое	18	2
140	хотя бы	12	2
141	и вполне	4	2
142	что для	3	2
143	во многих	2	2
144	роль в	2	2
145	в слове	3	2
146	можно было	5	2
147	от самого	2	2
148	тому как	3	2
149	и то	10	2
150	тем более	10	2
151	тем что	4	2
152	себе в	2	2
153	более не	2	2
154	как будто	6	2
155	на это	2	2
156	о том	18	2
157	нет ничего	2	2
158	здесь как	2	2
