N	2gram	Losev_Prob_1	Marksizm
1	может быть	14	28
2	и пр	4	25
3	и в	32	19
4	как бы	14	19
5	и не	31	19
6	не может	8	18
7	точки зрения	3	17
8	то же	10	16
9	и его	3	16
10	как мы	7	15
11	в этом	19	15
12	таким образом	6	14
13	в сущности	2	14
14	не только	17	13
15	с точки	3	13
16	связи с	5	13
17	в нем	13	11
18	если бы	4	11
19	вовсе не	35	11
20	не в	4	10
21	но и	9	10
22	том что	12	10
23	так и	12	10
24	для него	2	9
25	при этом	6	9
26	как и	3	9
27	самом деле	6	9
28	а не	15	9
29	отнюдь не	10	8
30	не является	5	8
31	в то	6	8
32	с его	2	8
33	только в	7	8
34	никогда не	7	7
35	в связи	4	7
36	в том	9	7
37	его в	6	7
38	но в	14	7
39	прежде всего	10	7
40	на самом	6	7
41	и для	4	7
42	в таком	9	7
43	к тому	3	6
44	ни в	7	6
45	и как	6	6
46	того чтобы	9	6
47	в самом	6	6
48	и следовательно	3	6
49	же самое	9	6
50	и все	7	6
51	между тем	2	6
52	мы уже	5	6
53	во всех	7	6
54	быть и	3	6
55	если мы	11	6
56	для того	8	6
57	хотя бы	3	6
58	мы можем	4	6
59	или иной	5	5
60	является не	2	5
61	смысле слова	7	5
62	к нему	3	5
63	на этой	2	5
64	в их	4	5
65	так же	9	5
66	и на	8	5
67	и здесь	6	5
68	и того	2	5
69	того же	3	5
70	совершенно не	6	5
71	в его	6	5
72	в данном	9	5
73	тем более	5	5
74	тому что	4	4
75	в отношении	3	4
76	это не	6	4
77	одного и	2	4
78	на то	8	4
79	той или	5	4
80	то что	42	4
81	и тем	13	4
82	ведь если	2	4
83	того что	7	4
84	сказать что	13	4
85	как раз	13	4
86	что он	7	4
87	было бы	8	4
88	для себя	3	4
89	только на	4	4
90	и ее	8	4
91	в себе	15	4
92	ничего не	10	4
93	не существует	6	3
94	учение о	3	3
95	перед нами	5	3
96	в этих	3	3
97	с другой	3	3
98	она является	2	3
99	да и	3	3
100	в этой	10	3
101	не имеют	5	3
102	за пределы	6	3
103	в котором	5	3
104	в каком	3	3
105	а в	4	3
106	с этим	3	3
107	что оно	3	3
108	все эти	8	3
109	не имеет	2	3
110	должно быть	2	3
111	чем же	2	3
112	не было	4	3
113	в истории	4	3
114	в конкретном	2	3
115	но ведь	3	3
116	о том	11	3
117	так как	11	3
118	таком случае	6	3
119	сознания и	2	3
120	не как	2	3
121	по себе	15	3
122	конечно в	2	3
123	для всего	2	3
124	в ее	3	3
125	у нас	14	3
126	в качестве	2	3
127	до сих	3	3
128	еще не	9	3
129	он не	3	3
130	и до	2	3
131	не есть	29	3
132	не будет	2	3
133	в своей	8	3
134	только что	2	3
135	с другими	2	3
136	и то	6	3
137	во всяком	7	3
138	могут быть	2	3
139	и это	9	3
140	сих пор	3	3
141	уже в	3	2
142	все время	2	2
143	делает его	2	2
144	что в	12	2
145	что это	3	2
146	эти последние	2	2
147	иное как	2	2
148	нас не	2	2
149	следовательно и	2	2
150	что они	3	2
151	более или	3	2
152	или вернее	3	2
153	но что	2	2
154	мы здесь	2	2
155	о чем	6	2
156	или может	2	2
157	всяком случае	3	2
158	другими словами	3	2
159	в своем	5	2
160	именно в	4	2
161	и даже	11	2
162	мы вовсе	2	2
163	но для	3	2
164	и с	2	2
165	по крайней	2	2
166	даже и	8	2
167	именно как	4	2
168	он и	8	2
169	к его	2	2
170	и является	7	2
171	но как	6	2
172	того или	2	2
173	то есть	33	2
174	или как	3	2
175	однако и	3	2
176	направление в	2	2
177	в жизни	3	2
178	или иного	2	2
179	но не	9	2
180	мы возьмем	2	2
181	ведь это	2	2
182	здесь в	3	2
183	мы увидим	3	2
184	и о	8	2
185	и потому	2	2
186	и особенно	2	2
187	крайней мере	2	2
188	мы никогда	3	2
189	или менее	3	2
190	не на	3	2
191	что не	3	2
192	чтобы понять	3	2
193	мы не	2	2
194	или в	4	2
195	свидетельствует о	3	2
196	тем что	7	2
197	является в	2	2
198	в виде	15	2
199	далеко не	5	2
200	это было	2	2
201	вместе с	2	2
