N	3gram	Propp_Isto_1	Myshleni
1	в том что	4	19
2	по отношению к	3	10
3	с самого начала	2	7
4	в то время	3	6
5	так же как	2	6
6	то же самое	3	6
7	можно было бы	3	5
8	друг с другом	3	5
9	то время как	3	5
10	в зависимости от	2	5
11	на то что	4	4
12	мы видели что	2	3
13	до сих пор	5	3
14	с того что	3	2
15	на этот вопрос	2	2
16	начинается с того	2	2
17	с другой стороны	5	2
18	это не может	2	2
19	в связи с	3	2
20	таким образом мы	2	2
21	не может быть	7	2
22	на первых порах	2	2
23	эту точку зрения	2	2
24	вместе с тем	2	2
