N	2gram	Nazirov_Tv_1	Komedia
1	и в	21	22
2	и не	7	21
3	том что	11	13
4	в том	7	12
5	таким образом	5	12
6	так как	3	11
7	потому что	5	10
8	в самом	3	9
9	вместе с	2	9
10	в своем	4	8
11	что он	6	8
12	к ней	2	8
13	в его	13	8
14	что и	2	8
15	в этом	6	8
16	о том	6	8
17	об этом	2	7
18	при этом	7	7
19	в свою	7	7
20	то же	13	7
21	не по	3	7
22	только что	2	7
23	а в	6	7
24	к этому	2	6
25	того же	2	6
26	к тому	2	6
27	может быть	5	6
28	самом деле	2	6
29	так что	2	6
30	и его	6	6
31	в то	15	6
32	не менее	6	5
33	что в	12	5
34	же время	12	5
35	прежде всего	4	5
36	а по	2	5
37	что его	2	5
38	хотя и	3	5
39	не только	7	5
40	в своей	4	5
41	из них	2	5
42	все это	10	5
43	он не	8	5
44	с ним	3	5
45	но в	7	5
46	с самого	3	4
47	самого начала	3	4
48	у него	7	4
49	отнюдь не	5	4
50	однако в	2	4
51	с другой	3	4
52	вовсе не	5	4
53	все же	5	4
54	не в	2	4
55	до конца	2	4
56	в ней	2	4
57	здесь нет	2	4
58	и т	3	4
59	то что	8	4
60	когда он	2	4
61	но и	3	4
62	что она	2	4
63	т п	2	4
64	а не	5	4
65	так же	3	4
66	в себе	2	4
67	так и	2	4
68	хотя бы	5	4
69	и с	3	4
70	с его	11	3
71	в частности	2	3
72	никогда не	3	3
73	в глаза	2	3
74	одного из	2	3
75	в нем	3	3
76	далеко не	3	3
77	тем не	2	3
78	как и	12	3
79	в этой	5	3
80	который в	3	3
81	как бы	17	3
82	из себя	2	3
83	один из	4	3
84	в целом	4	3
85	приводит к	2	3
86	не может	4	3
87	в двух	2	3
88	что не	2	3
89	и даже	3	3
90	не так	3	3
91	одной из	4	3
92	но если	3	3
93	представляет собой	3	3
94	не знает	2	3
95	в которой	3	3
96	в основе	2	2
97	уже в	3	2
98	конечном счете	4	2
99	в качестве	2	2
100	как в	8	2
101	от людей	2	2
102	не будет	2	2
103	это не	4	2
104	и все	6	2
105	человека и	4	2
106	представление о	3	2
107	это в	3	2
108	а как	2	2
109	а затем	2	2
110	отличие от	2	2
111	из всех	4	2
112	к человеку	3	2
113	тот же	2	2
114	не мог	2	2
115	на его	3	2
116	он говорит	3	2
117	одним из	4	2
118	в конечном	4	2
119	и он	2	2
120	в котором	6	2
121	был бы	2	2
122	дело не	3	2
123	этой связи	2	2
124	в их	3	2
125	до этого	2	2
126	по мнению	3	2
127	человека в	6	2
128	в мире	4	2
129	ли в	2	2
130	за то	2	2
131	что для	2	2
132	отказаться от	2	2
133	в своих	5	2
134	и на	7	2
135	людей и	2	2
136	свою вину	2	2
137	нет ни	2	2
138	что ты	2	2
139	больше чем	2	2
140	в виду	2	2
