N	2gram	Losev_Prob_5	PoTuStor
1	может быть	7	17
2	и в	30	16
3	прежде всего	6	9
4	таким образом	13	9
5	в этом	17	9
6	мы можем	5	9
7	и только	2	9
8	и его	6	8
9	и с	5	8
10	точки зрения	10	8
11	не может	5	8
12	сказать что	9	7
13	не только	18	7
14	и к	4	6
15	с точки	8	6
16	самом деле	2	6
17	при этом	4	6
18	конечно не	2	6
19	только для	2	5
20	отношение к	2	5
21	все эти	2	5
22	в чем	2	5
23	ни в	4	5
24	еще не	3	5
25	как бы	6	5
26	в нем	6	4
27	и их	5	4
28	отнюдь не	4	4
29	но и	13	4
30	так и	7	4
31	хотя бы	2	4
32	и все	9	4
33	так как	6	4
34	и не	12	4
35	как мы	2	4
36	можно сказать	6	4
37	и даже	14	4
38	и на	6	4
39	в этой	10	4
40	художественного творчества	8	4
41	все что	2	4
42	только в	9	4
43	его в	6	4
44	но в	9	4
45	в его	12	4
46	что в	5	3
47	жизни и	2	3
48	вместе с	7	3
49	сих пор	2	3
50	в одном	3	3
51	этом смысле	3	3
52	учение о	3	3
53	и притом	5	3
54	крайней мере	4	3
55	в том	12	3
56	а в	6	3
57	том что	17	3
58	и как	6	3
59	то что	18	3
60	по крайней	4	3
61	едва ли	4	3
62	мира и	2	3
63	в области	2	3
64	во всяком	2	3
65	до сих	2	3
66	всяком случае	2	3
67	не менее	5	2
68	ее в	2	2
69	поэтому и	2	2
70	один из	2	2
71	не могут	2	2
72	от матери	2	2
73	что и	6	2
74	не будет	2	2
75	в частности	4	2
76	никогда не	7	2
77	что не	2	2
78	в них	2	2
79	того же	4	2
80	с этой	2	2
81	то же	2	2
82	к этому	2	2
83	только и	3	2
84	по всему	2	2
85	с помощью	2	2
86	является по	2	2
87	что он	7	2
88	мы не	2	2
89	у него	11	2
90	в науке	2	2
91	и для	6	2
92	для нас	10	2
93	как и	7	2
94	они не	2	2
95	так же	5	2
96	есть в	2	2
97	совсем не	3	2
98	он не	3	2
99	как с	2	2
100	в начале	3	2
101	и вообще	9	2
102	об его	2	2
103	было бы	4	2
104	со всеми	2	2
105	о том	12	2
106	из тех	2	2
107	в самом	5	2
108	в своей	22	2
109	и о	5	2
110	с ним	3	2
111	в мир	2	2
