N	2gram	Trubetskoy_1	Myslijsy
1	потому что	7	49
2	то есть	4	30
3	и в	26	24
4	может быть	10	23
5	то что	7	20
6	и не	8	19
7	а не	5	18
8	в том	11	18
9	что в	9	16
10	не только	10	15
11	того же	6	14
12	при этом	3	13
13	не в	2	13
14	но не	8	12
15	не может	4	12
16	то же	4	12
17	мы можем	2	12
18	если бы	3	11
19	что мы	2	11
20	что и	6	11
21	вместе с	15	11
22	только в	4	11
23	таким образом	22	11
24	для него	3	10
25	и проч	2	10
26	в себе	6	10
27	так что	3	10
28	так как	9	10
29	тогда когда	2	10
30	точно так	3	9
31	в нем	4	9
32	как бы	12	9
33	но и	9	9
34	а в	4	8
35	том что	7	8
36	более или	5	8
37	или менее	5	8
38	в одно	2	8
39	и на	2	8
40	в этом	15	8
41	не могут	2	7
42	прежде всего	2	7
43	во всяком	6	7
44	мысль о	2	7
45	всяком случае	6	7
46	во всех	2	7
47	того что	3	7
48	связи с	9	6
49	с другой	8	6
50	в одном	3	6
51	и как	3	6
52	в свою	2	6
53	тем не	3	6
54	не было	2	6
55	не имеет	5	6
56	между тем	2	6
57	в то	4	6
58	и только	4	6
59	уже в	2	5
60	не менее	3	5
61	по крайней	5	5
62	крайней мере	5	5
63	тот же	2	5
64	на то	2	5
65	о том	6	5
66	так и	6	5
67	в них	2	5
68	для того	5	5
69	с другими	4	5
70	из них	7	5
71	только для	2	5
72	все же	6	5
73	в которой	3	5
74	во время	4	4
75	главным образом	8	4
76	никогда не	5	4
77	из этих	10	4
78	образом в	5	4
79	и вместе	4	4
80	что он	4	4
81	уже не	3	4
82	до сих	5	4
83	еще не	2	4
84	и если	3	4
85	в самом	4	4
86	в котором	4	4
87	сих пор	5	4
88	заключает в	2	4
89	с одной	7	4
90	что оно	4	4
91	если не	2	4
92	и сами	2	4
93	и что	4	4
94	в таком	3	4
95	с тем	18	4
96	в других	3	4
97	но в	7	4
98	что это	3	3
99	так например	2	3
100	не как	2	3
101	и от	4	3
102	и все	2	3
103	на все	2	3
104	от них	2	3
105	этого последнего	2	3
106	ни было	2	3
107	них не	2	3
108	и при	3	3
109	все что	2	3
110	одной стороны	7	3
111	вслед за	2	3
112	относится к	2	3
113	в самой	2	3
114	если в	3	3
115	не с	2	3
116	в создании	2	3
117	и тогда	4	3
118	только что	2	3
119	те же	2	3
120	и у	8	3
121	и для	5	3
122	его не	2	3
123	как на	8	3
124	одно из	2	3
125	далеко не	4	3
126	в этих	4	3
127	в эту	2	3
128	самого начала	2	2
129	перестает быть	2	2
130	из себя	2	2
131	связанные с	7	2
132	превращается в	2	2
133	хотя бы	3	2
134	и это	2	2
135	что все	4	2
136	состоит в	2	2
137	к этому	3	2
138	с его	2	2
139	сознании и	2	2
140	но все	7	2
141	все эти	6	2
142	так же	5	2
143	же время	2	2
144	связано с	2	2
145	в общем	8	2
146	общего с	2	2
147	но если	2	2
148	в его	5	2
149	и потому	6	2
150	один из	2	2
151	можно назвать	2	2
152	все это	6	2
153	в связи	3	2
154	а с	7	2
155	с самого	3	2
156	того чтобы	5	2
157	и по	4	2
158	и здесь	2	2
159	сказать что	2	2
160	ничем не	4	2
161	о котором	2	2
162	или по	2	2
163	мы должны	6	2
164	к которому	2	2
165	но вместе	2	2
