N	2gram	Potebnia_M_2	Formalny
1	и в	24	38
2	в этом	8	27
3	может быть	23	23
4	и его	2	21
5	таким образом	11	20
6	и не	19	20
7	в самом	4	16
8	прежде всего	7	15
9	не в	13	15
10	и т	6	14
11	не может	12	14
12	в нем	9	13
13	но и	9	13
14	связи с	6	13
15	языка и	3	12
16	с его	2	11
17	с тем	4	11
18	в том	18	11
19	вовсе не	9	11
20	в его	2	10
21	в связи	2	10
22	с другими	5	10
23	как и	7	9
24	при этом	13	9
25	не только	15	9
26	т п	3	9
27	что и	11	8
28	все же	5	8
29	так и	5	8
30	самом деле	2	8
31	тем что	7	8
32	что в	16	7
33	не могут	7	7
34	по себе	15	7
35	для него	10	7
36	слова и	3	7
37	в других	4	7
38	уже не	4	7
39	не было	6	6
40	то что	20	6
41	в ней	3	6
42	было бы	13	6
43	вместе с	11	6
44	то же	12	6
45	все эти	2	6
46	а не	18	6
47	в языке	3	6
48	могут быть	8	6
49	только в	11	6
50	а в	8	6
51	хотя бы	2	6
52	в общем	2	5
53	звуком и	3	5
54	между звуком	2	5
55	если бы	11	5
56	звука и	10	5
57	что он	4	5
58	же время	2	5
59	в слове	13	5
60	во всех	7	5
61	если мы	3	5
62	с этим	7	5
63	и только	6	5
64	т д	3	5
65	и для	3	5
66	в то	6	5
67	бы в	2	5
68	во всяком	7	5
69	всяком случае	7	5
70	независимо от	9	4
71	оно не	3	4
72	не столько	2	4
73	не как	3	4
74	к этому	2	4
75	что они	5	4
76	как бы	9	4
77	из них	5	4
78	в некоторых	4	4
79	как в	10	4
80	другой стороны	2	4
81	восприятия и	2	4
82	мы говорим	3	4
83	что оно	4	4
84	что не	5	4
85	даже и	2	4
86	одним словом	4	4
87	там где	4	4
88	они не	4	4
89	так как	10	4
90	но в	4	4
91	всех этих	2	3
92	если в	3	3
93	главным образом	4	3
94	место в	4	3
95	и может	3	3
96	в какой	2	3
97	с другой	6	3
98	из этих	4	3
99	звук в	2	3
100	мы знаем	2	3
101	и здесь	2	3
102	и как	6	3
103	но все	2	3
104	время и	2	3
105	например в	3	3
106	его с	2	3
107	то это	3	3
108	не есть	6	3
109	в целом	3	3
110	и их	5	3
111	значение и	2	3
112	все это	2	3
113	так в	4	3
114	то и	9	3
115	на самом	2	3
116	такой же	4	3
117	того что	7	3
118	того чтобы	2	3
119	для того	5	3
120	тем же	3	3
121	мы не	11	3
122	или в	2	3
123	и на	8	3
124	сам по	4	3
125	хотя и	3	3
126	слова в	5	3
127	и все	3	3
128	его в	3	3
129	том смысле	4	3
130	что это	3	3
131	так сказать	4	3
132	не то	2	3
133	это было	2	3
134	между двумя	6	2
135	уже в	5	2
136	самый предмет	2	2
137	самого начала	2	2
138	никогда не	4	2
139	состоит в	2	2
140	в этих	3	2
141	тому что	2	2
142	столь же	5	2
143	это не	3	2
144	слово как	2	2
145	с нею	2	2
146	звук и	6	2
147	языка мы	2	2
148	и звук	4	2
149	между ними	2	2
150	а только	8	2
151	с самого	2	2
152	том что	8	2
153	но это	3	2
154	от него	4	2
155	но не	12	2
156	совсем не	2	2
157	очевидно что	3	2
158	или же	7	2
159	перехода от	2	2
160	и другое	4	2
161	было в	2	2
162	мы в	3	2
163	что на	3	2
164	как увидим	2	2
165	к другому	4	2
166	к другим	3	2
167	в котором	4	2
168	для нее	2	2
169	сами по	7	2
170	не так	3	2
171	один из	2	2
172	и тем	3	2
173	с теми	2	2
174	есть только	6	2
175	этом смысле	2	2
176	а к	2	2
177	со стороны	3	2
178	разница между	2	2
179	его не	3	2
180	на этом	2	2
181	точке зрения	2	2
182	и других	2	2
183	находится в	3	2
184	превращается в	2	2
185	тем самым	4	2
186	не имеет	6	2
187	и по	2	2
188	должно быть	2	2
189	все остальные	5	2
190	что для	3	2
191	в таком	4	2
192	с ними	3	2
193	вряд ли	3	2
194	и то	3	2
195	от одного	3	2
196	их в	2	2
197	сказать что	2	2
198	между тем	6	2
199	ничем не	2	2
200	и от	3	2
201	предмета в	2	2
202	как например	3	2
203	и это	2	2
204	в чем	7	2
205	само собою	2	2
206	потому что	49	2
207	как это	2	2
208	в которой	5	2
209	с ним	5	2
210	если это	2	2
