N	2gram	Bakhtin_sl_1	Istorich
1	и в	41	22
2	в этом	12	17
3	и т	28	16
4	т д	5	15
5	не только	16	14
6	но и	16	12
7	и не	16	12
8	может быть	14	11
9	в этих	2	11
10	или в	8	11
11	еще не	4	10
12	таким образом	9	10
13	но в	8	10
14	в нем	30	9
15	в том	3	9
16	что они	2	8
17	с этим	3	8
18	том что	2	8
19	мы видим	2	8
20	как мы	8	8
21	другой стороны	4	7
22	с другой	5	7
23	к этому	2	7
24	но не	2	7
25	из них	3	7
26	уже не	2	7
27	и здесь	3	7
28	так как	3	7
29	там где	4	7
30	связи с	2	6
31	в них	6	6
32	это не	6	6
33	мы уже	2	6
34	с ней	2	6
35	связь с	2	6
36	а в	6	6
37	то же	14	6
38	а не	15	6
39	друг друга	3	6
40	так в	2	6
41	ничего не	4	6
42	в частности	2	5
43	так что	2	5
44	до сих	2	5
45	один из	4	5
46	все же	7	5
47	этом случае	2	5
48	он не	3	5
49	того что	3	5
50	сих пор	2	5
51	к нему	5	5
52	могут быть	19	5
53	и там	3	4
54	в другой	2	4
55	у нас	2	4
56	не в	7	4
57	в пределах	14	4
58	только в	6	4
59	на этом	2	4
60	в свою	3	4
61	она не	3	4
62	одним из	4	4
63	отношение к	7	4
64	для нас	2	4
65	его и	3	4
66	и его	14	4
67	и на	14	4
68	в данном	3	4
69	не может	14	4
70	но он	2	4
71	все эти	9	4
72	в других	3	4
73	и с	4	4
74	связана с	2	3
75	для них	2	3
76	и от	4	3
77	и все	4	3
78	прежде всего	8	3
79	к тому	3	3
80	и к	5	3
81	и эти	2	3
82	как и	4	3
83	у него	3	3
84	было бы	3	3
85	на его	8	3
86	но по	2	3
87	в его	13	3
88	никогда не	3	3
89	в целом	2	3
90	быть и	4	3
91	данном случае	3	3
92	на том	2	3
93	и у	2	3
94	так же	2	3
95	с ними	3	3
96	сказать что	2	3
97	потому что	2	3
98	и ее	3	3
99	из этих	3	3
100	далеко не	5	3
101	о том	3	3
102	его в	3	3
103	здесь не	2	3
104	как только	3	2
105	в самых	2	2
106	не было	3	2
107	все время	3	2
108	всех этих	4	2
109	связанных с	4	2
110	и др	14	2
111	друг другу	2	2
112	в одном	2	2
113	на все	2	2
114	вовсе не	7	2
115	можно сказать	2	2
116	во всяком	7	2
117	одна из	2	2
118	с одной	4	2
119	как в	8	2
120	при этом	6	2
121	в качестве	3	2
122	то время	2	2
123	одной стороны	4	2
124	они в	2	2
125	совершенно не	2	2
126	например в	2	2
127	одного из	2	2
128	и о	2	2
129	же как	2	2
130	они могут	7	2
131	хотя и	2	2
132	в ней	4	2
133	и потому	4	2
134	всяком случае	5	2
135	в котором	2	2
136	даже в	2	2
137	не с	2	2
138	так и	11	2
139	только на	2	2
140	где они	2	2
141	в своем	3	2
142	не могла	2	2
143	в особенности	8	2
144	той же	2	2
145	еще более	5	2
146	на самом	2	2
147	мы найдем	3	2
148	образом в	3	2
149	и даже	6	2
150	и для	4	2
151	роль в	2	2
152	время как	2	2
153	и то	2	2
154	между тем	2	2
155	в виде	2	2
156	точки зрения	16	2
157	в другом	2	2
158	в то	14	2
159	ту же	4	2
160	большинстве случаев	6	2
161	а также	2	2
162	в него	3	2
