N	2gram	Losev_Vlad_3	Problema
1	и в	40	44
2	вовсе не	13	37
3	и не	25	35
4	не есть	10	35
5	то есть	24	34
6	может быть	8	28
7	потому что	11	25
8	по себе	6	25
9	не просто	10	23
10	то что	28	23
11	в том	18	21
12	только в	13	19
13	а не	8	18
14	в этом	16	17
15	для нас	5	16
16	также и	17	16
17	сказать что	12	16
18	даже и	12	16
19	если мы	4	16
20	и даже	6	14
21	не только	25	14
22	и то	9	14
23	не в	3	13
24	то же	4	13
25	так что	14	12
26	той или	2	12
27	но в	4	12
28	том что	18	12
29	не является	2	11
30	не менее	9	10
31	то это	10	10
32	но и	18	10
33	в виду	3	10
34	отнюдь не	5	10
35	у нас	5	10
36	как и	7	10
37	некоторого рода	5	10
38	тем не	10	10
39	так и	6	10
40	это не	3	9
41	и от	6	9
42	и тем	3	9
43	в нем	3	9
44	не имеет	4	9
45	и с	9	9
46	же самое	3	9
47	как бы	3	9
48	так как	7	9
49	что он	5	9
50	в то	7	9
51	никак не	4	9
52	в его	14	9
53	что и	7	9
54	как нечто	3	9
55	в данном	5	9
56	во всяком	3	9
57	и это	6	9
58	таким образом	11	9
59	перед нами	3	8
60	что в	17	8
61	только и	5	8
62	ни в	10	8
63	смысле слова	6	8
64	а именно	12	8
65	того что	7	8
66	что мы	2	8
67	при помощи	4	8
68	но это	6	8
69	было бы	4	8
70	он не	8	8
71	что же	9	8
72	как раз	10	8
73	как мы	8	8
74	в себе	9	8
75	связи с	2	8
76	и вообще	3	8
77	здесь не	3	8
78	с другой	5	7
79	данном случае	2	7
80	не может	14	7
81	в связи	3	7
82	уже не	9	7
83	еще и	18	7
84	все эти	5	7
85	мы находим	2	7
86	и что	8	7
87	мы должны	4	7
88	и потому	10	7
89	на самом	3	7
90	мы не	2	7
91	ничего общего	5	7
92	значит что	6	7
93	никогда не	11	6
94	то ни	3	6
95	и если	7	6
96	но если	5	6
97	всяком случае	3	6
98	в целом	2	6
99	такого рода	4	6
100	и только	3	6
101	но только	2	6
102	нет ничего	2	6
103	и к	2	6
104	о том	11	6
105	все же	4	6
106	сам по	2	6
107	в виде	13	6
108	не было	5	5
109	в нашем	2	5
110	в конце	12	5
111	а только	7	5
112	да и	6	5
113	с тем	7	5
114	хотя и	7	5
115	в ней	5	5
116	другой стороны	2	5
117	то и	2	5
118	в своем	8	5
119	и вполне	2	5
120	а в	7	5
121	точки зрения	13	5
122	и здесь	6	5
123	что здесь	3	5
124	должны сказать	2	5
125	есть не	2	5
126	в таком	3	5
127	еще не	4	5
128	за пределы	3	5
129	и о	4	5
130	в своей	9	5
131	так же	8	5
132	собственно говоря	3	5
133	только на	5	5
134	тем самым	2	5
135	тоже не	5	5
136	и его	10	5
137	едва ли	11	5
138	он сам	2	4
139	можно ли	2	4
140	но даже	4	4
141	тому что	4	4
142	это значит	6	4
143	при этом	3	4
144	не имеют	2	4
145	и притом	3	4
146	время как	2	4
147	совершенно не	2	4
148	ни с	3	4
149	отличается от	3	4
150	никакого отношения	5	4
151	всякого рода	3	4
152	есть только	9	4
153	же деле	2	4
154	же и	2	4
155	но как	2	4
156	что даже	2	4
157	сколько угодно	2	4
158	таком случае	2	4
159	же касается	5	4
160	раз и	8	4
161	на первый	2	4
162	самом же	2	4
163	бы то	3	4
164	то время	4	4
165	мы уже	5	4
166	и вовсе	3	4
167	а также	8	4
168	только при	4	4
169	только с	2	4
170	в чем	3	4
171	можно было	5	4
172	тут же	5	4
173	тем что	5	4
174	в каком	4	4
175	дело в	5	4
176	содержит в	5	3
177	уже в	3	3
178	же как	3	3
179	что это	9	3
180	имеет ничего	2	3
181	только о	3	3
182	точно так	4	3
183	прежде всего	10	3
184	на то	4	3
185	к тому	7	3
186	подобного рода	3	3
187	идеи и	2	3
188	и как	7	3
189	но все	3	3
190	это есть	10	3
191	в этой	8	3
192	для него	8	3
193	кроме того	6	3
194	здесь и	2	3
195	жизни а	2	3
196	в самом	4	3
197	отношения к	5	3
198	не так	3	3
199	с этой	2	3
200	это является	2	3
201	самого себя	2	3
202	ни на	2	3
203	но вот	3	3
204	его в	2	3
205	конце концов	5	3
206	и ни	2	3
207	могло бы	2	3
208	или как	4	3
209	ни к	2	3
210	если бы	3	3
211	само по	3	3
212	необходимо сказать	7	3
213	в настоящем	2	3
214	но тогда	2	3
215	об этом	6	3
216	о которых	2	3
217	же в	3	3
218	то в	6	3
219	но не	4	3
220	а то	2	3
221	в качестве	3	3
222	здесь в	4	3
223	одно и	2	3
224	она не	2	3
225	общего с	2	3
226	но оно	2	3
227	но уже	2	3
228	быть и	2	3
229	из этого	2	3
230	иной раз	6	3
231	если не	6	3
232	и все	4	3
233	хотя бы	6	3
234	отличие от	3	3
235	это же	2	3
236	имеет свою	2	3
237	ничего не	5	3
238	не был	8	2
239	мы будем	2	2
240	именно в	3	2
241	в этих	2	2
242	все они	2	2
243	не очень	2	2
244	в отношении	5	2
245	того же	2	2
246	всегда есть	3	2
247	не столько	3	2
248	само собой	3	2
249	что все	7	2
250	ли можно	2	2
251	и можно	4	2
252	нас выше	3	2
253	является не	3	2
254	совсем не	5	2
255	что является	2	2
256	на отдельные	2	2
257	но что	2	2
258	в нашей	2	2
259	это вполне	2	2
260	в котором	4	2
261	из них	2	2
262	и за	2	2
263	от того	4	2
264	в их	2	2
265	по мнению	4	2
266	с одной	3	2
267	с большим	3	2
268	видели выше	2	2
269	ведь если	4	2
270	и по	2	2
271	друг друга	2	2
272	как на	3	2
273	есть просто	2	2
274	в результате	4	2
275	с этим	2	2
276	в начале	2	2
277	настоящее время	3	2
278	мы сейчас	2	2
279	только то	2	2
280	бы в	2	2
281	как это	4	2
282	мы имеем	3	2
283	является в	2	2
284	нисколько не	3	2
285	и более	2	2
286	если нет	3	2
287	нечто иное	2	2
288	но когда	2	2
289	то он	4	2
290	и слишком	3	2
291	нельзя сказать	3	2
292	правды и	2	2
293	быть в	2	2
294	при условии	2	2
