N	2gram	Vinokur_Ku_2	Komedia
1	и в	23	22
2	т е	22	13
3	том что	11	12
4	в том	19	11
5	но и	7	11
6	не только	20	10
7	в то	4	10
8	как и	2	9
9	и т	39	9
10	может быть	15	9
11	таким образом	5	8
12	и не	16	8
13	и его	3	8
14	в этой	6	7
15	что в	10	6
16	в отношении	2	6
17	в конце	4	6
18	одного из	2	6
19	что он	5	6
20	к тому	4	6
21	ни в	4	6
22	и по	3	6
23	то же	6	6
24	не в	8	6
25	а в	3	6
26	уже в	3	5
27	с другой	8	5
28	прежде всего	8	5
29	о которых	3	5
30	при этом	2	5
31	в его	5	5
32	один из	5	5
33	так и	4	5
34	как в	3	5
35	все это	5	5
36	другой стороны	7	5
37	и даже	2	5
38	потому что	25	5
39	т п	24	5
40	между тем	6	5
41	именно в	3	4
42	в их	2	4
43	к этому	4	4
44	по поводу	2	4
45	ясно что	5	4
46	несмотря на	5	4
47	как мы	3	4
48	же в	3	4
49	в другом	2	4
50	что они	2	4
51	в качестве	8	4
52	же время	3	4
53	а также	3	4
54	в нем	4	4
55	что и	3	4
56	ср также	3	4
57	так в	3	4
58	т д	14	4
59	тем что	3	4
60	и вот	5	4
61	в результате	4	4
62	точки зрения	14	4
63	ли не	2	4
64	конце концов	3	4
65	так как	15	4
66	но в	11	4
67	же как	2	3
68	казалось бы	3	3
69	главным образом	3	3
70	не менее	7	3
71	в них	4	3
72	вопрос о	9	3
73	на то	4	3
74	у нас	12	3
75	после того	2	3
76	тот же	5	3
77	и у	2	3
78	в частности	2	3
79	и о	4	3
80	у него	3	3
81	да и	6	3
82	хотя и	4	3
83	он не	3	3
84	речь идет	2	3
85	все же	7	3
86	всего в	3	3
87	так же	4	3
88	того как	2	3
89	этом отношении	3	3
90	с одной	2	3
91	в году	2	3
92	здесь мы	2	3
93	как раз	3	3
94	и на	6	3
95	за счет	2	3
96	в этом	18	3
97	и с	7	3
98	могут быть	4	3
99	и еще	2	3
100	только в	5	3
101	и все	2	3
102	как это	5	3
103	ничего не	4	3
104	и здесь	5	2
105	еще и	2	2
106	связанные с	2	2
107	на все	2	2
108	вовсе не	9	2
109	образом в	2	2
110	в свою	2	2
111	тем не	6	2
112	мы знаем	4	2
113	мы видели	2	2
114	аналогии с	3	2
115	на этом	3	2
116	но не	6	2
117	того же	3	2
118	до конца	3	2
119	еще не	5	2
120	было бы	15	2
121	в самом	12	2
122	между прочим	2	2
123	указывает что	2	2
124	всяком случае	5	2
125	говоря уже	2	2
126	и тем	5	2
127	то что	9	2
128	вместе с	5	2
129	не говоря	2	2
130	со стороны	4	2
131	то и	3	2
132	для этого	3	2
133	в сущности	9	2
134	не может	9	2
135	этой цели	2	2
136	которых мы	2	2
137	что у	2	2
138	в форме	3	2
139	из которых	3	2
140	к нему	2	2
141	в силу	7	2
142	почти всегда	2	2
143	или в	4	2
144	указания на	2	2
145	но это	3	2
146	не следует	5	2
147	во всяком	5	2
148	что касается	2	2
149	в своих	2	2
150	ту же	6	2
151	как будто	2	2
152	будто бы	2	2
153	уже о	3	2
154	тех же	2	2
155	отличие от	2	2
156	в области	11	2
157	ли это	2	2
