N	2gram	Vygotskiy__1	VLabPisa
1	таким образом	20	27
2	в этом	12	26
3	и в	31	25
4	и т	26	24
5	не только	13	22
6	может быть	22	21
7	и не	16	19
8	художественного творчества	6	18
9	т е	3	17
10	не может	17	17
11	в его	6	15
12	т д	8	15
13	в процессе	5	14
14	прежде всего	4	13
15	в том	30	13
16	этом отношении	2	13
17	в частности	3	12
18	все это	8	12
19	как это	4	12
20	вот что	2	11
21	с другой	5	11
22	в силу	3	11
23	из них	2	11
24	не могут	3	10
25	в качестве	2	10
26	о том	7	10
27	в художественном	3	10
28	по этому	2	9
29	к этому	4	9
30	что в	23	9
31	но и	2	9
32	то же	5	9
33	т п	16	9
34	на основании	7	8
35	в своем	3	8
36	другой стороны	5	8
37	могут быть	11	8
38	из этих	6	7
39	как и	16	7
40	том что	16	7
41	было бы	6	7
42	в конечном	3	7
43	говорит о	2	7
44	вместе с	8	7
45	этому поводу	2	7
46	не было	3	7
47	а не	13	7
48	у него	4	6
49	художественного произведения	17	6
50	в себе	4	6
51	это и	3	6
52	то что	32	6
53	более или	2	6
54	главным образом	2	6
55	том же	2	6
56	в нем	2	6
57	в зависимости	5	6
58	так и	3	6
59	или менее	2	6
60	бы и	2	6
61	и его	7	6
62	их в	2	6
63	между тем	4	6
64	в то	5	6
65	в результате	4	5
66	думается что	3	5
67	тому что	4	5
68	он же	2	5
69	конечном счете	3	5
70	все же	5	5
71	зависимости от	6	5
72	как говорит	2	5
73	очевидно что	6	5
74	и есть	5	5
75	образы и	2	5
76	в искусстве	4	5
77	как бы	5	5
78	один из	4	5
79	приводит к	2	5
80	на основе	2	5
81	сказать что	7	5
82	только в	14	5
83	не в	11	5
84	не является	5	5
85	к тому	4	4
86	никогда не	8	4
87	в одном	2	4
88	в целом	5	4
89	что все	3	4
90	что он	7	4
91	художественном произведении	3	4
92	в ее	5	4
93	одна из	4	4
94	в своей	3	4
95	в самом	11	4
96	даже в	2	4
97	когда он	2	4
98	художественное произведение	10	4
99	как раз	2	4
100	в них	2	4
101	в связи	2	4
102	в этой	3	4
103	это только	2	4
104	утверждать что	5	4
105	и к	3	3
106	с тем	3	3
107	и как	2	3
108	и от	2	3
109	в конце	3	3
110	человека и	2	3
111	к работе	2	3
112	одном из	2	3
113	только что	2	3
114	мы знаем	3	3
115	у нас	4	3
116	по существу	4	3
117	мы видели	2	3
118	из его	3	3
119	что они	2	3
120	видели что	2	3
121	утверждает что	2	3
122	но как	2	3
123	это мы	2	3
124	по поводу	2	3
125	с этим	3	3
126	например в	3	3
127	вслед за	6	3
128	далеко не	2	3
129	в виду	4	3
130	в котором	4	3
131	его в	2	3
132	что и	13	3
133	жизни и	3	3
134	него в	2	3
135	и их	2	3
136	всех других	2	3
137	этой области	2	3
138	того что	10	3
139	и по	3	3
140	так же	12	3
141	его не	2	3
142	в слове	3	3
143	в которых	3	3
144	никак не	4	3
145	как на	3	3
146	точки зрения	15	3
147	она не	5	3
148	и художественного	2	3
149	бы в	2	3
150	не менее	2	2
151	на вопрос	2	2
152	в каждом	3	2
153	только не	3	2
154	у каждого	3	2
155	можно ли	2	2
156	но даже	2	2
157	отличается от	2	2
158	эта теория	5	2
159	формы и	5	2
160	у пушкина	3	2
161	не всегда	2	2
162	искусство как	9	2
163	в жизни	2	2
164	не быть	2	2
165	вовсе не	6	2
166	роль в	3	2
167	по себе	9	2
168	в книге	2	2
169	показывает что	5	2
170	стороны и	3	2
171	только о	2	2
172	что при	3	2
173	ли это	2	2
174	до сих	3	2
175	и потому	2	2
176	но не	3	2
177	представления об	2	2
178	смысле слова	3	2
179	одной стороны	6	2
180	и может	2	2
181	же самое	2	2
182	для того	6	2
183	если бы	6	2
184	мы имеем	4	2
185	том чтобы	7	2
186	к ним	2	2
187	в науке	2	2
188	что она	6	2
189	конце концов	3	2
190	и даже	6	2
191	всяком случае	6	2
192	на эти	2	2
193	отнюдь не	6	2
194	что для	2	2
195	при помощи	20	2
196	только то	2	2
197	каждой из	3	2
198	но к	3	2
199	сих пор	3	2
200	и дальше	2	2
201	от того	3	2
202	искусства не	5	2
203	а в	6	2
204	с одной	5	2
205	что оно	3	2
206	этой точки	5	2
207	заключается в	7	2
208	того чтобы	7	2
209	из которых	3	2
210	должны быть	3	2
211	что такое	2	2
212	искусства на	3	2
213	показывает как	2	2
214	и для	5	2
215	отметить что	2	2
216	тому как	7	2
217	в своих	4	2
218	во всяком	8	2
219	хотя и	3	2
220	он не	3	2
221	подобно тому	5	2
222	как например	2	2
223	что даже	2	2
224	ту же	2	2
225	что мы	8	2
226	на это	2	2
227	будто бы	2	2
228	как он	2	2
229	в чем	2	2
230	в которой	4	2
231	в области	11	2
232	же как	4	2
233	могло бы	4	2
234	тогда когда	5	2
235	в сознании	2	2
236	о чем	2	2
237	но в	3	2
