N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	10	26
2	а не	9	17
3	но и	12	15
4	в том	3	14
5	при этом	4	14
6	и не	29	14
7	том что	3	13
8	и в	34	13
9	в этом	16	13
10	только в	6	11
11	может быть	19	10
12	своего рода	2	9
13	к тому	5	9
14	так и	6	9
15	сводится к	3	9
16	а в	5	9
17	то что	11	8
18	в себе	6	8
19	не может	19	8
20	не в	9	8
21	к себе	17	7
22	никогда не	8	6
23	в своем	2	6
24	в жизни	2	6
25	прежде всего	15	6
26	и к	12	6
27	того что	5	6
28	в его	22	6
29	героя в	5	6
30	все же	7	6
31	у него	4	6
32	как бы	27	6
33	ничего не	4	6
34	но в	16	6
35	точки зрения	8	5
36	себе самому	18	5
37	тем не	2	5
38	что он	23	5
39	хотя и	3	5
40	он не	15	5
41	в котором	3	5
42	я не	7	5
43	в нем	19	5
44	отношению к	6	5
45	на него	7	5
46	как в	4	5
47	в форме	2	5
48	по отношению	5	5
49	в отличие	2	5
50	таким образом	5	5
51	в той	2	5
52	с другой	4	5
53	на протяжении	5	5
54	отличие от	2	5
55	в то	12	5
56	я в	4	5
57	далеко не	3	5
58	о том	2	5
59	что это	5	4
60	не менее	3	4
61	если бы	4	4
62	отнюдь не	2	4
63	в конце	5	4
64	тому же	2	4
65	как и	18	4
66	что в	7	4
67	для него	13	4
68	при всей	2	4
69	не является	2	4
70	жизни и	3	4
71	в своей	3	4
72	в ее	3	4
73	то же	14	4
74	уже не	2	4
75	в мире	4	4
76	и у	5	4
77	в другом	8	4
78	все его	2	4
79	и все	19	4
80	с ним	8	4
81	а как	2	3
82	с его	6	3
83	человек в	2	3
84	тому что	2	3
85	это не	5	3
86	пока еще	2	3
87	или иной	2	3
88	да и	4	3
89	и того	2	3
90	а к	2	3
91	в слове	5	3
92	что я	15	3
93	что они	6	3
94	но не	4	3
95	же время	12	3
96	и сам	5	3
97	в произведениях	2	3
98	того или	2	3
99	к ней	2	3
100	как раз	4	3
101	той или	2	3
102	о нем	2	3
103	для себя	6	3
104	один из	2	3
105	в целом	5	3
106	внутренней речи	4	3
107	как к	4	3
108	все эти	4	3
109	самом деле	13	3
110	и даже	7	3
111	и для	8	3
112	и его	16	3
113	для других	3	3
114	с ними	6	3
115	самим собой	6	3
116	характер и	3	3
117	с этой	2	3
118	сказать что	2	3
119	между тем	3	3
120	которой он	2	3
121	так сказать	2	3
122	он сам	5	2
123	в душе	2	2
124	о чем	2	2
125	однако в	2	2
126	что у	6	2
127	о них	2	2
128	хотя бы	5	2
129	столь же	2	2
130	к другому	20	2
131	его внутренней	4	2
132	и другого	3	2
133	я уже	2	2
134	вовсе не	11	2
135	вследствие этого	2	2
136	себе самом	5	2
137	с такою	2	2
138	к своему	5	2
139	говорит о	2	2
140	другого человека	5	2
141	себя но	2	2
142	и т	8	2
143	в начале	4	2
144	с другим	11	2
145	по своему	3	2
146	что с	3	2
147	еще не	4	2
148	было бы	2	2
149	со всеми	2	2
150	и он	2	2
151	бы с	2	2
152	себе и	5	2
153	в самом	8	2
154	не могу	3	2
155	но для	3	2
156	у меня	6	2
157	в него	3	2
158	все те	2	2
159	но зато	3	2
160	с таким	4	2
161	что и	5	2
162	раз в	2	2
163	он может	2	2
164	я сам	7	2
165	только на	4	2
166	а с	3	2
167	если не	3	2
168	те же	2	2
169	достоевского и	3	2
170	на самом	11	2
171	и что	5	2
172	только что	3	2
173	с точки	4	2
174	так же	8	2
175	как на	2	2
176	той же	2	2
177	когда все	2	2
178	в чем	5	2
179	тому как	2	2
180	на одном	2	2
181	но это	4	2
182	вступает в	2	2
183	в ней	3	2
184	в виде	4	2
185	за границей	2	2
186	но он	3	2
187	подобно тому	2	2
188	всей своей	2	2
189	героя на	2	2
190	т п	6	2
191	говорить о	3	2
192	во время	2	2
193	как он	3	2
194	героя и	9	2
195	бы в	3	2
196	потому что	12	2
197	к которому	2	2
