N	2gram	Losev_Dial_4	Problema
1	в его	4	43
2	и не	30	42
3	и в	15	38
4	познания и	2	30
5	не может	11	27
6	может быть	17	26
7	как бы	14	22
8	отнюдь не	4	19
9	и с	4	17
10	и его	7	16
11	в нем	5	15
12	в этом	11	15
13	и т	17	14
14	прежде всего	11	13
15	только в	7	13
16	за пределы	3	12
17	ни в	8	11
18	во всех	2	11
19	и для	5	11
20	в области	3	11
21	в их	3	10
22	таким образом	5	10
23	но и	4	9
24	не имеет	14	9
25	не только	8	9
26	в том	11	8
27	и как	4	8
28	точки зрения	14	8
29	было бы	9	8
30	для нее	2	8
31	то что	16	8
32	художественное произведение	2	8
33	что в	7	7
34	не в	8	7
35	в самом	2	7
36	как и	7	7
37	еще не	4	7
38	совершенно не	3	7
39	в своей	3	7
40	не всегда	3	6
41	можно только	3	6
42	и наконец	3	6
43	не есть	40	6
44	все же	2	6
45	с точки	9	6
46	мы можем	3	6
47	отношения к	3	6
48	ничего не	17	6
49	то же	9	5
50	в своем	5	5
51	это не	12	5
52	при этом	2	5
53	никогда не	2	5
54	все эти	3	5
55	должно быть	2	5
56	в основе	10	5
57	с ним	3	5
58	себя как	3	5
59	в них	2	5
60	объекта в	2	5
61	не нужно	2	5
62	конечно не	2	5
63	и о	8	5
64	так и	5	5
65	а не	18	5
66	могут быть	3	5
67	отличие от	2	5
68	должна быть	7	4
69	не менее	2	4
70	лишь как	4	4
71	должны быть	4	4
72	в ней	5	4
73	в виду	9	4
74	другой стороны	2	4
75	и только	2	4
76	с ними	4	4
77	сказать что	6	4
78	в то	6	4
79	о том	5	4
80	и потому	3	4
81	но в	3	4
82	но они	2	4
83	в ее	2	4
84	как вещь	2	4
85	как в	3	4
86	может и	2	4
87	тем самым	3	4
88	что не	3	4
89	хотя бы	4	4
90	в данном	3	4
91	в себе	8	4
92	как только	5	3
93	мы будем	2	3
94	себя и	3	3
95	то ни	4	3
96	тем не	2	3
97	его как	2	3
98	да и	2	3
99	но это	4	3
100	же время	6	3
101	кроме того	2	3
102	только его	2	3
103	хотя и	6	3
104	и тем	6	3
105	природы и	2	3
106	все это	9	3
107	за его	2	3
108	и даже	6	3
109	и на	5	3
110	также и	4	3
111	а как	2	3
112	если бы	6	3
113	произведение и	2	3
114	и все	11	3
115	этом смысле	4	3
116	ясно что	11	3
117	том что	10	3
118	говорить о	11	3
119	от него	3	3
120	все что	2	3
121	одной из	2	3
122	нет и	2	3
123	оно не	2	3
124	совершенно невозможно	2	3
125	как нечто	2	3
126	и это	8	3
127	едва ли	3	3
128	в чувстве	2	3
129	как чисто	2	2
130	на этом	3	2
131	или иное	3	2
132	я не	5	2
133	не могут	2	2
134	том как	2	2
135	и есть	19	2
136	в частности	2	2
137	что все	4	2
138	на то	5	2
139	можно сказать	5	2
140	как таковой	5	2
141	что оно	7	2
142	в нашей	2	2
143	в свою	3	2
144	не дает	2	2
145	и пр	9	2
146	случае не	2	2
147	что это	13	2
148	совпадает с	2	2
149	той или	4	2
150	в котором	2	2
151	другими словами	5	2
152	ни с	4	2
153	в особенности	4	2
154	не было	2	2
155	лишь в	2	2
156	и что	9	2
157	того что	13	2
158	есть только	3	2
159	коем случае	2	2
160	но как	2	2
161	во всем	2	2
162	в истории	3	2
163	мы должны	4	2
164	того или	2	2
165	можем сказать	2	2
166	как это	2	2
167	мы имеем	5	2
168	его пределы	2	2
169	с его	5	2
170	себе не	2	2
171	и во	2	2
172	к этому	3	2
173	вовсе не	6	2
174	есть не	5	2
175	в коем	2	2
176	что он	7	2
177	у нас	3	2
178	этот момент	3	2
179	и при	2	2
180	она не	4	2
181	ни одна	2	2
182	можно и	2	2
183	что и	6	2
184	себя в	2	2
185	и именно	2	2
186	нее это	2	2
187	и события	3	2
188	бы не	2	2
189	в себя	5	2
190	выше в	2	2
191	к своему	2	2
192	можно говорить	2	2
193	того чтобы	5	2
194	для того	5	2
195	из которых	3	2
196	то или	3	2
197	или в	7	2
198	тем что	2	2
199	в виде	3	2
200	и ее	8	2
201	и вообще	7	2
202	что эта	2	2
203	в чем	8	2
204	не могли	2	2
