N	2gram	Bakhtin_Pr_1	Komedia
1	и в	23	26
2	и не	34	14
3	так и	10	12
4	и его	13	12
5	в том	11	11
6	может быть	21	11
7	но и	11	10
8	в этом	25	10
9	что в	8	9
10	том что	9	9
11	если бы	10	9
12	вместе с	2	9
13	было бы	6	8
14	и на	10	7
15	из них	2	7
16	не только	13	7
17	что и	5	7
18	на себя	3	7
19	в своем	8	6
20	то что	18	6
21	еще не	5	6
22	в нем	20	6
23	того чтобы	4	6
24	потому что	12	6
25	и здесь	3	6
26	в то	10	6
27	о том	2	6
28	таким образом	11	6
29	с его	6	5
30	в которой	4	5
31	к этому	2	5
32	что он	10	5
33	один из	2	5
34	ни в	3	5
35	в истории	2	5
36	для того	2	5
37	и с	4	5
38	уже в	5	4
39	у него	6	4
40	в этих	2	4
41	тому что	2	4
42	в них	3	4
43	прежде всего	7	4
44	из этих	2	4
45	как мы	5	4
46	же в	2	4
47	как и	8	4
48	в целом	4	4
49	как будто	3	4
50	с их	5	4
51	в его	24	4
52	мира в	6	4
53	все же	5	4
54	в самом	8	4
55	и для	3	4
56	что для	2	4
57	можно было	3	4
58	точки зрения	21	4
59	только в	8	4
60	так как	7	4
61	на этот	2	4
62	его в	4	4
63	между тем	5	4
64	в каждом	8	3
65	вопрос о	4	3
66	то время	2	3
67	жизни и	6	3
68	отношению к	11	3
69	но все	4	3
70	но не	8	3
71	во всех	5	3
72	же время	7	3
73	для нас	3	3
74	и сам	2	3
75	из которых	2	3
76	например в	3	3
77	да и	2	3
78	в котором	2	3
79	себя в	3	3
80	друг другу	2	3
81	в своей	11	3
82	и их	2	3
83	в их	3	3
84	все это	7	3
85	по отношению	11	3
86	искать в	2	3
87	той же	6	3
88	то же	10	3
89	не было	3	3
90	как в	6	3
91	в самой	7	3
92	к нему	3	3
93	друг друга	3	3
94	а в	7	3
95	человека в	5	3
96	тем что	3	3
97	не может	11	3
98	как он	2	3
99	в этой	4	3
100	но в	4	3
101	ни было	4	2
102	и другие	2	2
103	в другой	3	2
104	и есть	5	2
105	однако в	2	2
106	бы к	2	2
107	то ни	3	2
108	с другой	2	2
109	это не	10	2
110	в одной	4	2
111	в конце	5	2
112	в одном	9	2
113	в духе	3	2
114	этом смысле	9	2
115	и был	3	2
116	вовсе не	8	2
117	что именно	2	2
118	и к	4	2
119	идет о	3	2
120	не в	6	2
121	художественного мышления	2	2
122	из его	3	2
123	до сих	2	2
124	должна была	4	2
125	в построении	5	2
126	является не	3	2
127	одна из	2	2
128	тот же	2	2
129	чем в	2	2
130	бы то	3	2
131	своего времени	2	2
132	как не	4	2
133	одним из	8	2
134	наконец в	2	2
135	от того	2	2
136	он не	4	2
137	друг с	3	2
138	что из	2	2
139	как бы	28	2
140	всяком случае	3	2
141	даже в	2	2
142	хотя бы	2	2
143	и это	5	2
144	в мире	7	2
145	сих пор	2	2
146	со стороны	2	2
147	что она	2	2
148	в изображении	2	2
149	в отличие	2	2
150	в той	6	2
151	с самого	2	2
152	и у	4	2
153	бы и	4	2
154	рядом с	13	2
155	отличие от	2	2
156	роль в	2	2
157	мы не	2	2
158	на пути	2	2
159	во всяком	4	2
160	и во	2	2
161	говорить о	2	2
162	с другом	3	2
163	в один	2	2
164	и все	3	2
165	в первом	2	2
166	бы в	3	2
