N	2gram	Vygotskiy__3	Narrotol
1	не только	6	32
2	может быть	13	25
3	но и	4	23
4	в качестве	12	21
5	и не	10	20
6	и в	25	19
7	в том	23	18
8	в этом	14	17
9	в частности	4	14
10	том что	20	14
11	не в	6	14
12	состоит в	3	13
13	представляет собой	6	12
14	то что	15	11
15	а в	4	11
16	не может	6	10
17	точки зрения	6	10
18	при этом	5	9
19	так и	5	9
20	в его	15	9
21	в мире	2	9
22	с другой	6	8
23	не является	8	8
24	в себе	2	8
25	и т.д	5	7
26	в случае	3	7
27	как и	15	7
28	еще не	4	7
29	к тому	4	7
30	такого рода	2	7
31	а также	2	7
32	все же	6	7
33	как в	9	7
34	по отношению	3	7
35	с одной	5	7
36	одной стороны	5	7
37	с его	2	6
38	что он	6	6
39	отношению к	2	6
40	то в	3	6
41	но не	6	6
42	именно в	5	6
43	в себя	3	6
44	тем самым	2	6
45	как это	7	6
46	иначе говоря	2	6
47	о том	5	6
48	и как	5	5
49	отнюдь не	4	5
50	по себе	7	5
51	или иной	3	5
52	уже не	2	5
53	и его	2	5
54	в основе	16	5
55	между двумя	2	5
56	в отличие	6	5
57	отличие от	6	5
58	в этой	5	5
59	перед нами	10	4
60	переход от	3	4
61	прежде всего	4	4
62	одного из	2	4
63	в нем	2	4
64	то же	2	4
65	же в	2	4
66	но все	2	4
67	в силу	6	4
68	было бы	10	4
69	связи с	9	4
70	вслед за	3	4
71	имеет место	3	4
72	той или	2	4
73	как бы	10	4
74	другой стороны	3	4
75	отличается от	3	4
76	из которых	5	4
77	не мог	4	4
78	не столько	4	4
79	сказать что	4	4
80	только в	10	4
81	не менее	6	3
82	а с	3	3
83	ни было	2	3
84	же как	6	3
85	что в	17	3
86	могут быть	5	3
87	никогда не	4	3
88	уже в	7	3
89	из этих	4	3
90	в свою	3	3
91	тем не	5	3
92	ни в	9	3
93	что они	10	3
94	одна из	2	3
95	свою очередь	2	3
96	на том	3	3
97	хотя и	2	3
98	он не	4	3
99	мог бы	4	3
100	если в	3	3
101	один из	6	3
102	не есть	3	3
103	с ее	5	3
104	не будет	2	3
105	как говорит	5	3
106	из них	4	3
107	когда он	3	3
108	этом отношении	3	3
109	как мы	8	3
110	столь же	7	3
111	или иначе	2	3
112	и на	6	3
113	между тем	3	3
114	тем что	8	3
115	на себя	2	3
116	по своей	7	3
117	в то	4	3
118	бы быть	2	3
119	что это	5	3
120	дело с	3	2
121	в известном	4	2
122	включает в	2	2
123	независимо от	4	2
124	говорит и	2	2
125	в общей	2	2
126	между собой	13	2
127	в своем	4	2
128	в какой	4	2
129	рода но	2	2
130	оно не	2	2
131	от всех	2	2
132	не как	3	2
133	встречается в	4	2
134	или иного	2	2
135	в собственном	6	2
136	на первый	2	2
137	а по	2	2
138	известном смысле	2	2
139	между ними	3	2
140	имеем дело	2	2
141	как известно	3	2
142	для него	5	2
143	от одного	2	2
144	именно это	2	2
145	наряду с	3	2
146	к другому	2	2
147	в роли	2	2
148	и потому	2	2
149	постольку поскольку	2	2
150	сами по	3	2
151	или менее	3	2
152	приводит к	4	2
153	который в	3	2
154	так же	17	2
155	в связи	6	2
156	и только	2	2
157	все эти	7	2
158	этой точки	2	2
159	что мы	7	2
160	того или	2	2
161	одним из	5	2
162	и для	2	2
163	в таком	2	2
164	или в	2	2
165	можно было	6	2
166	тому как	2	2
167	в результате	3	2
168	каждый из	2	2
169	однако в	2	2
170	приходит к	6	2
171	но как	3	2
172	этого слова	4	2
173	и все	4	2
174	его в	3	2
175	зрения на	2	2
176	что по	2	2
177	мы имеем	4	2
178	к которому	3	2
179	и одновременно	2	2
