N	2gram	Nazirov_Tr_1	StatiiOP
1	и в	18	29
2	том что	4	27
3	в том	2	27
4	в этом	9	21
5	но и	4	19
6	что в	4	19
7	не только	8	19
8	о том	2	17
9	что он	6	13
10	в его	3	13
11	то что	4	11
12	все это	4	11
13	к тому	2	10
14	в своем	3	9
15	так и	5	9
16	и не	7	9
17	потому что	2	9
18	он не	2	9
19	по поводу	2	8
20	но в	6	8
21	но все	2	7
22	с тем	2	7
23	в самом	2	7
24	я не	4	7
25	об этом	4	6
26	в одном	2	6
27	вопрос о	2	6
28	все же	5	6
29	и что	4	6
30	и его	6	6
31	и на	7	6
32	о чем	3	5
33	прежде всего	4	5
34	как бы	7	5
35	своего рода	3	5
36	а как	2	4
37	по словам	2	4
38	в частности	2	4
39	в романе	10	4
40	не в	2	4
41	для него	3	4
42	если б	2	4
43	в нем	4	4
44	ничего не	2	4
45	и с	7	4
46	не был	2	3
47	что это	5	3
48	в образе	6	3
49	одном из	2	3
50	ни в	2	3
51	не мог	2	3
52	так что	2	3
53	но это	4	3
54	как у	2	3
55	до конца	2	3
56	никогда не	2	3
57	и даже	4	3
58	как в	3	3
59	вряд ли	2	3
60	тем что	2	3
61	в году	9	3
62	и он	3	3
63	так же	4	3
64	и здесь	2	3
65	это был	2	2
66	но они	2	2
67	с его	2	2
68	на всем	2	2
69	что с	3	2
70	в конце	3	2
71	и я	2	2
72	что и	2	2
73	он был	2	2
74	в ее	2	2
75	говорит о	2	2
76	как и	5	2
77	и как	3	2
78	только о	2	2
79	в этой	4	2
80	что я	4	2
81	в то	5	2
82	чем он	2	2
83	и сам	3	2
84	в письмах	2	2
85	в это	2	2
86	несмотря на	5	2
87	может быть	7	2
88	только к	2	2
89	еще в	2	2
90	как говорит	2	2
91	не может	5	2
92	что за	3	2
93	то же	5	2
94	все эти	3	2
95	при этом	3	2
96	в отличие	2	2
97	не имеет	2	2
98	что этот	2	2
99	в данном	2	2
100	на меня	2	2
101	в себе	4	2
102	его в	2	2
103	и это	2	2
104	как это	3	2
105	отличие от	2	2
106	это очень	5	2
