N	2gram	Vinokur_Ku_2	Mirosoze
1	может быть	15	30
2	не только	20	29
3	и в	23	28
4	не может	9	28
5	но и	7	25
6	а не	10	25
7	он не	3	24
8	в этом	18	20
9	не было	4	18
10	у него	3	17
11	не в	8	16
12	потому что	25	16
13	в ней	3	15
14	в своей	2	15
15	и есть	2	14
16	никогда не	2	14
17	до конца	3	14
18	в нем	4	13
19	и это	3	12
20	в самом	12	11
21	и не	16	11
22	что в	10	10
23	в своем	2	10
24	был бы	2	10
25	достоевского и	2	10
26	прежде всего	8	10
27	и все	2	10
28	что он	5	10
29	было бы	15	10
30	и потому	2	10
31	с тем	2	9
32	в его	5	9
33	и его	3	9
34	но не	6	8
35	в самой	2	7
36	того что	3	7
37	в конце	4	7
38	но в	11	7
39	к нему	2	7
40	должна быть	5	6
41	в том	19	6
42	в этой	6	6
43	все это	5	6
44	лишь в	5	6
45	и на	6	6
46	он уже	2	6
47	вместе с	5	6
48	только в	5	6
49	не могут	5	5
50	это не	6	5
51	у нас	12	5
52	как и	2	5
53	то что	9	5
54	уже в	3	4
55	с этой	2	4
56	не знает	3	4
57	смысле слова	2	4
58	в их	2	4
59	отношения к	2	4
60	и по	3	4
61	а в	3	4
62	в которых	2	4
63	точки зрения	14	4
64	в них	4	4
65	не как	2	4
66	один из	5	4
67	это и	3	4
68	она не	2	4
69	что и	3	4
70	уже не	8	4
71	тем что	3	4
72	и вот	5	3
73	к тому	4	3
74	для нас	4	3
75	не имеет	4	3
76	должно быть	4	3
77	с этим	3	3
78	и еще	2	3
79	в иных	2	3
80	так как	15	3
81	и с	7	3
82	на этом	3	3
83	том что	11	3
84	ничего не	4	3
85	конечно не	2	3
86	на том	2	3
87	бы и	4	3
88	вряд ли	4	3
89	будто бы	2	3
90	хотя бы	9	3
91	за собой	2	2
92	что дух	3	2
93	и от	2	2
94	вопрос о	9	2
95	в свою	2	2
96	для того	9	2
97	на этот	2	2
98	в виду	3	2
99	могут быть	4	2
100	всего в	3	2
101	отличается от	3	2
102	пишет он	2	2
103	быть не	2	2
104	все эти	12	2
105	и что	8	2
106	также и	5	2
107	сказать что	4	2
108	даже и	2	2
109	он и	2	2
110	как бы	4	2
111	к этой	3	2
112	если бы	12	2
113	к этому	4	2
114	различие между	3	2
115	в то	4	2
116	чем в	3	2
117	как будто	2	2
118	должен быть	5	2
119	все же	7	2
120	по сравнению	2	2
121	не хочет	2	2
122	как в	3	2
123	приводит к	5	2
124	в наше	2	2
125	т е	22	2
126	чтобы не	2	2
127	в той	2	2
128	того чтобы	11	2
129	и у	2	2
130	и для	2	2
131	конце концов	3	2
132	от этого	2	2
133	в каком	4	2
134	всего что	2	2
135	не все	3	2
