N	2gram	Bakhtin_Pr_1	Analitik
1	может быть	21	29
2	в том	11	27
3	не может	11	22
4	и не	34	21
5	и в	23	18
6	а не	20	17
7	но и	11	17
8	не только	13	15
9	не в	6	14
10	как и	8	13
11	в его	24	13
12	в этом	25	13
13	том что	9	12
14	при этом	3	12
15	в себе	5	11
16	то есть	24	11
17	но не	8	10
18	то же	10	9
19	а в	7	9
20	в то	10	9
21	в мире	7	8
22	есть не	2	8
23	в той	6	8
24	но в	4	8
25	этого слова	2	7
26	это не	10	6
27	прежде всего	7	6
28	же время	7	6
29	в самом	8	6
30	в сущности	5	6
31	себя в	3	6
32	то что	18	6
33	в своей	11	6
34	в себя	3	6
35	в отличие	2	6
36	отличие от	2	6
37	по отношению	11	6
38	в основе	5	6
39	точки зрения	21	6
40	только в	8	6
41	и как	8	5
42	в этой	4	5
43	что в	8	5
44	как бы	28	5
45	отношению к	11	5
46	в целом	4	5
47	в их	3	5
48	и т.п	3	5
49	лишь в	3	5
50	и его	13	5
51	между тем	5	5
52	и на	10	5
53	о том	2	5
54	на вопрос	2	4
55	того что	2	4
56	себя и	2	4
57	с другой	2	4
58	по себе	7	4
59	в литературе	3	4
60	ни в	3	4
61	для того	2	4
62	в области	3	4
63	как предмет	3	4
64	все же	5	4
65	вместе с	2	4
66	так и	10	4
67	во времени	3	4
68	именно в	6	4
69	сознания в	2	4
70	уже не	8	4
71	ни было	4	4
72	из которых	2	4
73	с точки	15	4
74	с другими	7	4
75	с ним	6	4
76	в рамках	2	3
77	не могут	6	3
78	с его	6	3
79	однако не	2	3
80	и есть	5	3
81	однако в	2	3
82	и одновременно	3	3
83	то ни	3	3
84	хотя бы	2	3
85	и все	3	3
86	личности в	4	3
87	в нем	20	3
88	и к	4	3
89	что он	10	3
90	еще не	5	3
91	одним из	8	3
92	он не	4	3
93	о нем	11	3
94	в котором	2	3
95	даже в	2	3
96	что и	5	3
97	бы то	3	3
98	смысл и	2	3
99	таким образом	11	3
100	художественного видения	12	3
101	того чтобы	4	3
102	к нему	3	3
103	тому как	3	3
104	автора и	5	3
105	подобно тому	3	3
106	более того	3	3
107	как будто	3	3
108	как он	2	3
109	в художественном	2	3
110	если бы	10	3
111	творчества и	2	2
112	в противоположность	3	2
113	никогда не	5	2
114	все эти	8	2
115	не столько	3	2
116	из этих	2	2
117	была бы	2	2
118	вовсе не	8	2
119	вопрос о	4	2
120	его к	4	2
121	что именно	2	2
122	а как	6	2
123	можно сказать	2	2
124	внешнего мира	3	2
125	в искусстве	2	2
126	и потому	3	2
127	и сам	2	2
128	для него	15	2
129	в пределах	9	2
130	было бы	6	2
131	несмотря на	6	2
132	на его	2	2
133	ним и	4	2
134	за пределы	6	2
135	и о	3	2
136	совпадает с	2	2
137	и самого	4	2
138	сами по	3	2
139	один из	2	2
140	какой бы	2	2
141	он может	3	2
142	из них	2	2
143	ли он	2	2
144	в процессе	4	2
145	данном случае	2	2
146	со стороны	2	2
147	другой стороны	2	2
148	отличается от	2	2
149	отношения к	2	2
150	той же	6	2
151	этом отношении	5	2
152	на самом	4	2
153	самом деле	5	2
154	художественного творчества	2	2
155	и по	2	2
156	не становится	5	2
157	роль в	2	2
158	как мы	5	2
159	художественного мира	5	2
160	на себя	3	2
161	то он	3	2
162	героя в	4	2
163	для себя	2	2
164	в данном	2	2
165	что из	2	2
166	могли бы	3	2
167	романа в	4	2
168	в первом	2	2
169	так как	7	2
170	потому что	12	2
171	в которой	4	2
172	в сознании	2	2
173	и с	4	2
174	мира в	6	2
