N	2gram	Losev_Prob_4	Problema
1	то есть	27	46
2	в его	3	43
3	и не	28	42
4	и в	20	38
5	не может	5	27
6	может быть	9	26
7	как бы	4	22
8	в художественном	4	20
9	отнюдь не	10	19
10	и с	7	17
11	и его	10	16
12	в нем	5	15
13	в этом	9	15
14	и т	4	14
15	независимо от	3	13
16	прежде всего	11	13
17	только в	23	13
18	за пределы	2	12
19	но не	5	12
20	ни в	17	11
21	во всех	4	11
22	и для	4	11
23	в области	3	11
24	к нему	3	10
25	таким образом	8	10
26	но и	14	9
27	не имеет	4	9
28	его в	2	9
29	не только	24	9
30	в том	20	8
31	и как	3	8
32	точки зрения	14	8
33	было бы	14	8
34	то что	15	8
35	что в	3	7
36	с другой	7	7
37	вообще не	3	7
38	не в	13	7
39	в самом	2	7
40	как и	6	7
41	еще не	7	7
42	совершенно не	3	7
43	в своей	4	7
44	как мы	3	7
45	в пределах	2	6
46	не к	2	6
47	можно только	2	6
48	и наконец	4	6
49	а в	4	6
50	не есть	12	6
51	все же	2	6
52	дело с	2	6
53	самом деле	3	6
54	с точки	11	6
55	мы можем	3	6
56	то же	7	5
57	все они	3	5
58	в своем	3	5
59	это не	7	5
60	при этом	6	5
61	все эти	16	5
62	далеко не	2	5
63	с ним	4	5
64	в них	5	5
65	для познания	2	5
66	конечно не	3	5
67	и о	5	5
68	так и	10	5
69	и прежде	2	5
70	а не	7	5
71	не менее	10	4
72	в нашем	12	4
73	на самом	5	4
74	в ней	7	4
75	в виду	6	4
76	другой стороны	6	4
77	данном случае	5	4
78	и только	4	4
79	в других	2	4
80	с ними	2	4
81	сказать что	7	4
82	в то	4	4
83	о том	5	4
84	и потому	7	4
85	но в	8	4
86	но они	2	4
87	перестает быть	2	4
88	в ее	5	4
89	относится к	2	4
90	как в	5	4
91	тем самым	4	4
92	мы здесь	2	4
93	что не	4	4
94	хотя бы	7	4
95	можно было	4	4
96	в данном	6	4
97	в себе	12	4
98	здесь не	7	4
99	и от	6	3
100	слова но	3	3
101	тем не	10	3
102	да и	5	3
103	но это	6	3
104	имеем дело	3	3
105	кроме того	4	3
106	несмотря на	4	3
107	хотя и	5	3
108	не является	10	3
109	и тем	7	3
110	все это	9	3
111	и даже	9	3
112	и на	3	3
113	также и	13	3
114	ни было	2	3
115	если бы	8	3
116	и все	8	3
117	этом смысле	3	3
118	ясно что	7	3
119	и к	3	3
120	том что	12	3
121	говорить о	2	3
122	со всеми	2	3
123	действительности и	5	3
124	одной из	4	3
125	не будем	2	3
126	он не	2	3
127	нет и	2	3
128	в таком	6	3
129	с другими	3	3
130	и это	2	3
131	едва ли	10	3
132	том как	2	2
133	и весь	3	2
134	ни к	2	2
135	и есть	4	2
136	в частности	2	2
137	в этих	5	2
138	в какой	4	2
139	столь же	2	2
140	была бы	2	2
141	или иной	13	2
142	можно сказать	5	2
143	а только	6	2
144	смысле слова	15	2
145	в значительной	2	2
146	случае не	5	2
147	что это	2	2
148	той или	14	2
149	не вполне	2	2
150	какой мере	4	2
151	в котором	2	2
152	здесь нет	3	2
153	другими словами	3	2
154	ни с	4	2
155	но она	3	2
156	отличается от	4	2
157	в связи	3	2
158	не было	3	2
159	в самой	4	2
160	здесь мы	3	2
161	и что	2	2
162	есть только	2	2
163	коем случае	3	2
164	только при	6	2
165	к его	3	2
166	но как	3	2
167	в начале	3	2
168	во всем	2	2
169	в истории	3	2
170	мы должны	3	2
171	же самое	6	2
172	того или	3	2
173	не обходится	3	2
174	как это	3	2
175	мы имеем	6	2
176	с его	2	2
177	и более	3	2
178	и во	4	2
179	вовсе не	21	2
180	или иного	3	2
181	есть не	6	2
182	в коем	3	2
183	о которых	2	2
184	что он	8	2
185	у нас	14	2
186	связи с	3	2
187	здесь в	5	2
188	в корне	2	2
189	ни одна	2	2
190	что и	3	2
191	себя в	2	2
192	человека в	3	2
193	к своему	2	2
194	того чтобы	2	2
195	для того	3	2
196	из которых	3	2
197	и он	2	2
198	или в	5	2
199	тем что	3	2
200	в виде	22	2
201	и ее	4	2
202	в другом	3	2
203	и вообще	6	2
204	дело в	2	2
205	без всякой	2	2
206	в чем	2	2
207	не могли	2	2
