N	2gram	Bakhtin_Pr_4	Dialekti
1	и не	27	30
2	а не	11	18
3	может быть	23	17
4	ничего не	2	17
5	то что	4	16
6	и в	46	15
7	как бы	19	14
8	так как	5	14
9	точки зрения	11	14
10	по себе	7	13
11	это не	5	12
12	прежде всего	9	11
13	в том	9	11
14	не может	19	11
15	и все	9	11
16	в этом	16	11
17	с ее	3	10
18	потому что	4	10
19	том что	4	10
20	было бы	3	9
21	в виду	4	9
22	все это	6	9
23	мы не	4	9
24	и что	3	9
25	то же	6	9
26	уже не	4	9
27	и пр	2	9
28	с точки	9	9
29	ни в	6	8
30	не в	10	8
31	в себе	7	8
32	и о	3	8
33	не только	14	8
34	и это	3	8
35	что в	4	7
36	должна быть	2	7
37	что мы	2	7
38	он есть	2	7
39	что он	6	7
40	как и	12	7
41	и его	6	7
42	или в	8	7
43	только в	6	7
44	перед нами	12	6
45	так что	2	6
46	же время	5	6
47	хотя и	6	6
48	и тем	2	6
49	и даже	3	6
50	в результате	2	6
51	сказать что	2	6
52	вовсе не	9	6
53	если бы	3	6
54	в то	5	6
55	что и	3	6
56	сама по	2	5
57	так и	4	5
58	в своем	3	5
59	на то	3	5
60	можно сказать	4	5
61	но если	3	5
62	в нем	17	5
63	таким образом	4	5
64	и на	11	5
65	о том	5	5
66	мы имеем	3	5
67	с его	5	5
68	в жизни	5	5
69	что я	6	5
70	в сущности	7	5
71	в себя	4	5
72	если мы	5	5
73	что такое	2	5
74	и для	3	5
75	той же	3	5
76	и как	2	4
77	но это	6	4
78	в этой	3	4
79	есть в	6	4
80	жизни и	5	4
81	но и	12	4
82	так же	3	4
83	только так	2	4
84	также и	3	4
85	и с	7	4
86	той или	2	4
87	лишь как	2	4
88	бытия и	3	4
89	в одном	11	4
90	не как	3	4
91	этом смысле	2	4
92	она не	3	4
93	еще не	7	4
94	как раз	7	4
95	бы в	3	4
96	хотя бы	2	4
97	в его	9	4
98	уже нет	2	3
99	оно и	2	3
100	на этом	3	3
101	и нет	4	3
102	и следовательно	2	3
103	себя и	3	3
104	совершенно не	4	3
105	к жизни	2	3
106	в словах	4	3
107	в их	4	3
108	отношения к	2	3
109	все эти	4	3
110	и наконец	4	3
111	с этим	2	3
112	с ним	2	3
113	себя как	3	3
114	но в	6	3
115	от этого	2	3
116	сознания и	2	3
117	об этом	2	3
118	у нас	2	3
119	так чтобы	3	3
120	есть и	2	3
121	мы уже	3	3
122	за пределы	5	3
123	в своей	3	3
124	когда он	2	3
125	бы и	2	3
126	как в	4	3
127	в данном	2	3
128	мы можем	4	3
129	могут быть	2	3
130	не менее	2	2
131	не могут	3	2
132	мы будем	2	2
133	время и	2	2
134	в отношении	3	2
135	из этих	3	2
136	человека и	3	2
137	на все	2	2
138	вопрос о	2	2
139	слово о	4	2
140	и само	2	2
141	к своему	3	2
142	его как	2	2
143	без всякого	2	2
144	да и	4	2
145	но все	2	2
146	не дает	2	2
147	и идеи	3	2
148	кроме того	4	2
149	при этом	5	2
150	в самом	9	2
151	себе и	3	2
152	никогда не	6	2
153	в котором	5	2
154	себе что	2	2
155	у достоевского	16	2
156	и их	3	2
157	вот как	2	2
158	другой стороны	3	2
159	то и	2	2
160	для этого	2	2
161	и только	3	2
162	не было	2	2
163	мы находим	5	2
164	лишь в	2	2
165	и по	2	2
166	должно быть	4	2
167	тут в	3	2
168	и так	2	2
169	а что	4	2
170	же и	4	2
171	ведь и	5	2
172	во всем	4	2
173	от одного	2	2
174	поведение и	2	2
175	сам по	3	2
176	а как	2	2
177	и во	3	2
178	все же	4	2
179	все что	2	2
180	представим себе	2	2
181	не нужно	2	2
182	бы ни	2	2
183	но именно	3	2
184	конечно не	8	2
185	никак не	3	2
186	в свое	2	2
187	о нем	6	2
188	нет и	2	2
189	себя в	3	2
190	во всех	5	2
191	вместе с	2	2
192	что же	3	2
193	бы не	2	2
194	того как	2	2
195	все равно	2	2
196	да еще	2	2
197	жизнь и	3	2
198	во всяком	2	2
199	тем что	3	2
200	но для	3	2
201	и при	3	2
202	отношении к	2	2
203	отличие от	3	2
204	не могли	2	2
