N	2gram	Bakhtin_Fr_7	RusskieA
1	и в	41	36
2	не только	5	22
3	что в	9	19
4	том что	4	19
5	в том	11	17
6	но и	9	16
7	так как	3	15
8	во время	3	14
9	и другие	3	13
10	в этом	15	12
11	это не	6	10
12	как мы	11	10
13	как и	14	10
14	вместе с	5	10
15	и на	4	10
16	потому что	5	10
17	а в	5	9
18	из них	3	8
19	может быть	4	8
20	и по	3	8
21	о том	6	8
22	что и	5	7
23	так и	10	7
24	и других	2	7
25	и не	7	6
26	при этом	3	6
27	в них	7	6
28	уже не	2	6
29	таким образом	19	6
30	мы не	2	6
31	все это	10	6
32	не имеет	3	6
33	то что	8	6
34	как бы	7	5
35	в течение	2	5
36	и у	5	5
37	с ними	3	5
38	в которых	2	5
39	как в	5	5
40	того как	5	5
41	к этому	5	4
42	к тому	2	4
43	по существу	8	4
44	одна из	4	4
45	еще не	2	4
46	не совсем	2	4
47	и др	2	4
48	во всех	3	4
49	и их	3	4
50	в их	3	4
51	не может	3	4
52	в связи	2	4
53	мы имеем	2	4
54	того что	2	4
55	но это	3	4
56	тем что	3	4
57	только в	6	4
58	к жизни	4	3
59	что это	4	3
60	по этому	3	3
61	связанные с	3	3
62	в этих	2	3
63	в качестве	9	3
64	в своем	9	3
65	но все	4	3
66	таким же	3	3
67	в одном	3	3
68	в свою	3	3
69	и к	5	3
70	на этом	5	3
71	в это	3	3
72	несмотря на	3	3
73	только на	2	3
74	а также	2	3
75	своего рода	2	3
76	в разных	2	3
77	то же	13	3
78	с точки	3	3
79	так же	5	3
80	и те	3	3
81	ничего не	4	3
82	их в	2	3
83	точки зрения	5	3
84	то есть	20	3
85	далеко не	2	3
86	связаны с	2	3
87	в области	2	3
88	не было	3	2
89	в отдельности	2	2
90	что у	3	2
91	та же	4	2
92	с этим	2	2
93	и потому	3	2
94	в образе	4	2
95	не просто	2	2
96	его к	3	2
97	в нем	7	2
98	у него	6	2
99	интерес к	2	2
100	и нового	2	2
101	он был	3	2
102	нас не	2	2
103	и как	2	2
104	мы видим	6	2
105	такой же	3	2
106	свою очередь	3	2
107	они и	2	2
108	в большинстве	2	2
109	после того	4	2
110	до конца	2	2
111	но есть	3	2
112	например в	3	2
113	так называемый	2	2
114	в ней	5	2
115	в его	12	2
116	в доме	2	2
117	и с	4	2
118	на этой	4	2
119	его как	2	2
120	и до	6	2
121	находится в	2	2
122	в свете	3	2
123	не на	3	2
124	в особенности	2	2
125	все эти	13	2
126	на самом	2	2
127	в году	5	2
128	а не	2	2
129	и для	5	2
130	с ним	2	2
131	или в	2	2
132	хотя и	4	2
133	и здесь	4	2
134	но в	8	2
135	как он	2	2
136	большинстве случаев	2	2
137	в более	4	2
138	иногда в	3	2
