N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	29
2	то есть	19	21
3	и не	20	16
4	и все	2	13
5	в этой	5	13
6	как и	7	12
7	и т.п	8	12
8	но в	6	12
9	так и	9	11
10	и на	3	11
11	в этом	17	11
12	то же	4	10
13	как мы	3	10
14	в то	3	10
15	не только	32	10
16	но и	23	9
17	все эти	2	9
18	и с	4	9
19	его в	2	9
20	же время	4	8
21	прежде всего	4	8
22	в его	9	8
23	и его	5	8
24	как бы	4	8
25	так же	2	7
26	этого эпизода	3	7
27	в том	18	7
28	из них	3	6
29	в сущности	3	6
30	своего рода	12	6
31	что это	3	5
32	у него	4	5
33	это не	2	5
34	это и	3	5
35	далеко не	5	5
36	в нем	4	5
37	и до	2	5
38	сказать что	4	5
39	перед нами	4	4
40	с его	6	4
41	в литературе	2	4
42	что он	6	4
43	еще не	7	4
44	и др	2	4
45	один из	3	4
46	то что	11	4
47	жизни и	3	4
48	и одновременно	2	4
49	с другой	8	4
50	в результате	2	4
51	тем что	3	4
52	точки зрения	10	4
53	мира и	2	4
54	том числе	6	3
55	тому как	2	3
56	в частности	14	3
57	в качестве	21	3
58	в своем	2	3
59	с ее	3	3
60	что у	2	3
61	в ее	3	3
62	все же	7	3
63	но как	2	3
64	том что	14	3
65	и как	5	3
66	то в	6	3
67	более или	2	3
68	здесь и	2	3
69	он не	3	3
70	к нему	5	3
71	здесь не	4	3
72	или менее	2	3
73	другой стороны	4	3
74	как к	2	3
75	при этом	9	3
76	и даже	3	3
77	особенно в	3	3
78	роль в	2	3
79	не случайно	2	3
80	в ней	3	3
81	подобно тому	2	3
82	в себе	8	3
83	по своей	3	3
84	уже в	3	2
85	времени и	7	2
86	бы не	2	2
87	связи с	4	2
88	числе и	4	2
89	будто он	3	2
90	жизни в	3	2
91	быть может	2	2
92	нового времени	2	2
93	вследствие чего	2	2
94	к тому	7	2
95	на первый	2	2
96	одной из	4	2
97	ни в	3	2
98	да и	4	2
99	и тот	2	2
100	что они	3	2
101	есть в	2	2
102	именно в	6	2
103	но не	5	2
104	о своей	2	2
105	в себя	6	2
106	как известно	2	2
107	одной стороны	7	2
108	было в	2	2
109	не может	10	2
110	о чем	2	2
111	может быть	25	2
112	хотя и	3	2
113	никогда не	3	2
114	уже не	5	2
115	а также	7	2
116	все те	4	2
117	если в	3	2
118	со стороны	9	2
119	и для	2	2
120	себя в	5	2
121	как в	7	2
122	как раз	2	2
123	не на	2	2
124	в особенности	4	2
125	с одной	7	2
126	во второй	2	2
127	в той	6	2
128	они не	2	2
129	от всех	2	2
130	с точки	2	2
131	между ними	2	2
132	не столько	4	2
133	для своей	2	2
134	или в	2	2
135	не мог	4	2
136	в основе	5	2
137	как будто	3	2
138	только в	4	2
139	о том	6	2
140	в эпизоде	3	2
141	к которому	2	2
142	же не	4	2
