N	2gram	Losev_Dial_3	Problema
1	то что	14	38
2	и не	27	37
3	вовсе не	13	37
4	и в	24	35
5	не есть	54	33
6	сказать что	4	24
7	не только	23	24
8	том что	8	19
9	даже и	7	18
10	о том	6	18
11	может быть	13	18
12	у нас	4	18
13	что такое	21	18
14	в этом	8	17
15	но и	9	16
16	и вообще	2	16
17	что мы	8	14
18	только в	5	14
19	не менее	11	13
20	и что	15	13
21	потому что	7	13
22	во всяком	2	13
23	не может	19	13
24	тем не	10	12
25	в том	5	12
26	того что	12	12
27	также и	2	12
28	хотя бы	4	12
29	что в	7	11
30	прежде всего	8	11
31	так что	8	11
32	не просто	18	11
33	и даже	13	11
34	никак не	2	11
35	не будет	3	11
36	в таком	14	11
37	всяком случае	2	10
38	и с	6	10
39	таком случае	10	10
40	говорить о	4	10
41	тем более	3	10
42	еще не	2	10
43	а не	26	10
44	в данном	2	10
45	и то	4	10
46	ничего не	17	10
47	для нас	2	9
48	для себя	2	9
49	что же	11	9
50	только на	7	9
51	только о	3	8
52	уже не	5	8
53	было бы	5	8
54	в виду	7	8
55	есть только	12	8
56	ясно что	7	8
57	по себе	20	8
58	как раз	7	8
59	все же	3	8
60	при помощи	3	8
61	есть нечто	23	7
62	все эти	3	7
63	не имеет	11	7
64	того или	3	7
65	в его	2	7
66	так и	5	7
67	так как	6	7
68	тем самым	3	7
69	мы не	5	7
70	можно ли	5	6
71	с другой	4	6
72	другими словами	7	6
73	что все	14	6
74	ни в	9	6
75	но это	5	6
76	мы и	4	6
77	не о	2	6
78	так или	2	6
79	и т	24	6
80	а именно	2	6
81	т д	23	6
82	но как	2	6
83	в то	5	6
84	когда мы	2	6
85	не существует	10	6
86	на то	3	6
87	по крайней	5	6
88	есть не	9	6
89	при условии	3	6
90	крайней мере	5	6
91	и для	2	6
92	или иначе	2	6
93	в виде	8	6
94	но в	2	6
95	в частности	2	5
96	и без	3	5
97	есть то	6	5
98	или иной	4	5
99	тот или	2	5
100	кроме того	6	5
101	в самом	7	5
102	той или	2	5
103	отнюдь не	10	5
104	или иного	2	5
105	с этим	3	5
106	с одной	3	5
107	так же	4	5
108	и на	3	5
109	своего собственного	2	5
110	и все	6	5
111	раз и	3	5
112	как и	7	5
113	есть именно	6	5
114	то же	6	5
115	как мы	2	5
116	одной стороны	3	5
117	что не	5	5
118	другой стороны	2	5
119	в себе	2	5
120	еще и	2	5
121	и это	4	5
122	и уж	2	5
123	не могут	4	4
124	сама по	4	4
125	не говоря	2	4
126	что если	2	4
127	и есть	16	4
128	в своем	3	4
129	как таковой	2	4
130	как же	5	4
131	и как	8	4
132	есть в	3	4
133	не можем	2	4
134	это значит	24	4
135	случае не	3	4
136	и следовательно	2	4
137	как бы	3	4
138	не вполне	2	4
139	и тут	3	4
140	говоря уже	2	4
141	и тем	2	4
142	что она	9	4
143	все это	6	4
144	и только	6	4
145	мы говорим	2	4
146	таким образом	13	4
147	но только	4	4
148	а в	2	4
149	вообще не	2	4
150	их в	2	4
151	именно как	3	4
152	но если	6	4
153	и здесь	2	4
154	уже о	2	4
155	на свете	3	4
156	тем что	3	4
157	если бы	6	4
158	все еще	2	4
159	что он	13	4
160	на первый	4	4
161	но не	2	4
162	тех пор	2	4
163	ни о	3	4
164	и о	3	4
165	же такое	2	4
166	разного рода	2	4
167	если не	3	4
168	самом деле	6	4
169	то и	3	4
170	в каком	3	4
171	значит что	24	4
172	но даже	3	3
173	тому что	4	3
174	может ли	3	3
175	и от	3	3
176	из этих	2	3
177	точно так	2	3
178	первый план	4	3
179	вопрос о	5	3
180	к тому	4	3
181	и можно	2	3
182	и всякий	3	3
183	есть ни	3	3
184	несмотря на	2	3
185	и если	2	3
186	хотя и	5	3
187	мы уже	3	3
188	и является	2	3
189	никто не	2	3
190	то это	9	3
191	в их	2	3
192	для этого	2	3
193	не было	3	3
194	только и	2	3
195	при этом	2	3
196	и по	2	3
197	что для	5	3
198	не знает	3	3
199	в своих	2	3
200	иное как	6	3
201	в основе	3	3
202	что иное	6	3
203	в истории	4	3
204	и ни	3	3
205	бы в	2	3
206	это будет	4	3
207	с которой	2	3
208	без которых	2	3
209	уже и	3	3
210	только не	10	3
211	как именно	2	3
212	перестает быть	2	3
213	тогда когда	5	3
214	не что	6	3
215	не отличается	5	3
216	тело или	2	3
217	и к	5	3
218	только тогда	3	3
219	это и	7	3
220	одна из	3	3
221	все что	3	3
222	она не	3	3
223	только как	5	3
224	тех или	2	3
225	нет и	4	3
226	если же	8	3
227	оно не	6	3
228	если оно	4	3
229	от всего	6	3
230	даже не	6	3
231	иной раз	2	3
232	все равно	2	3
233	имеется в	3	3
234	для того	3	3
235	и притом	5	3
236	в слове	3	3
237	тому как	4	3
238	нас в	2	3
239	быть только	2	3
240	как о	4	3
241	перед нами	3	2
242	она должна	2	2
243	и никакого	4	2
244	абстрактная метафизика	3	2
245	если что-нибудь	2	2
246	то тем	2	2
247	не в	3	2
248	оказалось что	2	2
249	из которых	3	2
250	в зависимости	2	2
251	существует но	2	2
252	к нему	3	2
253	бы то	2	2
254	допустим что	16	2
255	отличается от	8	2
256	что оно	7	2
257	можно только	4	2
258	или в	2	2
259	должно быть	3	2
260	как на	5	2
261	есть просто	4	2
262	само по	5	2
263	от самого	2	2
264	или не	5	2
265	в ней	2	2
266	же и	2	2
267	мере в	3	2
268	она и	2	2
269	точки зрения	25	2
270	нет ничего	9	2
271	слово в	2	2
272	же мы	2	2
273	что существует	6	2
274	нет никакой	4	2
275	сознания и	4	2
276	в разные	2	2
277	в них	5	2
278	же тут	4	2
279	от чего	5	2
280	сами по	3	2
281	содержится в	2	2
282	бы его	2	2
283	в условиях	2	2
284	утверждать что	6	2
285	и ничего	4	2
286	об этом	6	2
287	учение о	8	2
288	зависимости от	3	2
289	возможно только	6	2
290	говорят что	2	2
291	ведь это	2	2
292	если я	2	2
293	в крайнем	2	2
294	конечно не	4	2
295	он не	5	2
296	не значит	3	2
297	о нем	4	2
298	но вот	2	2
299	что и	6	2
300	быть и	3	2
301	и прежде	3	2
302	совершенно не	2	2
303	собственно говоря	4	2
304	что их	2	2
305	той же	3	2
306	от всякого	5	2
307	ничем не	7	2
308	крайнем случае	2	2
309	из самых	3	2
310	подобно тому	4	2
