N	2gram	Bakhtin_Fr_7	Dialekti
1	не есть	2	40
2	и не	7	30
3	и есть	3	19
4	а не	2	18
5	может быть	4	17
6	ничего не	4	17
7	то что	8	16
8	и в	41	15
9	как бы	7	14
10	не имеет	3	14
11	так как	3	14
12	точки зрения	5	14
13	что это	4	13
14	того что	2	13
15	это не	6	12
16	прежде всего	11	11
17	и вот	2	11
18	в том	11	11
19	не может	3	11
20	и все	14	11
21	в этом	15	11
22	с ее	3	10
23	потому что	5	10
24	том что	4	10
25	было бы	4	9
26	в виду	4	9
27	все это	10	9
28	мы не	2	9
29	то же	13	9
30	уже не	2	9
31	с точки	3	9
32	ни в	6	8
33	не в	9	8
34	в себе	11	8
35	не только	5	8
36	в чем	2	8
37	и ее	2	8
38	и это	5	8
39	что в	9	7
40	не просто	2	7
41	что он	3	7
42	как и	14	7
43	и его	9	7
44	или в	2	7
45	только в	6	7
46	перед нами	2	6
47	же время	9	6
48	хотя и	4	6
49	в результате	2	6
50	вовсе не	7	6
51	в то	10	6
52	что и	5	6
53	я не	3	5
54	так и	10	5
55	в своем	9	5
56	есть то	2	5
57	в ней	5	5
58	в нем	7	5
59	другими словами	2	5
60	в свете	3	5
61	таким образом	19	5
62	именно в	2	5
63	и на	4	5
64	о том	6	5
65	мы имеем	2	5
66	с его	2	5
67	есть не	2	5
68	учение о	2	5
69	в сущности	4	5
70	в себя	2	5
71	и для	5	5
72	той же	3	5
73	оказывается что	3	4
74	что все	2	4
75	и как	2	4
76	но это	3	4
77	в этой	13	4
78	есть в	6	4
79	жизни и	3	4
80	но и	9	4
81	в особенности	2	4
82	так же	5	4
83	с ними	3	4
84	также и	2	4
85	и с	4	4
86	в одном	3	4
87	мы видим	6	4
88	еще не	2	4
89	в течение	2	4
90	бы в	2	4
91	в его	12	4
92	та же	4	3
93	оно и	2	3
94	на этом	5	3
95	тем самым	3	3
96	в свою	3	3
97	для всех	2	3
98	к жизни	4	3
99	в словах	2	3
100	в их	3	3
101	все эти	13	3
102	и наконец	4	3
103	с этим	2	3
104	с ним	2	3
105	нет ни	2	3
106	но в	8	3
107	от этого	3	3
108	к этому	5	3
109	же что	2	3
110	в одну	4	3
111	есть и	3	3
112	мы уже	12	3
113	в своей	3	3
114	и потому	3	3
115	как в	5	3
116	из которых	2	3
117	в данном	2	3
118	и то	2	3
119	в области	2	3
120	в человеке	2	2
121	в отношении	3	2
122	его как	2	2
123	но все	4	2
124	мир не	2	2
125	свою очередь	3	2
126	как о	3	2
127	и может	2	2
128	кроме того	3	2
129	при этом	3	2
130	никогда не	2	2
131	из них	3	2
132	и их	3	2
133	в разных	2	2
134	не было	3	2
135	не мог	2	2
136	и по	3	2
137	должно быть	4	2
138	и так	2	2
139	нашего анализа	2	2
140	том как	2	2
141	в них	7	2
142	и во	2	2
143	в качестве	9	2
144	все что	4	2
145	но именно	3	2
146	одной из	2	2
147	никто не	10	2
148	в свое	2	2
149	о нем	3	2
150	что есть	2	2
151	оно не	2	2
152	во всех	3	2
153	вместе с	5	2
154	находится в	2	2
155	во всей	2	2
156	как нечто	2	2
157	и оказывается	2	2
158	того как	5	2
159	жизнь и	2	2
160	во всяком	2	2
161	тем что	3	2
162	в которой	2	2
163	это было	2	2
