N	2gram	Losev_Vlad_1	Formalny
1	и в	31	38
2	в этом	14	27
3	может быть	6	23
4	и его	7	21
5	таким образом	3	20
6	и не	17	20
7	в самом	2	16
8	не в	5	15
9	и т	2	14
10	не может	6	14
11	в нем	4	13
12	но и	19	13
13	с его	11	11
14	с тем	2	11
15	в том	11	11
16	вовсе не	5	11
17	в его	12	10
18	в связи	3	10
19	и с	14	9
20	как и	4	9
21	при этом	2	9
22	не только	24	9
23	отнюдь не	3	8
24	что и	5	8
25	все же	3	8
26	так и	6	8
27	тем что	2	8
28	точки зрения	2	8
29	что в	14	7
30	для него	7	7
31	по существу	2	7
32	в своей	4	7
33	как мы	9	7
34	лишь в	2	7
35	уже не	3	7
36	не было	5	6
37	в результате	2	6
38	то что	18	6
39	в истории	4	6
40	в этой	4	6
41	было бы	2	6
42	вместе с	3	6
43	то же	6	6
44	все эти	3	6
45	как раз	7	6
46	он не	10	6
47	только в	9	6
48	а в	9	6
49	хотя бы	2	6
50	в общем	3	5
51	что он	12	5
52	это и	2	5
53	же время	4	5
54	что же	5	5
55	и речи	3	5
56	т д	2	5
57	и для	2	5
58	в то	8	5
59	во всяком	2	5
60	всяком случае	2	5
61	по учению	2	4
62	не столько	2	4
63	раз и	3	4
64	и теперь	4	4
65	к этому	6	4
66	к тому	3	4
67	в дальнейшем	8	4
68	что они	3	4
69	совершенно не	2	4
70	и к	6	4
71	из них	2	4
72	как в	3	4
73	другой стороны	3	4
74	в особенности	4	4
75	и даже	15	4
76	даже и	9	4
77	здесь не	3	4
78	от нее	2	4
79	ничего не	3	4
80	так как	8	4
81	но в	12	4
82	главным образом	4	3
83	место в	2	3
84	с другой	3	3
85	из этих	2	3
86	в годы	2	3
87	мы знаем	2	3
88	и здесь	3	3
89	и как	4	3
90	время и	2	3
91	в целом	3	3
92	жизни и	5	3
93	и до	2	3
94	только на	3	3
95	все это	5	3
96	то и	2	3
97	к нему	4	3
98	того что	2	3
99	того чтобы	2	3
100	для того	2	3
101	и на	3	3
102	хотя и	4	3
103	он и	6	3
104	как к	2	3
105	и все	4	3
106	это было	6	3
107	уже в	7	2
108	никогда не	9	2
109	по этому	2	2
110	в качестве	6	2
111	в конце	9	2
112	первый план	2	2
113	это время	3	2
114	в тех	2	2
115	том что	14	2
116	но это	3	2
117	от него	2	2
118	но не	3	2
119	совсем не	4	2
120	но как	5	2
121	кроме того	7	2
122	со своей	3	2
123	что на	2	2
124	на первый	2	2
125	едва ли	3	2
126	и о	2	2
127	конце концов	3	2
128	в котором	6	2
129	для нее	2	2
130	даже в	2	2
131	он был	14	2
132	один из	4	2
133	этом смысле	4	2
134	отношение к	3	2
135	ни в	2	2
136	не по	2	2
137	а к	22	2
138	со стороны	2	2
139	он пишет	3	2
140	а именно	2	2
141	даже не	2	2
142	на этом	2	2
143	и других	2	2
144	в в	3	2
145	тем самым	2	2
146	и по	8	2
147	что для	4	2
148	с ними	2	2
149	и то	10	2
150	сказать что	7	2
151	он в	3	2
152	и от	5	2
153	к его	3	2
154	и это	2	2
155	из этого	2	2
156	в чем	2	2
157	потому что	11	2
158	как это	7	2
159	в которой	4	2
160	с ним	5	2
