N	3gram	Vinokur_St_1	Myshleni
1	для того чтобы	10	14
2	по отношению к	3	12
3	в том что	17	11
4	с точки зрения	8	9
5	так же как	3	7
6	в этом отношении	7	5
7	заключается в том	3	5
8	в то время	2	4
9	о том что	11	4
10	мере в какой	2	3
11	на вопрос о	2	3
12	с одной стороны	2	3
13	можно было бы	8	3
14	в этом случае	2	3
15	до сих пор	7	3
16	не может быть	5	3
17	вопрос о том	2	3
18	и в области	4	2
19	в свое время	2	2
20	в самом деле	5	2
21	том что в	3	2
22	в той же	2	2
23	ничего общего с	3	2
24	с другой стороны	6	2
25	тем или иным	3	2
26	и то что	2	2
27	то обстоятельство что	2	2
28	но все же	3	2
