N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	49
2	прежде всего	4	19
3	в его	4	18
4	не только	7	17
5	и его	12	17
6	и на	7	17
7	и не	14	15
8	в этом	10	15
9	в них	4	13
10	только в	4	13
11	но и	10	13
12	во время	6	12
13	как и	4	11
14	как бы	2	11
15	вовсе не	2	10
16	в этой	3	10
17	все это	3	9
18	в нем	6	9
19	отношение к	2	8
20	до нас	4	8
21	все же	4	7
22	один из	5	7
23	жизни и	3	7
24	не может	3	7
25	таким образом	6	7
26	то же	3	7
27	как мы	4	7
28	на протяжении	10	7
29	то что	6	6
30	в истории	5	6
31	же время	3	6
32	здесь в	3	6
33	во всех	3	6
34	так и	12	6
35	рядом с	2	6
36	с их	4	6
37	и с	5	6
38	точки зрения	4	6
39	в то	6	6
40	так как	4	6
41	с его	5	5
42	в своем	6	5
43	уже в	4	5
44	из этих	4	5
45	в начале	4	5
46	но не	3	5
47	тот же	2	5
48	может быть	11	5
49	в своей	3	5
50	роль в	2	5
51	в духе	2	4
52	с другой	2	4
53	нового времени	2	4
54	и во	2	4
55	и к	2	4
56	том что	9	4
57	но все	3	4
58	одна из	2	4
59	в этих	4	4
60	сих пор	2	4
61	до сих	2	4
62	не было	3	4
63	а в	3	4
64	мы находим	2	4
65	тем что	3	4
66	но в	3	4
67	место в	4	3
68	с одной	2	3
69	о чем	3	3
70	в течение	2	3
71	в одном	2	3
72	что он	5	3
73	же в	4	3
74	в ее	2	3
75	в г	17	3
76	в том	11	3
77	да и	3	3
78	а затем	5	3
79	связанных с	2	3
80	одной стороны	2	3
81	было бы	8	3
82	из них	7	3
83	в самом	4	3
84	наконец в	2	3
85	даже в	2	3
86	и особенно	3	3
87	ни в	5	3
88	что для	4	3
89	и все	2	3
90	к нему	3	3
91	можно было	4	3
92	так в	2	3
93	о том	6	3
94	и это	2	3
95	в виду	2	3
96	связи с	3	2
97	что в	9	2
98	в нашем	2	2
99	затем и	2	2
100	в качестве	5	2
101	его современников	3	2
102	никто не	3	2
103	что касается	3	2
104	как известно	2	2
105	в тех	3	2
106	он был	2	2
107	есть для	2	2
108	в самой	3	2
109	перед лицом	2	2
110	и после	2	2
111	еще не	6	2
112	и другие	2	2
113	по поводу	3	2
114	в первую	3	2
115	одним из	2	2
116	у него	4	2
117	в какой-то	2	2
118	хотя и	4	2
119	в ней	3	2
120	еще в	4	2
121	в мире	2	2
122	и за	2	2
123	вместе с	9	2
124	в их	3	2
125	целый ряд	2	2
126	в связи	3	2
127	того как	3	2
128	того чтобы	6	2
129	меньше чем	2	2
130	второй половины	2	2
131	своего времени	2	2
132	во всяком	2	2
133	одной из	4	2
134	под названием	2	2
135	и еще	2	2
136	и вовсе	2	2
137	в конце	2	2
138	тех же	3	2
139	всяком случае	2	2
140	мы можем	3	2
