N	2gram	Potebnia_M_2	Problema
1	то что	20	42
2	вовсе не	9	35
3	то есть	30	33
4	и в	24	32
5	и не	19	31
6	не есть	6	29
7	не менее	5	19
8	в этом	8	19
9	тем не	6	18
10	не только	15	17
11	потому что	49	16
12	по себе	15	15
13	а не	18	15
14	в себе	10	15
15	как бы	9	14
16	может быть	23	14
17	у нас	2	14
18	указывает на	2	14
19	но в	4	14
20	и тем	3	13
21	в нем	9	13
22	сказать что	2	13
23	что мы	11	13
24	что в	16	12
25	том что	8	12
26	так и	5	12
27	и т	6	11
28	есть нечто	3	11
29	о том	5	11
30	так как	10	11
31	если мы	3	11
32	то же	12	10
33	прежде всего	7	10
34	т д	3	10
35	но не	12	9
36	в том	18	9
37	но и	9	9
38	и что	4	9
39	так же	2	9
40	еще не	4	9
41	того чтобы	2	9
42	в таком	4	9
43	и это	2	9
44	на то	5	8
45	есть только	6	8
46	не может	12	8
47	все эти	2	8
48	и на	8	8
49	даже и	2	8
50	когда мы	2	8
51	было бы	13	8
52	общего с	2	8
53	для того	5	8
54	но это	3	8
55	никогда не	4	7
56	между собою	7	7
57	все это	2	7
58	того что	7	7
59	всех этих	2	7
60	в них	5	7
61	и все	3	7
62	что он	4	7
63	во всех	7	7
64	во всяком	7	7
65	сам по	4	7
66	тем что	7	7
67	только в	11	7
68	и есть	2	6
69	так что	10	6
70	и как	6	6
71	при этом	13	6
72	в самом	4	6
73	и если	4	6
74	хотя и	3	6
75	то и	9	6
76	таким образом	11	6
77	это не	3	6
78	и здесь	2	6
79	и то	3	6
80	его в	3	6
81	как это	2	6
82	таком случае	2	6
83	этом смысле	2	6
84	есть не	5	6
85	в то	6	6
86	за пределы	2	6
87	в его	2	6
88	на самом	2	6
89	самом деле	2	6
90	что такое	2	6
91	а только	8	5
92	для нас	31	5
93	есть в	2	5
94	не имеют	2	5
95	в котором	4	5
96	она есть	2	5
97	что она	3	5
98	мы должны	2	5
99	в сознании	23	5
100	с тем	4	5
101	связи с	6	5
102	далеко не	3	5
103	в других	4	5
104	совсем не	2	4
105	и весь	2	4
106	тому что	2	4
107	точно так	9	4
108	сама по	2	4
109	не в	13	4
110	по поводу	6	4
111	один из	2	4
112	для обозначения	2	4
113	и только	6	4
114	не было	6	4
115	в одно	8	4
116	или в	2	4
117	а в	8	4
118	их в	2	4
119	как он	4	4
120	с которыми	2	4
121	если бы	11	4
122	же в	5	4
123	сознании и	2	4
124	мы выше	2	4
125	как в	10	4
126	если не	4	4
127	тем самым	4	4
128	и притом	3	4
129	и для	3	4
130	вообще и	2	4
131	мы можем	12	4
132	в связи	2	4
133	и вообще	3	4
134	указание на	2	4
135	только для	5	3
136	уже в	5	3
137	что это	3	3
138	что не	5	3
139	в этих	3	3
140	с другой	6	3
141	что все	2	3
142	что его	3	3
143	но все	2	3
144	что они	5	3
145	более или	8	3
146	в действительности	2	3
147	всяком случае	7	3
148	хотя бы	2	3
149	и уже	5	3
150	из них	5	3
151	но она	3	3
152	другой стороны	2	3
153	мы говорим	3	3
154	и его	2	3
155	что оно	4	3
156	в самой	3	3
157	или не	5	3
158	с этим	7	3
159	но он	2	3
160	и следовательно	2	3
161	с ним	5	3
162	помнить что	3	3
163	и во	3	3
164	в жизни	2	3
165	о которых	3	3
166	как и	7	3
167	только потому	2	3
168	того же	14	3
169	до сих	4	3
170	мы в	3	3
171	себе не	4	3
172	сами по	7	3
173	оно не	3	3
174	сих пор	4	3
175	или менее	8	3
176	того как	7	3
177	уже не	4	3
178	не на	2	3
179	различие в	2	3
180	в каком	3	3
181	как оно	2	3
182	в чем	7	3
183	которые не	3	3
184	не могут	7	2
185	что если	6	2
186	одного и	6	2
187	мы называем	3	2
188	но только	2	2
189	крайней мере	5	2
190	но что	2	2
191	для него	10	2
192	например в	3	2
193	но если	2	2
194	указывают на	2	2
195	быть для	2	2
196	в нас	3	2
197	только после	2	2
198	а потому	5	2
199	мы находим	2	2
200	которых мы	3	2
201	не имеет	6	2
202	должно быть	2	2
203	что для	3	2
204	во многих	3	2
205	не как	3	2
206	эти последние	2	2
207	одно из	3	2
208	как именно	2	2
209	из этих	4	2
210	как для	2	2
211	между тем	6	2
212	том как	3	2
213	от другого	3	2
214	что ни	2	2
215	с его	2	2
216	могут быть	8	2
217	по крайней	5	2
218	и того	6	2
219	мы видим	2	2
220	и при	3	2
221	и может	3	2
222	предмета и	4	2
223	между прочим	4	2
224	что может	2	2
225	и потому	2	2
226	одно целое	4	2
227	всем этом	2	2
228	вместе с	11	2
229	разница между	2	2
230	только что	3	2
231	необходимые для	2	2
232	а это	2	2
233	мы не	11	2
234	с другими	5	2
235	тому как	4	2
236	нас в	2	2
237	собою и	2	2
238	подобно тому	4	2
239	и другое	4	2
240	в которой	5	2
241	не то	2	2
242	в эту	3	2
243	что нет	2	2
244	не можем	6	2
245	это было	2	2
