N	2gram	Losev_Prob_4	KulturaY
1	и т	4	39
2	потому что	15	25
3	и в	20	23
4	не только	24	20
5	в том	20	19
6	в этом	9	18
7	и не	28	16
8	ни к	2	15
9	было бы	14	15
10	так как	5	15
11	может быть	9	15
12	т д	3	14
13	точки зрения	14	14
14	если бы	8	12
15	у нас	14	12
16	в самом	2	12
17	все эти	16	12
18	том что	12	11
19	того чтобы	2	11
20	в области	3	11
21	но в	8	11
22	что в	3	10
23	по себе	11	10
24	а не	7	10
25	вовсе не	21	9
26	то что	15	9
27	самом деле	3	9
28	для того	3	9
29	хотя бы	7	9
30	можно было	4	9
31	не может	5	9
32	с другой	7	8
33	прежде всего	11	8
34	не в	13	8
35	в качестве	10	8
36	уже не	5	8
37	и что	2	8
38	с точки	11	8
39	что это	2	7
40	не менее	10	7
41	в нашем	12	7
42	все же	2	7
43	но и	14	7
44	другой стороны	6	7
45	и с	7	7
46	это не	7	6
47	по крайней	6	6
48	крайней мере	6	6
49	да и	5	6
50	в этой	4	6
51	но не	5	6
52	что не	4	6
53	тем не	10	6
54	то же	7	6
55	и на	3	6
56	что мы	3	6
57	этом смысле	3	5
58	ясно что	7	5
59	что он	8	5
60	подобного рода	11	5
61	об этом	6	5
62	тот же	2	5
63	еще не	7	5
64	несмотря на	4	5
65	в его	3	5
66	всяком случае	4	5
67	и тем	7	5
68	вместе с	5	5
69	все это	9	5
70	таким образом	8	5
71	как это	3	5
72	и то	2	5
73	во всяком	8	5
74	только в	23	5
75	зависимости от	3	5
76	также и	13	5
77	мы имеем	6	5
78	была бы	2	4
79	можно ли	3	4
80	отнюдь не	10	4
81	в зависимости	3	4
82	в них	5	4
83	перед нами	13	4
84	бы и	3	4
85	если мы	5	4
86	можно сказать	5	4
87	к тому	3	4
88	но только	2	4
89	для нас	6	4
90	ни в	17	4
91	но все	3	4
92	в пределах	2	4
93	на себе	3	4
94	или в	5	4
95	хотя и	5	4
96	как бы	4	4
97	однако не	4	4
98	в нем	5	4
99	на этой	2	4
100	так же	5	4
101	в связи	3	4
102	не было	3	4
103	и о	5	4
104	не имеет	4	4
105	в данном	6	4
106	в результате	8	4
107	сказать что	7	4
108	в каком	6	4
109	говорить о	2	4
110	в то	4	4
111	в конце	2	4
112	так и	10	4
113	уже в	4	3
114	казалось бы	3	3
115	всех этих	6	3
116	для этого	2	3
117	точно так	3	3
118	этого не	2	3
119	а только	6	3
120	то для	3	3
121	а также	6	3
122	о которых	2	3
123	же в	4	3
124	это и	4	3
125	но это	6	3
126	того же	2	3
127	совершенно не	3	3
128	связи с	3	3
129	никак не	4	3
130	в ней	7	3
131	он не	2	3
132	что и	3	3
133	что она	4	3
134	как в	5	3
135	отличается от	4	3
136	как раз	4	3
137	с этим	4	3
138	то и	5	3
139	именно в	7	3
140	как мы	3	3
141	из которых	3	3
142	и по	2	3
143	а в	4	3
144	и его	10	3
145	тем что	3	3
146	и это	2	3
147	есть в	7	3
148	здесь не	7	3
149	в виду	6	3
150	если и	3	3
151	за собой	2	2
152	в отношении	4	2
153	только для	3	2
154	и более	3	2
155	с тем	4	2
156	сознания и	3	2
157	и есть	4	2
158	в частности	2	2
159	но даже	4	2
160	но так	2	2
161	и от	6	2
162	и все	8	2
163	не просто	16	2
164	на все	2	2
165	представить себе	2	2
166	или иного	3	2
167	говоря уже	2	2
168	что они	2	2
169	в самой	4	2
170	всякого рода	3	2
171	то только	2	2
172	в другом	3	2
173	и потому	7	2
174	смысле слова	15	2
175	вся эта	2	2
176	как будто	11	2
177	при этом	6	2
178	и если	5	2
179	в целях	5	2
180	конечно не	3	2
181	между прочим	3	2
182	по преимуществу	2	2
183	того или	3	2
184	же и	3	2
185	и даже	9	2
186	к нему	3	2
187	в своей	4	2
188	не говоря	3	2
189	дело не	3	2
190	все они	3	2
191	данном случае	5	2
192	а именно	2	2
193	в своем	3	2
194	и для	4	2
195	еще и	3	2
196	все равно	3	2
197	на самом	5	2
198	как и	6	2
199	в буквальном	3	2
200	чтобы не	2	2
201	в той	8	2
202	здесь мы	3	2
203	тем самым	4	2
204	в корне	2	2
205	почти всегда	2	2
206	с ними	2	2
207	даже и	13	2
208	и где	2	2
209	выходит за	2	2
210	и вообще	6	2
211	ни на	3	2
212	мы должны	3	2
213	заключается в	2	2
214	будто бы	2	2
215	нашем смысле	10	2
216	а это	3	2
217	а если	3	2
218	не то	2	2
