N	2gram	Trubetskoy_1	Myshleni
1	в том	17	33
2	том что	9	27
3	точки зрения	11	26
4	то что	13	20
5	в этом	17	19
6	с точки	9	18
7	того что	3	17
8	и в	14	15
9	не только	9	15
10	что в	4	14
11	таким образом	11	14
12	что он	6	12
13	того чтобы	8	12
14	и т.д	4	12
15	в самом	3	11
16	но и	10	10
17	было бы	5	10
18	для того	6	10
19	мы можем	2	10
20	в своем	6	9
21	может быть	9	9
22	не может	22	9
23	о том	7	9
24	связи с	3	9
25	никогда не	5	8
26	не в	4	8
27	и что	2	8
28	если бы	6	8
29	к тому	7	7
30	и не	19	7
31	потому что	5	7
32	как бы	4	7
33	по себе	2	7
34	он не	5	7
35	во всяком	9	7
36	что это	3	6
37	в частности	2	6
38	точку зрения	4	6
39	в этой	4	6
40	мы уже	2	6
41	на то	5	6
42	по отношению	2	6
43	мы должны	7	6
44	но в	2	6
45	по этому	2	6
46	и к	6	6
47	как и	4	6
48	вместе с	4	6
49	самом деле	7	6
50	всяком случае	6	6
51	вопрос о	5	5
52	что с	2	5
53	и даже	2	5
54	друг друга	3	5
55	последнее время	2	5
56	тогда когда	4	5
57	по существу	5	5
58	все что	4	5
59	приводит к	4	5
60	то же	11	5
61	можно было	4	5
62	этот вопрос	2	5
63	прежде всего	8	4
64	из этих	3	4
65	что все	3	4
66	для нас	2	4
67	несмотря на	3	4
68	том чтобы	3	4
69	все это	6	4
70	в совершенно	4	4
71	что оно	3	4
72	так же	2	4
73	а в	5	4
74	их в	2	4
75	и с	7	4
76	в начале	2	4
77	так как	4	4
78	признать что	6	4
79	для всех	6	4
80	все же	4	4
81	в качестве	3	4
82	в своей	5	4
83	а с	2	4
84	хотя бы	5	4
85	только в	5	4
86	только для	2	3
87	он сам	3	3
88	для этого	3	3
89	во время	2	3
90	что они	3	3
91	не можем	2	3
92	для него	6	3
93	при этом	5	3
94	но мы	3	3
95	из них	3	3
96	данном случае	3	3
97	со стороны	4	3
98	и только	5	3
99	что для	3	3
100	все эти	2	3
101	лишь в	3	3
102	и по	3	3
103	в результате	2	3
104	к этой	4	3
105	с ним	2	3
106	с этим	2	3
107	состоит в	2	3
108	таким же	3	3
109	о которых	3	3
110	но не	4	3
111	одной из	3	3
112	для себя	2	3
113	на самом	6	3
114	тем самым	2	3
115	а не	2	3
116	из которых	5	3
117	или в	3	3
118	в данном	7	3
119	не могут	4	2
120	сама по	2	2
121	и есть	2	2
122	в этих	2	2
123	или иной	5	2
124	ни в	2	2
125	и как	3	2
126	это есть	2	2
127	и более	2	2
128	друг с	14	2
129	за то	2	2
130	той или	3	2
131	в котором	2	2
132	и тем	2	2
133	на этой	2	2
134	в некоторых	2	2
135	на том	3	2
136	от того	4	2
137	в их	4	2
138	целый ряд	2	2
139	должно быть	3	2
140	в других	2	2
141	но для	2	2
142	остается в	2	2
143	к себе	2	2
144	но если	3	2
145	говорить о	3	2
146	во всем	4	2
147	больше чем	2	2
148	общественной жизни	2	2
149	нисколько не	2	2
150	у него	2	2
151	отнюдь не	7	2
152	были бы	2	2
153	он должен	5	2
154	бы ни	2	2
155	именно в	3	2
156	из всех	2	2
157	к вопросу	4	2
158	указывает на	2	2
159	друг от	2	2
160	с уверенностью	2	2
161	от друга	2	2
162	том же	2	2
163	в его	4	2
164	речь идет	2	2
165	что и	3	2
166	ее в	2	2
167	во всех	5	2
168	или менее	4	2
169	и тогда	2	2
170	что же	4	2
171	и для	6	2
172	в течение	2	2
173	к чему	2	2
174	в силу	2	2
175	тому чтобы	4	2
176	на которой	2	2
177	тем что	3	2
178	в себе	9	2
179	в другом	3	2
180	с другом	14	2
181	на эту	2	2
182	более или	4	2
