N	2gram	Tiupa_Anal_2	Myslijsy
1	то есть	9	34
2	то что	7	29
3	может быть	6	26
4	таким образом	2	24
5	в том	12	23
6	и в	16	23
7	в этом	18	23
8	и не	12	18
9	что в	2	17
10	при этом	10	15
11	только в	4	15
12	как и	14	14
13	в себе	7	14
14	то же	4	14
15	того что	2	14
16	если бы	3	13
17	том что	12	12
18	а не	10	12
19	по себе	2	11
20	но и	12	11
21	не в	4	11
22	не может	4	11
23	по отношению	4	10
24	не только	16	10
25	тем что	3	10
26	не есть	2	9
27	между тем	2	9
28	в своем	4	8
29	было бы	3	8
30	отношению к	4	8
31	сказать что	2	8
32	о том	7	8
33	но в	6	8
34	стало быть	2	8
35	на то	2	7
36	что и	3	7
37	вовсе не	2	7
38	могут быть	10	7
39	как в	4	7
40	этого слова	3	7
41	и к	5	6
42	вместе с	2	6
43	так и	15	6
44	по крайней	3	5
45	так что	3	5
46	для него	4	5
47	хотя и	4	5
48	в его	2	5
49	как бы	10	5
50	крайней мере	3	5
51	этом случае	4	5
52	все это	4	5
53	не менее	4	5
54	внимание на	2	5
55	а в	3	5
56	с ним	2	5
57	говорить о	6	5
58	и то	3	5
59	есть в	3	5
60	не имеет	2	5
61	и все	3	4
62	что все	2	4
63	тем не	3	4
64	тогда как	19	4
65	на котором	2	4
66	можно сказать	4	4
67	по поводу	3	4
68	со своим	3	4
69	в одном	2	4
70	в котором	2	4
71	и тем	4	4
72	только на	3	4
73	тем самым	4	4
74	так же	2	4
75	в таком	2	4
76	точки зрения	4	4
77	в данном	8	4
78	в сознании	4	4
79	в то	2	4
80	его в	2	4
81	мы имеем	3	4
82	только не	4	3
83	никогда не	3	3
84	в этих	2	3
85	именно в	3	3
86	же время	2	3
87	еще не	2	3
88	в действительности	3	3
89	и если	3	3
90	к тому	7	3
91	на его	3	3
92	в самом	6	3
93	на себе	3	3
94	и их	2	3
95	со стороны	3	3
96	вообще и	2	3
97	языка и	2	3
98	в нас	2	3
99	той же	2	3
100	те же	2	3
101	уже не	4	3
102	лишь в	9	3
103	в речи	3	3
104	с ними	3	3
105	и на	6	3
106	и до	2	3
107	в поэзии	2	3
108	с точки	2	3
109	нашего времени	4	3
110	тому как	3	2
111	состоит в	8	2
112	в двух	2	2
113	в нашем	3	2
114	все что	2	2
115	превращается в	2	2
116	в состоянии	2	2
117	столь же	4	2
118	с другой	6	2
119	и я	2	2
120	а как	2	2
121	что на	3	2
122	не дано	2	2
123	уже и	2	2
124	имеем дело	3	2
125	она не	2	2
126	в сущности	4	2
127	значительной степени	2	2
128	он не	2	2
129	этих случаях	2	2
130	даже в	2	2
131	один из	2	2
132	не с	4	2
133	в мире	6	2
134	проявляется в	3	2
135	данном случае	5	2
136	что она	2	2
137	и для	2	2
138	еще более	2	2
139	дело не	2	2
140	но эта	2	2
141	как мы	3	2
142	на этот	2	2
143	и даже	9	2
144	не так	4	2
145	и его	4	2
146	можно было	3	2
147	не следует	2	2
148	подобно тому	3	2
149	к его	2	2
150	бы в	3	2
151	я в	3	2
152	теми же	2	2
153	в таких	2	2
154	таком случае	2	2
155	за собою	2	2
156	это было	2	2
