N	2gram	Propp_Isto_6	Myslijsy
1	потому что	13	33
2	то что	6	29
3	может быть	11	26
4	таким образом	12	24
5	в том	12	23
6	и в	26	23
7	в этом	12	23
8	и не	10	18
9	что в	12	17
10	при этом	3	15
11	только в	5	15
12	для нас	2	14
13	как и	5	14
14	в себе	3	14
15	то же	5	14
16	того что	2	14
17	так как	18	14
18	если бы	3	13
19	том что	10	12
20	не было	3	12
21	а не	2	12
22	но и	9	11
23	не в	3	11
24	не может	6	11
25	что мы	2	10
26	по отношению	2	10
27	не только	10	10
28	тем что	5	10
29	мы можем	7	10
30	не есть	2	9
31	в своем	2	8
32	было бы	2	8
33	то это	5	8
34	отношению к	2	8
35	другими словами	3	8
36	мы не	6	8
37	сказать что	3	8
38	о том	7	8
39	но в	7	8
40	с тем	4	7
41	что это	2	7
42	это не	4	7
43	на то	2	7
44	в нем	8	7
45	что и	4	7
46	и что	5	7
47	вовсе не	2	7
48	и т	10	7
49	могут быть	3	7
50	как в	6	7
51	с этим	2	7
52	независимо от	3	6
53	вместе с	8	6
54	того как	3	6
55	что не	2	6
56	известно что	2	6
57	когда мы	2	6
58	так и	5	6
59	так что	3	5
60	таким же	3	5
61	в его	5	5
62	как бы	4	5
63	этом случае	6	5
64	что же	2	5
65	а в	3	5
66	с ним	8	5
67	во всяком	2	5
68	и то	3	5
69	не имеет	2	5
70	что он	9	4
71	тогда как	2	4
72	предположить что	3	4
73	до сих	4	4
74	на котором	3	4
75	можно сказать	2	4
76	но есть	3	4
77	в одном	3	4
78	от того	3	4
79	и тем	4	4
80	сих пор	4	4
81	а именно	9	4
82	то и	2	4
83	тем самым	2	4
84	так же	2	4
85	в данном	3	4
86	в то	5	4
87	видно что	2	4
88	его в	5	4
89	представления в	2	4
90	мы имеем	14	4
91	и с	6	4
92	ее не	3	3
93	при помощи	3	3
94	себе в	4	3
95	никогда не	13	3
96	что между	4	3
97	в этих	2	3
98	в них	3	3
99	не всегда	4	3
100	там же	3	3
101	но это	4	3
102	не будет	5	3
103	кроме того	3	3
104	еще не	9	3
105	мы уже	6	3
106	к тому	2	3
107	например в	7	3
108	на его	4	3
109	всяком случае	2	3
110	со стороны	3	3
111	только что	2	3
112	так в	6	3
113	и только	3	3
114	т д	8	3
115	все эти	8	3
116	и других	3	3
117	что у	2	3
118	уже не	7	3
119	и хотя	2	3
120	должны быть	2	3
121	и по	4	3
122	представления и	2	3
123	с ними	2	3
124	и на	12	3
125	и до	2	3
126	в которых	2	3
127	их в	3	3
128	ту же	2	3
129	что эти	2	3
130	там где	5	3
131	и как	2	2
132	все что	4	2
133	превращается в	7	2
134	но так	3	2
135	с другой	10	2
136	то он	2	2
137	из этих	4	2
138	точно так	2	2
139	в образе	10	2
140	вопрос о	3	2
141	такое количество	2	2
142	на той	2	2
143	у нас	5	2
144	из этого	3	2
145	от него	3	2
146	есть и	4	2
147	не имели	4	2
148	после того	2	2
149	в греческом	2	2
150	она не	3	2
151	в это	4	2
152	во сне	3	2
153	в ней	5	2
154	он не	2	2
155	не вполне	2	2
156	никто не	2	2
157	и др	2	2
158	даже в	2	2
159	один из	3	2
160	нам кажется	2	2
161	и это	8	2
162	пока не	2	2
163	на том	8	2
164	данном случае	3	2
165	что она	3	2
166	мы видим	5	2
167	же мы	5	2
168	и они	2	2
169	человека в	2	2
170	как мы	4	2
171	здесь мы	4	2
172	и другое	2	2
173	эта связь	6	2
174	именно на	2	2
175	из которых	3	2
176	не так	2	2
177	и его	7	2
178	в других	4	2
179	тела и	2	2
180	можно было	2	2
181	тех которые	2	2
182	в своих	3	2
183	в более	6	2
184	может иметь	2	2
185	в виде	6	2
186	что иное	2	2
187	мы должны	2	2
188	но мы	2	2
189	из него	2	2
