N	2gram	Propp_Isto_5	Dialekti
1	т е	16	30
2	и не	11	30
3	может быть	17	20
4	и в	25	19
5	не только	13	19
6	по себе	2	18
7	и т	20	17
8	в мифе	7	16
9	а не	2	16
10	т д	18	15
11	то что	7	14
12	в том	6	14
13	как бы	2	14
14	так как	11	14
15	потому что	7	14
16	вовсе не	2	13
17	но и	13	12
18	то же	4	12
19	значит что	2	12
20	точки зрения	2	12
21	и все	3	12
22	что это	5	10
23	как и	7	10
24	и как	3	10
25	в нем	7	10
26	том что	8	10
27	это не	6	10
28	сказать что	2	10
29	никогда не	3	9
30	не может	6	9
31	прежде всего	6	8
32	это значит	2	8
33	она не	2	8
34	мы уже	4	8
35	не в	6	8
36	в этом	10	8
37	в своей	2	8
38	но это	7	7
39	совершенно не	2	7
40	что в	8	7
41	только тогда	2	7
42	так что	2	7
43	что он	22	6
44	в то	3	6
45	но не	5	6
46	того что	2	6
47	жизни и	2	6
48	и вообще	3	6
49	не потому	2	6
50	тогда когда	2	6
51	с другой	9	5
52	что миф	2	5
53	можно сказать	2	5
54	и пр	3	5
55	и потому	2	5
56	что и	6	5
57	и это	4	5
58	а именно	4	5
59	в одно	2	5
60	и что	8	5
61	и его	9	5
62	только в	7	5
63	о том	7	5
64	и с	3	5
65	уже в	2	4
66	ясно что	5	4
67	в ее	4	4
68	есть миф	3	4
69	все же	10	4
70	еще не	8	4
71	к нему	3	4
72	он не	4	4
73	связи с	8	4
74	все это	4	4
75	другой стороны	8	4
76	в связи	4	4
77	таким образом	9	4
78	самом деле	2	4
79	и по	2	4
80	а в	3	4
81	могут быть	6	4
82	но он	2	4
83	с ним	4	4
84	не менее	4	3
85	же как	4	3
86	е в	3	3
87	о чем	2	3
88	в этих	6	3
89	в это	2	3
90	вопрос о	2	3
91	это время	2	3
92	об этом	2	3
93	как мы	5	3
94	уже не	11	3
95	в этой	3	3
96	и мы	2	3
97	и из	3	3
98	в целях	3	3
99	даже в	2	3
100	по воздуху	3	3
101	из них	2	3
102	с этим	5	3
103	мы имеем	14	3
104	после этого	2	3
105	что этот	2	3
106	в данном	3	3
107	от этого	4	3
108	они не	3	3
109	его в	9	3
110	или как	2	3
111	ничего не	2	3
112	все его	2	3
113	это было	2	3
114	уже и	2	2
115	это уже	2	2
116	в частности	7	2
117	что у	4	2
118	перед нами	2	2
119	человека и	2	2
120	он может	2	2
121	но мы	3	2
122	то это	3	2
123	что тело	2	2
124	тем не	4	2
125	же в	2	2
126	но все	5	2
127	мы видим	8	2
128	в истории	4	2
129	с тем	8	2
130	очевидно что	2	2
131	до сих	2	2
132	нем и	3	2
133	несмотря на	2	2
134	когда они	2	2
135	в ней	5	2
136	если в	3	2
137	сих пор	2	2
138	себя в	6	2
139	во всех	2	2
140	в некоторых	4	2
141	на него	8	2
142	ее в	2	2
143	данном случае	2	2
144	так же	5	2
145	в царство	3	2
146	например в	5	2
147	того как	4	2
148	в голове	2	2
149	с одной	7	2
150	как в	6	2
151	и они	2	2
152	и она	3	2
153	его не	3	2
154	также что	3	2
155	или в	6	2
156	их в	3	2
157	думают что	2	2
158	и при	2	2
159	обратим внимание	2	2
160	не как	4	2
161	тем что	10	2
162	в виде	9	2
163	миф о	5	2
164	или на	2	2
165	что здесь	3	2
166	во время	7	2
167	что мы	2	2
168	мы должны	4	2
169	все эти	8	2
170	в которой	4	2
171	том как	2	2
172	вместе с	22	2
173	на этом	3	2
