N	2gram	Tiupa_Narr_1	Narrotol
1	не только	32	31
2	но и	23	27
3	и не	20	23
4	при этом	9	19
5	может быть	25	15
6	в частности	14	14
7	в качестве	21	14
8	в тексте	16	13
9	как и	7	13
10	а не	12	13
11	а в	11	13
12	только в	4	12
13	в этом	17	12
14	и в	19	11
15	в данном	5	11
16	состоит в	13	10
17	такого рода	7	10
18	своего рода	12	10
19	и его	5	10
20	тогда как	12	10
21	времени и	7	9
22	то что	11	9
23	во времени	8	9
24	то есть	19	9
25	то же	4	8
26	в том	18	8
27	данном случае	4	8
28	со стороны	9	8
29	и т.п	8	8
30	не может	10	8
31	уже не	5	8
32	иначе говоря	6	8
33	в рассказе	4	8
34	представляет собой	13	8
35	у него	4	7
36	том что	14	7
37	на протяжении	6	7
38	но в	6	7
39	и т.д	7	6
40	одного из	4	6
41	к тому	7	6
42	а также	7	6
43	не в	14	6
44	и он	3	6
45	и пространстве	5	6
46	не мог	4	6
47	как бы	4	6
48	один из	3	6
49	жизни и	3	6
50	как раз	2	6
51	тому же	5	6
52	во втором	4	6
53	или в	2	6
54	современной нарратологии	2	6
55	в себе	8	6
56	в его	9	6
57	в этой	5	6
58	перед нами	4	5
59	несобственно-прямой речи	4	5
60	можно сказать	5	5
61	на другой	2	5
62	той или	4	5
63	точка зрения	6	5
64	так и	9	5
65	событие в	2	5
66	тем самым	6	5
67	столь же	3	5
68	и на	3	5
69	между двумя	5	5
70	точки зрения	10	5
71	как правило	4	5
72	повествуемого мира	3	5
73	с его	6	4
74	рассказываемой истории	2	4
75	о чем	2	4
76	никогда не	3	4
77	а во	3	4
78	из этих	3	4
79	повествователя и	2	4
80	к себе	5	4
81	в третьем	3	4
82	преосвященного петра	3	4
83	матери и	4	4
84	в литературе	2	4
85	или иной	5	4
86	что на	2	4
87	и судия	2	4
88	все же	7	4
89	для него	2	4
90	то в	6	4
91	но не	5	4
92	же время	4	4
93	нарративного текста	4	4
94	прежде всего	4	4
95	еще не	7	4
96	у нее	2	4
97	к нему	5	4
98	имеет место	4	4
99	вплоть до	2	4
100	в ней	3	4
101	было как	4	4
102	и тем	4	4
103	в нем	4	4
104	в мире	9	4
105	в первом	3	4
106	статус события	3	4
107	из них	3	4
108	по себе	5	4
109	как в	7	4
110	эпизоды и	2	4
111	истории в	3	4
112	в принципе	4	4
113	являет собой	2	4
114	хотя и	3	4
115	на себя	3	4
116	в то	3	4
117	что у	2	4
118	о том	6	4
119	в эпизоде	3	4
120	одна из	3	4
121	мира в	5	4
122	не существует	3	3
123	не менее	3	3
124	тому как	2	3
125	по мысли	3	3
126	он сам	2	3
127	как птица	2	3
128	что в	3	3
129	однако в	2	3
130	в своем	2	3
131	первом случае	2	3
132	текста в	2	3
133	нарративной истории	2	3
134	это не	2	3
135	в пространстве	4	3
136	другой день	2	3
137	не всегда	2	3
138	что он	6	3
139	идет о	2	3
140	повествовательного текста	3	3
141	сводится к	3	3
142	тем не	3	3
143	и как	5	3
144	различного рода	3	3
145	о воскресении	2	3
146	на эпизоды	2	3
147	свободен теперь	2	3
148	в противовес	4	3
149	себя внимание	3	3
150	самом деле	2	3
151	но как	2	3
152	как известно	2	3
153	сообщают о	2	3
154	картины мира	5	3
155	жизни а	2	3
156	при всей	4	3
157	он не	3	3
158	в конечном	3	3
159	о нем	4	3
160	и племянницы	3	3
161	речь идет	4	3
162	отец сисой	3	3
163	не является	8	3
164	его жизни	2	3
165	центрального персонажа	2	3
166	отношению к	6	3
167	главного героя	2	3
168	эпизоды в	2	3
169	свидетель и	3	3
170	или напротив	4	3
171	по отношению	7	3
172	теперь как	4	3
173	не было	2	3
174	этом отношении	3	3
175	именно в	6	3
176	героя в	8	3
177	племянницы в	3	3
178	нарративного высказывания	6	3
179	быстро весело	3	3
180	обращает на	3	3
181	о ней	3	3
182	и с	4	3
183	подобно тому	2	3
184	и ее	2	3
185	этого эпизода	3	3
186	исходя из	2	3
187	как будто	3	3
188	и все	2	3
189	представляют собой	2	3
190	присутствия в	3	3
191	всего лишь	2	3
192	как это	6	3
193	мы имеем	2	3
194	между тем	3	3
195	каким он	2	2
196	художественного высказывания	2	2
197	в известном	2	2
198	третьем эпизоде	2	2
199	в архиерее	3	2
200	зависит от	2	2
201	по полю	2	2
202	главного персонажа	2	2
203	событийного статуса	3	2
204	действующее лицо	2	2
205	о своей	2	2
206	отнюдь не	5	2
207	между собой	2	2
208	архиерея но	2	2
209	которая в	2	2
210	приезд матери	3	2
211	он идет	2	2
212	персонажа и	2	2
213	не могло	2	2
214	актуального членения	6	2
215	про чертог	2	2
216	в сущности	3	2
217	событийной цепи	3	2
218	не сводится	2	2
219	в свою	3	2
220	своей матери	2	2
221	в детство	2	2
222	ему в	2	2
223	как мы	3	2
224	а по	2	2
225	же в	4	2
226	кто говорит	2	2
227	таким каким	2	2
228	да и	4	2
229	известном смысле	2	2
230	она может	2	2
231	происходящего в	2	2
232	с ее	3	2
233	преосвященного в	2	2
234	рассказывания в	2	2
235	идет по	2	2
236	и судии	2	2
237	свою очередь	3	2
238	речь центрального	2	2
239	переход от	4	2
240	между ними	2	2
241	всех его	2	2
242	имеем дело	2	2
243	полю быстро	2	2
244	и после	2	2
245	постукивая палочкой	2	2
246	в пределах	2	2
247	она не	2	2
248	тексте архиерея	2	2
249	художественных текстах	2	2
250	преосвященный петр	2	2
251	один голос	2	2
252	в случае	7	2
253	шестые эпизоды	2	2
254	коммуникативной ситуации	2	2
255	эпизодов в	2	2
256	как сияние	2	2
257	он уже	2	2
258	в обоих	2	2
259	и самого	3	2
260	в роли	2	2
261	со словами	2	2
262	если в	3	2
263	купца еракина	2	2
264	точек зрения	2	2
265	не имеет	2	2
266	оно не	2	2
267	эпизоде первого	2	2
268	лица и	2	2
269	по сути	2	2
270	героя из	2	2
271	и физически	2	2
272	хотя бы	4	2
273	себя в	5	2
274	не будет	3	2
275	седьмые эпизоды	2	2
276	нами не	2	2
277	героя и	4	2
278	персонажа глава	2	2
279	внутреннего зрения	4	2
280	в форме	5	2
281	трех докторов	2	2
282	другой стороны	4	2
283	после смерти	2	2
284	первого цикла	2	2
285	жизни в	3	2
286	в отличие	5	2
287	в связи	2	2
288	и только	2	2
289	как хорошо	2	2
290	в особенности	4	2
291	про жениха	2	2
292	текста как	2	2
293	если не	4	2
294	по терминологии	2	2
295	ключ к	2	2
296	человека в	2	2
297	о приезде	3	2
298	в той	6	2
299	чуда сверхсобытия	2	2
300	происходит и	2	2
301	высказывания в	6	2
302	архиерея в	2	2
303	что не	4	2
304	который в	2	2
305	и даже	3	2
306	весело постукивая	2	2
307	времени в	2	2
308	жизни как	3	2
309	с другой	8	2
310	в детстве	5	2
311	и для	2	2
312	особенно в	3	2
313	событийность излагаемых	2	2
314	отличие от	5	2
315	роль в	2	2
316	в таком	2	2
317	ничего не	2	2
318	каждый из	2	2
319	сами по	2	2
320	дело с	2	2
321	когда преосвященный	2	2
322	форме несобственно-прямой	2	2
323	в результате	2	2
324	сказать что	4	2
325	участок текста	2	2
326	не о	3	2
327	что касается	2	2
328	в присутствии	3	2
329	служба кончилась	3	2
330	более не	2	2
331	связи с	4	2
332	ударили к	2	2
333	рассказе о	2	2
334	события в	2	2
335	что мы	2	2
336	прошлого и	2	2
337	граница эпизода	2	2
338	протяжении этого	2	2
339	жизни но	2	2
340	рассказа о	2	2
341	героя к	3	2
342	в произведении	3	2
343	здесь не	4	2
344	в области	2	2
345	матери с	2	2
346	та же	2	2
347	то они	2	2
348	и про	2	2
