N	2gram	Losev_Vlad_3	StatiiOP
1	и в	40	29
2	том что	18	27
3	в том	18	27
4	в этом	16	21
5	но и	18	19
6	что в	17	19
7	не только	25	19
8	о том	11	17
9	что он	5	13
10	в его	14	13
11	между прочим	5	12
12	то что	28	11
13	в которой	2	11
14	к тому	7	10
15	таким образом	11	10
16	в своем	8	9
17	так и	6	9
18	этом отношении	2	9
19	и не	25	9
20	как на	3	9
21	потому что	11	9
22	он не	8	9
23	как раз	10	8
24	но в	4	8
25	но все	3	7
26	с тем	7	7
27	в самом	4	7
28	в ней	5	7
29	в виду	3	7
30	в котором	4	7
31	я не	3	7
32	в своей	9	7
33	вместе с	7	7
34	тому что	4	7
35	для того	2	7
36	не столько	3	7
37	об этом	6	6
38	в одном	5	6
39	вовсе не	13	6
40	вопрос о	4	6
41	все же	4	6
42	в течение	4	6
43	и что	8	6
44	того чтобы	3	6
45	и его	10	6
46	и на	6	6
47	прежде всего	10	5
48	в качестве	3	5
49	было бы	4	5
50	как бы	3	5
51	а не	8	5
52	того что	7	5
53	точки зрения	13	5
54	именно в	3	4
55	должен был	2	4
56	с другой	5	4
57	но с	2	4
58	к этому	2	4
59	не в	3	4
60	для него	8	4
61	кроме того	6	4
62	и к	2	4
63	и о	4	4
64	хотя и	7	4
65	в нем	3	4
66	дело в	5	4
67	ничего не	5	4
68	при помощи	4	4
69	в другом	2	4
70	связи с	2	4
71	еще до	2	4
72	и с	9	4
73	не менее	9	3
74	не был	8	3
75	вот что	3	3
76	же как	3	3
77	что это	9	3
78	в этих	2	3
79	не является	2	3
80	оно не	3	3
81	в предисловии	2	3
82	с этим	2	3
83	на себя	2	3
84	могло быть	2	3
85	по себе	6	3
86	что на	2	3
87	ни в	10	3
88	не мог	6	3
89	тому же	5	3
90	у нас	5	3
91	так что	14	3
92	но это	6	3
93	в начале	2	3
94	интересно что	2	3
95	обращает на	2	3
96	но не	4	3
97	до конца	4	3
98	одной из	2	3
99	никогда не	11	3
100	и даже	6	3
101	всяком случае	3	3
102	из них	2	3
103	другой стороны	2	3
104	по его	2	3
105	в их	2	3
106	а с	4	3
107	не было	5	3
108	еще и	18	3
109	тем что	5	3
110	на самом	3	3
111	в году	10	3
112	и сейчас	2	3
113	и по	2	3
114	хотя бы	6	3
115	так же	8	3
116	во всяком	3	3
117	и здесь	6	3
118	в россии	3	3
119	что эта	2	3
120	иметь в	2	3
121	xix века	6	3
122	которые не	2	3
123	во многом	2	2
124	в отношении	5	2
125	с его	2	2
126	и более	2	2
127	совершенно так	2	2
128	если бы	3	2
129	по этому	3	2
130	в какой	2	2
131	с этой	2	2
132	если не	6	2
133	в конце	12	2
134	в духе	3	2
135	как например	2	2
136	что и	7	2
137	к своему	2	2
138	вне всякого	2	2
139	о которых	2	2
140	тем не	10	2
141	он был	2	2
142	говорит о	4	2
143	по существу	4	2
144	как и	7	2
145	то ни	3	2
146	и как	7	2
147	только о	3	2
148	в этой	8	2
149	в истории	5	2
150	в то	7	2
151	в это	2	2
152	несмотря на	7	2
153	такого рода	4	2
154	может быть	8	2
155	только к	2	2
156	свободен от	2	2
157	никак не	4	2
158	и потому	10	2
159	а также	8	2
160	еще в	5	2
161	на то	4	2
162	на почве	2	2
163	даже в	4	2
164	только в	13	2
165	ее в	3	2
166	себя внимание	2	2
167	как говорит	2	2
168	бы то	3	2
169	не к	2	2
170	также и	17	2
171	ни с	3	2
172	со стороны	2	2
173	или менее	5	2
174	что оба	2	2
175	и речи	2	2
176	только что	2	2
177	совершенно не	2	2
178	не на	2	2
179	не может	14	2
180	к первому	2	2
181	то же	4	2
182	все эти	5	2
183	при этом	3	2
184	в отличие	3	2
185	на первом	3	2
186	более или	5	2
187	не имеет	4	2
188	с точки	6	2
189	что этот	3	2
190	в данном	5	2
191	в результате	4	2
192	сказать что	12	2
193	в каком	4	2
194	это время	2	2
195	в себе	9	2
196	и вообще	3	2
197	сравнении с	2	2
198	его в	2	2
199	и это	6	2
200	и всегда	2	2
201	и вся	2	2
202	так как	7	2
203	только с	2	2
204	как это	4	2
205	того же	2	2
206	отличие от	3	2
207	это было	3	2
