N	2gram	Vygotskiy__4	Marksizm
1	может быть	22	28
2	и в	33	19
3	как бы	25	19
4	и не	13	19
5	не может	10	18
6	точки зрения	6	17
7	то же	9	16
8	и его	5	16
9	как мы	4	15
10	в этом	28	15
11	таким образом	13	14
12	в сущности	6	14
13	не только	7	13
14	с точки	4	13
15	связи с	2	13
16	в нем	7	11
17	если бы	10	11
18	вовсе не	5	11
19	не в	2	10
20	в пределах	3	10
21	но и	3	10
22	том что	22	10
23	так и	3	10
24	при этом	2	9
25	в основе	3	9
26	как и	5	9
27	самом деле	12	9
28	а не	6	9
29	же время	2	8
30	не является	2	8
31	в то	3	8
32	с его	2	8
33	только в	4	8
34	никогда не	5	7
35	в том	21	7
36	его в	3	7
37	но в	2	7
38	прежде всего	2	7
39	одна из	4	7
40	на самом	6	7
41	и для	3	7
42	в таком	4	7
43	к тому	12	6
44	ни в	3	6
45	и как	5	6
46	того чтобы	22	6
47	в самом	12	6
48	же самое	6	6
49	и все	12	6
50	мы уже	5	6
51	во всех	2	6
52	слова и	4	6
53	если мы	12	6
54	для того	23	6
55	хотя бы	2	6
56	мы можем	5	6
57	самого начала	5	5
58	в их	2	5
59	так же	13	5
60	и на	5	5
61	и здесь	3	5
62	к этому	4	5
63	совершенно не	4	5
64	в его	10	5
65	этого слова	3	5
66	все же	5	5
67	в той	3	5
68	с самого	5	5
69	тому что	6	4
70	это не	6	4
71	на то	10	4
72	все те	2	4
73	то что	44	4
74	бы то	2	4
75	того что	4	4
76	сказать что	13	4
77	а как	2	4
78	как раз	9	4
79	смысле этого	3	4
80	что он	20	4
81	было бы	12	4
82	конечно не	3	4
83	точном смысле	2	4
84	связь с	5	4
85	и ее	2	4
86	в себе	6	4
87	ничего не	2	4
88	перед нами	6	3
89	в какой	5	3
90	столь же	2	3
91	с другой	2	3
92	и от	2	3
93	в двух	4	3
94	для понимания	2	3
95	да и	3	3
96	здесь мы	3	3
97	в этой	9	3
98	одной стороны	3	3
99	в ней	6	3
100	в котором	2	3
101	какой бы	3	3
102	его и	2	3
103	в каком	8	3
104	а в	4	3
105	с этим	5	3
106	с одной	3	3
107	что оно	3	3
108	все эти	6	3
109	не имеет	2	3
110	должно быть	3	3
111	и формы	2	3
112	не было	3	3
113	о том	20	3
114	так как	12	3
115	слово в	2	3
116	по себе	9	3
117	в ее	2	3
118	у нас	4	3
119	до сих	3	3
120	он не	11	3
121	и до	3	3
122	что и	3	3
123	не будет	4	3
124	в своей	4	3
125	только что	15	3
126	нами в	2	3
127	той же	4	3
128	и то	2	3
129	во всяком	3	3
130	и это	5	3
131	сих пор	3	3
132	место в	2	2
133	уже в	2	2
134	все время	24	2
135	что в	21	2
136	что это	13	2
137	в одной	2	2
138	на все	2	2
139	вопрос о	2	2
140	в тех	2	2
141	оно является	2	2
142	мы знаем	2	2
143	тому же	3	2
144	которой мы	3	2
145	что они	6	2
146	такое понимание	2	2
147	или вернее	2	2
148	до конца	7	2
149	всяком случае	3	2
150	жизни и	4	2
151	в своем	7	2
152	именно в	2	2
153	как на	6	2
154	и с	2	2
155	именно как	2	2
156	допустим что	2	2
157	и является	2	2
158	все то	12	2
159	то есть	13	2
160	от этого	3	2
161	у него	6	2
162	уже знаем	3	2
163	лежит в	2	2
164	в жизни	4	2
165	но не	3	2
166	здесь в	3	2
167	бы это	3	2
168	ли это	3	2
169	мы увидим	2	2
170	и о	4	2
171	и потому	2	2
172	себя в	4	2
173	нем нет	2	2
174	и именно	2	2
175	мы никогда	3	2
176	совершенно иначе	3	2
177	не на	2	2
178	бы не	2	2
179	а с	2	2
180	сводится к	2	2
181	что не	4	2
182	и эта	2	2
183	и он	3	2
184	мы не	5	2
185	слова как	3	2
186	тем что	3	2
187	в виде	3	2
188	далеко не	3	2
189	только с	2	2
190	это было	4	2
191	вместе с	8	2
