N	2gram	Ircho_Kome_3	Vladivir
1	с п	2	33
2	и в	22	31
3	не только	5	24
4	но и	4	19
5	то что	4	18
6	и не	21	17
7	у него	4	15
8	и даже	3	15
9	он был	4	14
10	том что	13	14
11	что в	5	14
12	в этом	8	14
13	и с	4	14
14	что он	8	12
15	в его	8	12
16	но в	5	12
17	с его	3	11
18	в том	12	11
19	потому что	10	11
20	о том	8	11
21	так что	6	10
22	он не	5	10
23	никогда не	3	9
24	как мы	2	9
25	а в	7	9
26	в течение	3	9
27	в конце	7	9
28	в то	6	8
29	так как	11	8
30	уже в	2	7
31	в доме	10	7
32	об этом	7	7
33	как раз	6	7
34	тут же	4	7
35	и его	6	7
36	как это	5	7
37	е в	2	7
38	он и	2	6
39	к этому	6	6
40	и к	3	6
41	в качестве	2	6
42	того же	6	6
43	и сам	5	6
44	может быть	6	6
45	в котором	2	6
46	так и	4	6
47	не может	3	6
48	то же	7	6
49	и что	6	6
50	на этот	3	6
51	все это	5	5
52	вовсе не	4	5
53	на то	3	5
54	не в	4	5
55	и если	2	5
56	видно что	2	5
57	в свое	2	5
58	а также	2	5
59	что и	8	5
60	когда он	4	5
61	не было	2	5
62	в своих	2	5
63	с ним	5	5
64	же время	5	4
65	в своем	8	4
66	и все	2	4
67	в нем	3	4
68	к ней	8	4
69	в себе	4	4
70	что его	5	4
71	как и	3	4
72	в этой	3	4
73	хотя и	5	4
74	и особенно	2	4
75	один из	3	4
76	в своей	5	4
77	что для	2	4
78	несмотря на	4	4
79	из его	2	4
80	как он	3	4
81	к нему	5	4
82	в которой	3	4
83	этот раз	2	4
84	под влиянием	2	3
85	к тому	6	3
86	отнюдь не	4	3
87	с другой	4	3
88	как в	2	3
89	к своему	2	3
90	что они	2	3
91	по своему	3	3
92	ничего не	3	3
93	тот же	2	3
94	за пределы	2	3
95	конце концов	2	3
96	все же	4	3
97	на его	2	3
98	в целом	3	3
99	отношение к	5	3
100	вместе с	9	3
101	на него	4	3
102	другой стороны	2	3
103	в отношении	4	3
104	что к	4	3
105	в связи	4	3
106	и речи	4	3
107	таким образом	12	3
108	если не	3	3
109	о которой	2	3
110	не мог	2	3
111	и он	2	3
112	едва ли	7	3
113	и на	2	3
114	что касается	2	3
115	на себя	4	3
116	и здесь	4	3
117	в начале	3	3
118	во время	6	3
119	здесь не	2	3
120	из своего	3	3
121	отца и	2	3
122	молодой человек	8	2
123	тем что	5	2
124	нисколько не	3	2
125	с тем	4	2
126	не менее	5	2
127	в частности	3	2
128	нет и	4	2
129	от нее	3	2
130	она была	2	2
131	в них	3	2
132	хотя бы	4	2
133	по существу	2	2
134	к концу	2	2
135	то обстоятельство	2	2
136	и я	2	2
137	ясно что	6	2
138	не испытывал	2	2
139	одной из	3	2
140	о его	2	2
141	тем не	3	2
142	мы знаем	2	2
143	ни в	10	2
144	тому же	6	2
145	которой мы	2	2
146	тем более	4	2
147	все что	3	2
148	оказался в	2	2
149	то время	2	2
150	что с	2	2
151	и тот	3	2
152	еще не	6	2
153	при этом	7	2
154	было бы	3	2
155	и мы	3	2
156	совершенно не	2	2
157	в самом	9	2
158	конечно не	3	2
159	и о	2	2
160	одним из	2	2
161	которую он	2	2
162	на это	3	2
163	всяком случае	3	2
164	и т	4	2
165	из них	5	2
166	не по	7	2
167	дело не	2	2
168	из этого	2	2
169	со стороны	11	2
170	что она	4	2
171	даже не	3	2
172	только что	7	2
173	и для	4	2
174	отрывки из	2	2
175	на основании	2	2
176	он говорит	2	2
177	того чтобы	6	2
178	для того	6	2
179	что мы	2	2
180	а по	5	2
181	в результате	2	2
182	во всяком	3	2
183	больше чем	2	2
184	он так	3	2
185	к этой	2	2
186	точки зрения	4	2
187	и отец	2	2
188	к себе	5	2
189	обстоятельство что	2	2
190	и еще	3	2
191	его на	2	2
192	свои чувства	2	2
193	и это	2	2
