N	2gram	Voloshinov_2	Komedia
1	и в	19	22
2	и не	19	21
3	том что	10	13
4	в том	7	12
5	таким образом	14	12
6	так как	3	11
7	ни в	6	10
8	до сих	3	9
9	в самом	6	9
10	вместе с	2	9
11	сих пор	3	9
12	если бы	11	8
13	в своем	2	8
14	что он	4	8
15	в его	5	8
16	что и	3	8
17	в этом	15	8
18	о том	3	8
19	его в	7	8
20	о чем	2	7
21	при этом	9	7
22	в свою	6	7
23	то же	16	7
24	только что	3	7
25	а в	3	7
26	к этому	5	6
27	тому же	2	6
28	свою очередь	5	6
29	того же	5	6
30	еще не	3	6
31	для того	6	6
32	к тому	6	6
33	может быть	28	6
34	как раз	4	6
35	самом деле	9	6
36	того чтобы	6	6
37	и его	16	6
38	в то	8	6
39	связи с	13	5
40	что в	2	5
41	же время	8	5
42	прежде всего	7	5
43	не только	13	5
44	в своей	3	5
45	по отношению	8	5
46	он не	3	5
47	тем что	2	5
48	к нему	5	5
49	но в	7	5
50	с самого	5	4
51	самого начала	5	4
52	у него	2	4
53	отнюдь не	8	4
54	с другой	3	4
55	вовсе не	11	4
56	и здесь	5	4
57	он был	2	4
58	все же	5	4
59	не в	10	4
60	до конца	2	4
61	в ней	3	4
62	тем более	5	4
63	то что	4	4
64	но и	10	4
65	и речи	2	4
66	в отношении	4	4
67	с помощью	6	4
68	а не	9	4
69	и для	7	4
70	друг друга	2	4
71	так же	5	4
72	точки зрения	17	4
73	в себе	4	4
74	в связи	7	4
75	речи о	2	4
76	бы в	4	4
77	так и	10	4
78	не является	8	4
79	хотя бы	6	4
80	и с	2	4
81	с его	8	3
82	никогда не	7	3
83	то ни	5	3
84	следует что	4	3
85	в какой	3	3
86	с этим	3	3
87	в нем	11	3
88	далеко не	2	3
89	на то	4	3
90	в ее	3	3
91	как и	9	3
92	в начале	2	3
93	в этой	3	3
94	одной стороны	3	3
95	было бы	4	3
96	бы он	3	3
97	конечно не	4	3
98	как бы	19	3
99	отношению к	8	3
100	приводит к	2	3
101	не может	18	3
102	с одной	3	3
103	в двух	3	3
104	что не	2	3
105	с точки	13	3
106	столь же	3	3
107	тем же	4	3
108	и даже	2	3
109	не имеет	3	3
110	не так	2	3
111	одной из	3	3
112	мы можем	6	3
113	во всяком	3	3
114	не знает	2	3
115	же самое	6	3
116	ничего не	4	3
117	всяком случае	2	3
118	в основе	9	2
119	уже в	2	2
120	все время	2	2
121	ни было	6	2
122	в качестве	3	2
123	не как	3	2
124	не будет	3	2
125	это не	4	2
126	и особенно	2	2
127	и все	6	2
128	для понимания	3	2
129	стороны и	2	2
130	а как	4	2
131	если мы	6	2
132	как из	2	2
133	мы знаем	2	2
134	отличие от	3	2
135	которой мы	2	2
136	что они	2	2
137	бы то	4	2
138	в пределах	10	2
139	совершенно не	5	2
140	в сущности	14	2
141	за пределы	3	2
142	и о	2	2
143	одним из	2	2
144	и он	2	2
145	между ними	2	2
146	в котором	3	2
147	если же	2	2
148	должен быть	2	2
149	не с	2	2
150	во всех	6	2
151	этой связи	4	2
152	в их	5	2
153	как мы	15	2
154	бы не	2	2
155	отношения к	2	2
156	не было	3	2
157	мы не	2	2
158	с другими	3	2
159	в таком	7	2
160	и на	5	2
161	тому что	4	2
162	между тем	6	2
163	он и	2	2
164	и ее	4	2
165	в другом	3	2
166	является конечно	2	2
167	и это	3	2
