N	2gram	Medvedev_F_1	Myshleni
1	в том	6	42
2	с помощью	3	31
3	в процессе	9	27
4	таким образом	13	25
5	точки зрения	16	24
6	в этом	15	24
7	и в	24	20
8	что в	4	19
9	в основе	3	17
10	то же	10	16
11	то что	8	15
12	не только	7	15
13	как мы	5	13
14	с другой	5	12
15	при этом	5	12
16	в их	11	12
17	может быть	14	12
18	в целом	6	11
19	так же	4	11
20	в его	23	11
21	с точки	13	11
22	этого слова	3	11
23	того что	5	10
24	на основе	6	10
25	в истории	4	10
26	в отношении	3	10
27	если мы	2	10
28	в себе	3	10
29	только в	2	10
30	и как	3	9
31	одной стороны	4	9
32	но и	7	9
33	с одной	4	9
34	между тем	2	9
35	как это	6	9
36	как и	11	9
37	что и	2	9
38	и не	20	8
39	и что	2	8
40	в результате	2	8
41	было бы	6	8
42	вместе с	2	8
43	и более	2	7
44	как бы	6	7
45	смысле этого	3	7
46	в своей	11	7
47	самом деле	6	7
48	тем самым	3	7
49	а не	10	7
50	к тому	3	6
51	же как	2	6
52	мы видели	2	6
53	в самом	5	6
54	не может	16	6
55	и на	8	6
56	его в	3	6
57	с тем	2	6
58	что он	3	6
59	и развития	2	6
60	в частности	4	5
61	никогда не	4	5
62	целый ряд	3	5
63	это не	2	5
64	в действительности	2	5
65	что такое	2	5
66	говорит он	3	5
67	только не	2	5
68	если бы	4	5
69	и его	10	5
70	с этим	2	5
71	и к	4	5
72	все же	3	5
73	так и	18	5
74	как в	8	5
75	все эти	6	5
76	все время	2	4
77	в нашем	2	4
78	в своем	11	4
79	друг друга	4	4
80	и те	2	4
81	с этой	4	4
82	и с	8	4
83	во всей	2	4
84	между ними	3	4
85	не в	8	4
86	во всяком	4	4
87	в области	3	4
88	не менее	11	3
89	формы и	5	3
90	и от	7	3
91	на все	3	3
92	а только	2	3
93	и история	3	3
94	в этой	6	3
95	от того	2	3
96	одной из	2	3
97	и является	2	3
98	всяком случае	4	3
99	один из	3	3
100	со стороны	5	3
101	в связи	4	3
102	именно в	8	3
103	и других	3	3
104	должно быть	11	3
105	на его	2	3
106	к которому	2	3
107	но в	5	3
108	отнюдь не	6	3
109	идет о	2	3
110	бы в	3	3
111	по существу	2	3
112	во всем	2	3
113	но не	3	3
114	со всеми	3	3
115	когда он	3	3
116	приводит к	2	3
117	ни в	2	3
118	одновременно с	2	3
119	связи с	3	3
120	в которой	4	3
121	место в	7	2
122	должна быть	7	2
123	в другой	2	2
124	все более	2	2
125	целом ряде	2	2
126	в каждом	3	2
127	прежде всего	22	2
128	отражение в	2	2
129	со всей	3	2
130	в настоящее	10	2
131	совершается в	2	2
132	свою очередь	6	2
133	в свою	8	2
134	для него	3	2
135	том чтобы	2	2
136	но для	3	2
137	в ней	10	2
138	в него	2	2
139	в нем	14	2
140	не по	3	2
141	отличается от	3	2
142	иначе как	2	2
143	они не	3	2
144	действительности в	2	2
145	а в	6	2
146	для других	2	2
147	и здесь	6	2
148	настоящее время	10	2
149	влияния на	2	2
150	под влиянием	2	2
151	нисколько не	2	2
152	ясно что	3	2
153	стороны и	4	2
154	таким же	2	2
155	они мыслят	3	2
156	зависимости от	3	2
157	еще не	6	2
158	остановиться на	2	2
159	не есть	2	2
160	только на	5	2
161	входит в	6	2
162	целом и	4	2
163	более и	2	2
164	и это	2	2
165	здесь не	3	2
