N	2gram	Losev_Prob_5	FransuaR
1	и в	30	49
2	то есть	21	32
3	прежде всего	6	19
4	в его	12	18
5	не только	18	17
6	и его	6	17
7	и на	6	17
8	и не	12	15
9	в этом	17	15
10	в них	2	13
11	только в	9	13
12	но и	13	13
13	в году	5	13
14	в эпоху	3	13
15	как и	7	11
16	как бы	6	11
17	вовсе не	8	10
18	в этой	10	10
19	в нем	6	9
20	отношение к	2	8
21	до нас	7	8
22	все же	9	7
23	один из	2	7
24	жизни и	2	7
25	не может	5	7
26	таким образом	13	7
27	то же	2	7
28	все эти	2	7
29	как мы	2	7
30	именно в	3	6
31	то что	18	6
32	здесь в	2	6
33	так и	7	6
34	сказать что	9	6
35	и с	5	6
36	но он	5	6
37	точки зрения	10	6
38	в то	4	6
39	так как	6	6
40	никогда не	7	5
41	в своем	11	5
42	уже в	2	5
43	в начале	3	5
44	но не	7	5
45	при этом	4	5
46	тот же	3	5
47	может быть	7	5
48	в своей	22	5
49	с точки	8	5
50	и более	2	4
51	в духе	3	4
52	с другой	6	4
53	нового времени	4	4
54	и к	4	4
55	страха и	2	4
56	в себе	4	4
57	том что	17	4
58	но все	4	4
59	и о	5	4
60	и до	2	4
61	сих пор	2	4
62	до сих	2	4
63	а в	6	4
64	мы находим	7	4
65	в области	2	4
66	тем что	2	4
67	с ним	3	4
68	но в	9	4
69	с одной	3	3
70	жизни в	4	3
71	в одном	3	3
72	человека и	4	3
73	что он	7	3
74	же в	3	3
75	в ее	3	3
76	в том	12	3
77	да и	2	3
78	в значительной	2	3
79	в большей	2	3
80	одной стороны	3	3
81	было бы	4	3
82	из них	2	3
83	несмотря на	6	3
84	в самом	5	3
85	раз в	2	3
86	ни в	4	3
87	он пишет	2	3
88	другой стороны	6	3
89	на земле	9	3
90	и все	9	3
91	на первом	3	3
92	к нему	3	3
93	можно было	2	3
94	также и	12	3
95	и вообще	9	3
96	далеко не	4	3
97	о том	12	3
98	первом плане	3	3
99	видит в	3	3
100	в виду	3	3
101	учение о	3	2
102	в противоположность	3	2
103	связи с	7	2
104	что в	5	2
105	для них	3	2
106	но даже	4	2
107	в качестве	4	2
108	что касается	3	2
109	даже и	4	2
110	в смысле	4	2
111	на то	2	2
112	можно сказать	6	2
113	в целях	2	2
114	в отношении	3	2
115	он был	2	2
116	без всякого	2	2
117	в самой	3	2
118	по существу	2	2
119	в дальнейшем	7	2
120	что они	3	2
121	есть в	2	2
122	он видит	3	2
123	все что	2	2
124	и после	3	2
125	и без	2	2
126	ничего не	2	2
127	еще не	3	2
128	и другие	3	2
129	со всеми	2	2
130	по поводу	2	2
131	по словам	2	2
132	такого рода	2	2
133	у него	11	2
134	в новое	3	2
135	хотя и	8	2
136	в ней	3	2
137	еще в	5	2
138	и за	2	2
139	что люди	2	2
140	вместе с	7	2
141	ее в	2	2
142	в связи	7	2
143	того как	5	2
144	именно на	2	2
145	как именно	4	2
146	того чтобы	2	2
147	и даже	14	2
148	так же	5	2
149	разума и	2	2
150	жизнь и	3	2
151	можно найти	6	2
152	власти и	2	2
153	во всяком	2	2
154	что только	2	2
155	на его	2	2
156	под названием	4	2
157	в другом	3	2
158	в конце	8	2
159	здесь не	7	2
160	всяком случае	2	2
161	мы можем	5	2
