N	2gram	Propp_Isto_3	formyVre
1	и в	22	46
2	в этом	17	22
3	прежде всего	3	14
4	и т	16	14
5	вовсе не	2	13
6	и его	4	12
7	только в	4	11
8	смерти в	3	11
9	не только	14	11
10	во время	6	10
11	в том	9	10
12	точки зрения	2	10
13	но в	10	10
14	у него	3	9
15	не в	4	9
16	мы уже	6	9
17	вместе с	9	9
18	но и	12	9
19	и не	12	9
20	и для	2	9
21	в связи	3	8
22	смерть и	2	8
23	связи с	6	8
24	как и	3	8
25	в его	3	8
26	жизни и	2	8
27	то же	6	8
28	потому что	3	8
29	из них	7	8
30	всех этих	2	7
31	в них	6	7
32	в одном	2	7
33	может быть	11	7
34	то что	7	7
35	так и	2	7
36	и на	4	7
37	никогда не	3	6
38	и все	3	6
39	при этом	2	6
40	как мы	8	6
41	еще не	10	6
42	его в	3	6
43	все же	5	6
44	в особенности	2	6
45	так как	7	6
46	и с	4	6
47	в частности	5	5
48	в своем	2	5
49	с этим	8	5
50	в дальнейшем	4	5
51	в пределах	4	5
52	в то	2	5
53	но не	7	5
54	он не	5	5
55	и др	2	5
56	в нем	9	5
57	что в	15	5
58	все эти	4	5
59	и у	3	5
60	из этих	3	4
61	же в	2	4
62	том что	8	4
63	так что	5	4
64	что они	8	4
65	есть и	5	4
66	на острове	3	4
67	в котором	2	4
68	как в	2	4
69	еще более	2	4
70	а не	6	4
71	и он	2	4
72	их в	3	4
73	о том	3	4
74	и было	2	4
75	не было	2	3
76	связанных с	2	3
77	мы еще	3	3
78	к этому	7	3
79	что было	2	3
80	к тому	3	3
81	что он	9	3
82	а затем	3	3
83	и как	3	3
84	в качестве	2	3
85	хотя и	2	3
86	а также	2	3
87	что на	4	3
88	в этот	2	3
89	что и	9	3
90	ее в	3	3
91	отношение к	4	3
92	целый ряд	3	3
93	т д	15	3
94	за счет	2	3
95	и другие	4	3
96	таким образом	10	3
97	и они	4	3
98	уже не	7	3
99	здесь мы	5	3
100	того что	5	3
101	и даже	2	3
102	а в	6	3
103	роль в	2	3
104	в которых	2	3
105	тем что	4	3
106	имеем в	4	3
107	в другом	2	3
108	в этих	11	3
109	большинстве случаев	2	3
110	на смерть	3	3
111	на этом	4	2
112	гл iii	2	2
113	и более	2	2
114	и есть	2	2
115	вступают в	2	2
116	друг другу	2	2
117	с другой	7	2
118	это не	6	2
119	и так	2	2
120	в одной	3	2
121	представление о	3	2
122	одном из	3	2
123	со своими	2	2
124	очень часто	3	2
125	можно сказать	2	2
126	бы она	2	2
127	не мог	2	2
128	у нас	4	2
129	мы видим	8	2
130	в этой	5	2
131	с тем	2	2
132	во все	2	2
133	все что	3	2
134	равно как	3	2
135	и пр	11	2
136	она не	4	2
137	было бы	3	2
138	и к	3	2
139	и о	2	2
140	и потому	2	2
141	один из	5	2
142	сих пор	5	2
143	мы видели	13	2
144	после этого	2	2
145	этом случае	5	2
146	в некоторых	5	2
147	быть и	3	2
148	на землю	2	2
149	находится в	4	2
150	не может	4	2
151	здесь не	3	2
152	если не	2	2
153	здесь они	2	2
154	с одной	2	2
155	над ними	2	2
156	и вот	2	2
157	сюда же	2	2
158	так же	3	2
159	в данном	4	2
160	но это	3	2
161	и от	3	2
162	мы имеем	19	2
163	могут быть	5	2
164	но он	4	2
165	что здесь	6	2
166	ту же	2	2
167	не могла	2	2
168	него и	2	2
169	далеко не	3	2
170	и это	2	2
171	там где	7	2
172	как это	4	2
173	во всяком	2	2
174	до сих	5	2
